asset_id,asset_name,asset_group,category,state,district,latitude,longitude,nearest_environment_id,nearest_environment_name,protection_type,environment_type,distance_to_sensitive_area_m,distance_to_sensitive_area_km,relationship,nearest_land_id,nearest_land_name,dist_land_m,dist_land_km,land_relationship,nearest_marine_id,nearest_marine_name,dist_marine_m,dist_marine_km,marine_relationship
OSM_node_12008101475,Homestay Hj. Noor,Supporting Tourism Asset,Accommodation,Kelantan,Gua Musang,4.873812,101.961812,049,Taman Negara (Kelantan),National Park,Land,11850.8,11.85,Outside,049,Taman Negara (Kelantan),11850.8,11.85,Outside,467,Pulau Perhentian Kecil Marine Park,137138.1,137.14,Outside
OSM_node_3532770274,Titiwangsa Inn,Supporting Tourism Asset,Accommodation,Kelantan,Gua Musang,4.862639,101.955993,049,Taman Negara (Kelantan),National Park,Land,12104.2,12.1,Outside,049,Taman Negara (Kelantan),12104.2,12.1,Outside,467,Pulau Perhentian Kecil Marine Park,138519.0,138.52,Outside
OSM_node_12167925701,JeliEkonomi HomeStay,Supporting Tourism Asset,Accommodation,Kelantan,Jeli,5.691265,101.847228,045,Gunung Basor Water Catchment Forest,Forest Reserve,Land,6724.1,6.72,Outside,045,Gunung Basor Water Catchment Forest,6724.1,6.72,Outside,470,Pulau Susu Dara Marine Park,91376.3,91.38,Outside
OSM_node_4873367623,Eco R&R Lojing,Supporting Tourism Asset,Accommodation,Kelantan,Kecil Lojing,4.670639,101.490195,130,Sungai Wi Soil Protection Forest,Forest Reserve,Land,6392.7,6.39,Outside,130,Sungai Wi Soil Protection Forest,6392.7,6.39,Outside,178,Pulau Sembilan State Park,120288.5,120.29,Outside
OSM_node_4191037802,Moonriver Lodge,Supporting Tourism Asset,Accommodation,Kelantan,Kecil Lojing,4.644058,101.465048,130,Sungai Wi Soil Protection Forest,Forest Reserve,Land,5078.9,5.08,Outside,130,Sungai Wi Soil Protection Forest,5078.9,5.08,Outside,178,Pulau Sembilan State Park,116339.0,116.34,Outside
OSM_node_5350632522,AimanHomestay,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.177136,102.272671,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,31785.6,31.79,Outside,044,Chabang Tongkat Water Catchment Forest,31785.6,31.79,Outside,470,Pulau Susu Dara Marine Park,45756.4,45.76,Outside
OSM_node_9333408622,Azra Inn,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.160631,102.247032,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,30140.1,30.14,Outside,044,Chabang Tongkat Water Catchment Forest,30140.1,30.14,Outside,470,Pulau Susu Dara Marine Park,47426.8,47.43,Outside
OSM_node_9014682228,Budget Inn,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.170237,102.294727,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,31075.1,31.08,Outside,044,Chabang Tongkat Water Catchment Forest,31075.1,31.08,Outside,470,Pulau Susu Dara Marine Park,43256.5,43.26,Outside
OSM_node_9673940532,D Ladda guesthouse,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.089615,102.258334,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,22179.2,22.18,Outside,044,Chabang Tongkat Water Catchment Forest,22179.2,22.18,Outside,470,Pulau Susu Dara Marine Park,43323.5,43.32,Outside
OSM_node_4924133921,Denai Lodge,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.128882,102.241462,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,26715.7,26.72,Outside,044,Chabang Tongkat Water Catchment Forest,26715.7,26.72,Outside,470,Pulau Susu Dara Marine Park,46562.8,46.56,Outside
OSM_node_5000268501,Ewan's Guest House,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.130303,102.246326,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,26811.5,26.81,Outside,044,Chabang Tongkat Water Catchment Forest,26811.5,26.81,Outside,470,Pulau Susu Dara Marine Park,46123.7,46.12,Outside
OSM_way_781237020,Guest House,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.067167,102.224072,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,20219.1,20.22,Outside,044,Chabang Tongkat Water Catchment Forest,20219.1,20.22,Outside,470,Pulau Susu Dara Marine Park,46293.1,46.29,Outside
OSM_node_11436164664,Guest Room Masjid Umar Abdul Aziz,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,5.954383,102.248908,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,7418.7,7.42,Outside,044,Chabang Tongkat Water Catchment Forest,7418.7,7.42,Outside,470,Pulau Susu Dara Marine Park,42098.4,42.1,Outside
OSM_way_781237018,Guesthouse,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.067571,102.222924,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,20289.7,20.29,Outside,044,Chabang Tongkat Water Catchment Forest,20289.7,20.29,Outside,470,Pulau Susu Dara Marine Park,46427.2,46.43,Outside
OSM_node_12617746934,Hati Guest House,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.184158,102.258336,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,32628.4,32.63,Outside,044,Chabang Tongkat Water Catchment Forest,32628.4,32.63,Outside,470,Pulau Susu Dara Marine Park,47520.5,47.52,Outside
OSM_node_9014682325,Imtisal Inn & Homestay,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.170998,102.292044,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,31142.5,31.14,Outside,044,Chabang Tongkat Water Catchment Forest,31142.5,31.14,Outside,470,Pulau Susu Dara Marine Park,43555.9,43.56,Outside
OSM_way_1366757658,Kay Bee Inn,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.128434,102.246175,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,26608.2,26.61,Outside,044,Chabang Tongkat Water Catchment Forest,26608.2,26.61,Outside,470,Pulau Susu Dara Marine Park,46060.7,46.06,Outside
OSM_node_9345113874,Kijang Guest House,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.165649,102.24938,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,30665.5,30.67,Outside,044,Chabang Tongkat Water Catchment Forest,30665.5,30.67,Outside,470,Pulau Susu Dara Marine Park,47438.9,47.44,Outside
OSM_node_9811004454,MJ'S HOMESTAY,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.117407,102.259704,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,25235.6,25.24,Outside,044,Chabang Tongkat Water Catchment Forest,25235.6,25.24,Outside,470,Pulau Susu Dara Marine Park,44217.3,44.22,Outside
OSM_node_1698000787,My Place GuestHouse,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.129427,102.241185,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,26778.6,26.78,Outside,044,Chabang Tongkat Water Catchment Forest,26778.6,26.78,Outside,470,Pulau Susu Dara Marine Park,46613.8,46.61,Outside
OSM_node_4744588823,Parkview guesthouse,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.128885,102.241727,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,26713.6,26.71,Outside,044,Chabang Tongkat Water Catchment Forest,26713.6,26.71,Outside,470,Pulau Susu Dara Marine Park,46535.7,46.54,Outside
OSM_node_9896716901,Putri Villa Homestay,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.094369,102.229917,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,23068.1,23.07,Outside,044,Chabang Tongkat Water Catchment Forest,23068.1,23.07,Outside,470,Pulau Susu Dara Marine Park,46480.0,46.48,Outside
OSM_node_9009064071,Restoran Sri Putra,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.162537,102.247563,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,30343.6,30.34,Outside,044,Chabang Tongkat Water Catchment Forest,30343.6,30.34,Outside,470,Pulau Susu Dara Marine Park,47466.6,47.47,Outside
OSM_way_1366757656,Rose Garden Inn,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.128924,102.243692,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,26699.3,26.7,Outside,044,Chabang Tongkat Water Catchment Forest,26699.3,26.7,Outside,470,Pulau Susu Dara Marine Park,46335.7,46.34,Outside
OSM_node_4470282292,Shahree House,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.150313,102.272185,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,28813.0,28.81,Outside,044,Chabang Tongkat Water Catchment Forest,28813.0,28.81,Outside,470,Pulau Susu Dara Marine Park,44424.3,44.42,Outside
OSM_node_12696207446,Sky Garden Inn,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.129845,102.248982,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,26724.8,26.72,Outside,044,Chabang Tongkat Water Catchment Forest,26724.8,26.72,Outside,470,Pulau Susu Dara Marine Park,45832.7,45.83,Outside
OSM_node_5490046821,Sri Cemerlang Baru Lounge,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.128796,102.246025,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,26650.2,26.65,Outside,044,Chabang Tongkat Water Catchment Forest,26650.2,26.65,Outside,470,Pulau Susu Dara Marine Park,46091.2,46.09,Outside
OSM_node_7252213088,Tan Homestay,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.133651,102.254155,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,27083.2,27.08,Outside,044,Chabang Tongkat Water Catchment Forest,27083.2,27.08,Outside,470,Pulau Susu Dara Marine Park,45468.9,45.47,Outside
OSM_node_13018815783,Teratak Bonda,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.140246,102.245596,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,27915.1,27.92,Outside,044,Chabang Tongkat Water Catchment Forest,27915.1,27.92,Outside,470,Pulau Susu Dara Marine Park,46628.0,46.63,Outside
OSM_way_539225733,Teratak Tok Wan 1,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.123445,102.26231,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,25882.7,25.88,Outside,044,Chabang Tongkat Water Catchment Forest,25882.7,25.88,Outside,470,Pulau Susu Dara Marine Park,44198.9,44.2,Outside
OSM_way_539225734,Teratak Tok Wan 2,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.123374,102.262491,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,25873.5,25.87,Outside,044,Chabang Tongkat Water Catchment Forest,25873.5,25.87,Outside,470,Pulau Susu Dara Marine Park,44177.4,44.18,Outside
OSM_node_4217320889,Timur Guest House,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.129218,102.241587,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,26751.7,26.75,Outside,044,Chabang Tongkat Water Catchment Forest,26751.7,26.75,Outside,470,Pulau Susu Dara Marine Park,46563.9,46.56,Outside
OSM_node_7252214985,Unnamed Guesthouse,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.129983,102.244427,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,26804.3,26.8,Outside,044,Chabang Tongkat Water Catchment Forest,26804.3,26.8,Outside,470,Pulau Susu Dara Marine Park,46304.7,46.3,Outside
OSM_node_9138431844,Villa Ungu Homestay,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.07739,102.2917,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,20780.2,20.78,Outside,044,Chabang Tongkat Water Catchment Forest,20780.2,20.78,Outside,470,Pulau Susu Dara Marine Park,39393.2,39.39,Outside
OSM_node_9006817248,WS Ekonomi Guest House,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.193715,102.272178,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,33624.5,33.62,Outside,044,Chabang Tongkat Water Catchment Forest,33624.5,33.62,Outside,470,Pulau Susu Dara Marine Park,46720.2,46.72,Outside
OSM_node_10046750177,Zaman Sejahtera Inn,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.164198,102.281969,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,30350.7,30.35,Outside,044,Chabang Tongkat Water Catchment Forest,30350.7,30.35,Outside,470,Pulau Susu Dara Marine Park,44165.1,44.17,Outside
OSM_node_4198749094,Zeck's Travellers Inn,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.130371,102.246333,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,26818.9,26.82,Outside,044,Chabang Tongkat Water Catchment Forest,26818.9,26.82,Outside,470,Pulau Susu Dara Marine Park,46125.9,46.13,Outside
OSM_node_828853542,kasa melodi,Supporting Tourism Asset,Accommodation,Kelantan,Kota Bharu,6.156451,102.251635,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,29626.0,29.63,Outside,044,Chabang Tongkat Water Catchment Forest,29626.0,29.63,Outside,470,Pulau Susu Dara Marine Park,46766.6,46.77,Outside
OSM_node_11342913281,Amina Guest House 2,Supporting Tourism Asset,Accommodation,Kelantan,Kuala Krai,5.486851,102.223824,048,Ulu Temiang Water Catchment Forest,Forest Reserve,Land,12554.1,12.55,Outside,048,Ulu Temiang Water Catchment Forest,12554.1,12.55,Outside,467,Pulau Perhentian Kecil Marine Park,67208.9,67.21,Outside
OSM_node_4912232421,Rose House,Supporting Tourism Asset,Accommodation,Kelantan,Kuala Krai,5.375764,102.007606,050,Gunung Stong State Park,State Park,Land,4730.4,4.73,Outside,050,Gunung Stong State Park,4730.4,4.73,Outside,470,Pulau Susu Dara Marine Park,93513.8,93.51,Outside
OSM_node_4775019823,Rose House Dabong,Supporting Tourism Asset,Accommodation,Kelantan,Kuala Krai,5.37565,102.007797,050,Gunung Stong State Park,State Park,Land,4744.6,4.74,Outside,050,Gunung Stong State Park,4744.6,4.74,Outside,470,Pulau Susu Dara Marine Park,93506.4,93.51,Outside
OSM_way_1189754085,De' Desa Homestay,Supporting Tourism Asset,Accommodation,Kelantan,Machang,5.744934,102.211042,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,9826.4,9.83,Outside,044,Chabang Tongkat Water Catchment Forest,9826.4,9.83,Outside,470,Pulau Susu Dara Marine Park,51652.7,51.65,Outside
OSM_node_5470406825,Homestay villa kak ani,Supporting Tourism Asset,Accommodation,Kelantan,Machang,5.757282,102.261601,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,4320.5,4.32,Outside,044,Chabang Tongkat Water Catchment Forest,4320.5,4.32,Outside,470,Pulau Susu Dara Marine Park,46016.8,46.02,Outside
OSM_node_4326783290,Kg Dewan Kechil,Supporting Tourism Asset,Accommodation,Kelantan,Machang,5.798115,102.26678,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,1380.3,1.38,Outside,044,Chabang Tongkat Water Catchment Forest,1380.3,1.38,Outside,470,Pulau Susu Dara Marine Park,43617.3,43.62,Outside
OSM_way_1189898618,Marissa Homestay,Supporting Tourism Asset,Accommodation,Kelantan,Machang,5.744982,102.210868,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,9841.5,9.84,Outside,044,Chabang Tongkat Water Catchment Forest,9841.5,9.84,Outside,470,Pulau Susu Dara Marine Park,51667.8,51.67,Outside
OSM_node_5470406826,casa Almarisa,Supporting Tourism Asset,Accommodation,Kelantan,Machang,5.756602,102.268023,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,3821.1,3.82,Outside,044,Chabang Tongkat Water Catchment Forest,3821.1,3.82,Outside,470,Pulau Susu Dara Marine Park,45416.4,45.42,Outside
OSM_node_9025952762,NY Jaya Homestay,Supporting Tourism Asset,Accommodation,Kelantan,Pasir Puteh,5.825794,102.400275,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,7784.7,7.78,Outside,044,Chabang Tongkat Water Catchment Forest,7784.7,7.78,Outside,470,Pulau Susu Dara Marine Park,28871.8,28.87,Outside
OSM_node_12322226170,Aina Homestay Tanah Merah,Supporting Tourism Asset,Accommodation,Kelantan,Tanah Merah,5.781475,102.116233,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,16595.8,16.6,Outside,044,Chabang Tongkat Water Catchment Forest,16595.8,16.6,Outside,470,Pulau Susu Dara Marine Park,59929.4,59.93,Outside
OSM_node_13728748902,DK Homestay,Supporting Tourism Asset,Accommodation,Kelantan,Tanah Merah,5.809693,102.037953,046,Jedok Water Catchment Forest,Forest Reserve,Land,10954.6,10.95,Outside,046,Jedok Water Catchment Forest,10954.6,10.95,Outside,470,Pulau Susu Dara Marine Park,67430.3,67.43,Outside
OSM_node_5470208624,Homestay,Supporting Tourism Asset,Accommodation,Kelantan,Tanah Merah,5.837065,101.908682,046,Jedok Water Catchment Forest,Forest Reserve,Land,6945.1,6.95,Outside,046,Jedok Water Catchment Forest,6945.1,6.95,Outside,470,Pulau Susu Dara Marine Park,80879.6,80.88,Outside
OSM_node_5470237622,Homestay,Supporting Tourism Asset,Accommodation,Kelantan,Tanah Merah,5.808348,102.01406,046,Jedok Water Catchment Forest,Forest Reserve,Land,9113.2,9.11,Outside,046,Jedok Water Catchment Forest,9113.2,9.11,Outside,470,Pulau Susu Dara Marine Park,70041.2,70.04,Outside
OSM_node_5452607421,Homestay Kak Ani,Supporting Tourism Asset,Accommodation,Kelantan,Tanah Merah,5.812496,102.070601,046,Jedok Water Catchment Forest,Forest Reserve,Land,13945.9,13.95,Outside,046,Jedok Water Catchment Forest,13945.9,13.95,Outside,470,Pulau Susu Dara Marine Park,63842.1,63.84,Outside
OSM_node_5470211131,Maz homestay,Supporting Tourism Asset,Accommodation,Kelantan,Tanah Merah,5.809822,101.985302,046,Jedok Water Catchment Forest,Forest Reserve,Land,6689.6,6.69,Outside,046,Jedok Water Catchment Forest,6689.6,6.69,Outside,470,Pulau Susu Dara Marine Park,73111.3,73.11,Outside
OSM_node_13724488601,Perumahan Cikgu Samad Batu 8,Supporting Tourism Asset,Accommodation,Kelantan,Tanah Merah,5.810031,102.035883,046,Jedok Water Catchment Forest,Forest Reserve,Land,10818.2,10.82,Outside,046,Jedok Water Catchment Forest,10818.2,10.82,Outside,470,Pulau Susu Dara Marine Park,67644.7,67.64,Outside
OSM_node_2259846426,Rumah Pengantin,Supporting Tourism Asset,Accommodation,Kelantan,Tanah Merah,5.827664,101.89563,046,Jedok Water Catchment Forest,Forest Reserve,Land,6684.4,6.68,Outside,046,Jedok Water Catchment Forest,6684.4,6.68,Outside,470,Pulau Susu Dara Marine Park,82478.7,82.48,Outside
OSM_node_4533254097,Rumah Tumpangan Harmoni,Supporting Tourism Asset,Accommodation,Kelantan,Tanah Merah,5.778217,102.144008,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,14027.9,14.03,Outside,044,Chabang Tongkat Water Catchment Forest,14027.9,14.03,Outside,470,Pulau Susu Dara Marine Park,57128.3,57.13,Outside
OSM_way_818098103,Bilik Tetamu Masjid al-Muhsinin,Supporting Tourism Asset,Accommodation,Kelantan,Tumpat,6.174985,102.214087,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,32170.3,32.17,Outside,044,Chabang Tongkat Water Catchment Forest,32170.3,32.17,Outside,470,Pulau Susu Dara Marine Park,51400.5,51.4,Outside
OSM_node_9681398378,D’Rindu Homestay,Supporting Tourism Asset,Accommodation,Kelantan,Tumpat,6.121298,102.209124,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,26435.1,26.44,Outside,044,Chabang Tongkat Water Catchment Forest,26435.1,26.44,Outside,470,Pulau Susu Dara Marine Park,49609.9,49.61,Outside
OSM_node_12070848461,Laila Homestay,Supporting Tourism Asset,Accommodation,Kelantan,Tumpat,6.143754,102.226212,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,28544.1,28.54,Outside,044,Chabang Tongkat Water Catchment Forest,28544.1,28.54,Outside,470,Pulau Susu Dara Marine Park,48752.1,48.75,Outside
OSM_node_8985416891,Seri Mahligai Guest House,Supporting Tourism Asset,Accommodation,Kelantan,Tumpat,6.120352,102.216449,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,26164.3,26.16,Outside,044,Chabang Tongkat Water Catchment Forest,26164.3,26.16,Outside,470,Pulau Susu Dara Marine Park,48811.6,48.81,Outside
OSM_way_819142526,Unnamed Guesthouse,Supporting Tourism Asset,Accommodation,Kelantan,Tumpat,6.17484,102.221983,044,Chabang Tongkat Water Catchment Forest,Forest Reserve,Land,32021.9,32.02,Outside,044,Chabang Tongkat Water Catchment Forest,32021.9,32.02,Outside,470,Pulau Susu Dara Marine Park,50607.9,50.61,Outside
OSM_node_4496933394,99 guesthouse,Supporting Tourism Asset,Accommodation,Melaka,Alor Gajah,2.344331,102.06845,051,Padang Kemunting Turtle Sanctuary,Wildlife Reserve,Land,3978.4,3.98,Outside,051,Padang Kemunting Turtle Sanctuary,3978.4,3.98,Outside,084,Tanjung Tuan 2 Fisheries Prohibited Areas,18402.3,18.4,Outside
OSM_way_493155479,Banglo Maybank PD,Supporting Tourism Asset,Accommodation,Melaka,Alor Gajah,2.41472,101.856572,054,Tanjung Tuan Fisheries Prohibited Areas,Marine Protected Area,Marine,103.9,0.1,Near,052,Tanjung Tuan Wildlife Reserve,211.0,0.21,Near,054,Tanjung Tuan Fisheries Prohibited Areas,103.9,0.1,Near
OSM_way_993569488,Beringin Lodge Home2stay,Supporting Tourism Asset,Accommodation,Melaka,Alor Gajah,2.348167,102.10074,051,Padang Kemunting Turtle Sanctuary,Wildlife Reserve,Land,5120.2,5.12,Outside,051,Padang Kemunting Turtle Sanctuary,5120.2,5.12,Outside,056,Nine Islands Wildlife Reserve,20565.4,20.57,Outside
OSM_node_6018794586,Dicky's leisure farm,Supporting Tourism Asset,Accommodation,Melaka,Alor Gajah,2.342446,102.183635,051,Padang Kemunting Turtle Sanctuary,Wildlife Reserve,Land,12531.3,12.53,Outside,051,Padang Kemunting Turtle Sanctuary,12531.3,12.53,Outside,056,Nine Islands Wildlife Reserve,16617.3,16.62,Outside
OSM_node_4850910600,Embok Village Guesthouse,Supporting Tourism Asset,Accommodation,Melaka,Alor Gajah,2.414121,101.858378,054,Tanjung Tuan Fisheries Prohibited Areas,Marine Protected Area,Marine,34.7,0.03,Near,052,Tanjung Tuan Wildlife Reserve,99.6,0.1,Near,054,Tanjung Tuan Fisheries Prohibited Areas,34.7,0.03,Near
OSM_node_6522454285,MY Pine Wood Homestay,Supporting Tourism Asset,Accommodation,Melaka,Alor Gajah,2.452158,102.238029,078,Tampin Education Forest,Forest Reserve,Land,3790.4,3.79,Outside,078,Tampin Education Forest,3790.4,3.79,Outside,056,Nine Islands Wildlife Reserve,28889.1,28.89,Outside
OSM_node_12050710657,The Luxurious 1256 @ Big Pool Villa,Supporting Tourism Asset,Accommodation,Melaka,Alor Gajah,2.434699,102.223163,078,Tampin Education Forest,Forest Reserve,Land,4983.1,4.98,Outside,078,Tampin Education Forest,4983.1,4.98,Outside,056,Nine Islands Wildlife Reserve,26787.4,26.79,Outside
OSM_node_10168663794,Unnamed Guesthouse,Supporting Tourism Asset,Accommodation,Melaka,Alor Gajah,2.391427,102.079315,051,Padang Kemunting Turtle Sanctuary,Wildlife Reserve,Land,9119.4,9.12,Outside,051,Padang Kemunting Turtle Sanctuary,9119.4,9.12,Outside,084,Tanjung Tuan 2 Fisheries Prohibited Areas,18410.5,18.41,Outside
OSM_relation_13053754,Utas Villa Perdana,Supporting Tourism Asset,Accommodation,Melaka,Alor Gajah,2.364584,102.211799,078,Tampin Education Forest,Forest Reserve,Land,12711.1,12.71,Outside,078,Tampin Education Forest,12711.1,12.71,Outside,056,Nine Islands Wildlife Reserve,18947.3,18.95,Outside
OSM_node_13624789701,AR Homestay,Supporting Tourism Asset,Accommodation,Melaka,Jasin,2.12999,102.447937,056,Nine Islands Wildlife Reserve,Wildlife Reserve,Marine,9824.1,9.82,Outside,013,Gunung Ledang National Park,24186.7,24.19,Outside,056,Nine Islands Wildlife Reserve,9824.1,9.82,Outside
OSM_way_967292342,Kesang Farm,Supporting Tourism Asset,Accommodation,Melaka,Jasin,2.325078,102.359634,055,Melaka City Bird Sanctury Area,Wildlife Reserve,Marine,18835.2,18.84,Outside,013,Gunung Ledang National Park,21945.0,21.95,Outside,055,Melaka City Bird Sanctury Area,18835.2,18.84,Outside
OSM_way_1553890384,Unnamed Guesthouse,Supporting Tourism Asset,Accommodation,Melaka,Jasin,2.168926,102.503152,056,Nine Islands Wildlife Reserve,Wildlife Reserve,Marine,16530.7,16.53,Outside,013,Gunung Ledang National Park,17475.0,17.48,Outside,056,Nine Islands Wildlife Reserve,16530.7,16.53,Outside
OSM_way_1553890385,Unnamed Guesthouse,Supporting Tourism Asset,Accommodation,Melaka,Jasin,2.168888,102.503154,056,Nine Islands Wildlife Reserve,Wildlife Reserve,Marine,16529.8,16.53,Outside,013,Gunung Ledang National Park,17478.7,17.48,Outside,056,Nine Islands Wildlife Reserve,16529.8,16.53,Outside
OSM_node_2891370137,1511,Supporting Tourism Asset,Accommodation,Melaka,Melaka Tengah,2.194038,102.244238,056,Nine Islands Wildlife Reserve,Wildlife Reserve,Marine,1688.5,1.69,Outside,051,Padang Kemunting Turtle Sanctuary,22577.4,22.58,Outside,056,Nine Islands Wildlife Reserve,1688.5,1.69,Outside
OSM_node_5573356021,168TKL homestay,Supporting Tourism Asset,Accommodation,Melaka,Melaka Tengah,2.198407,102.239879,056,Nine Islands Wildlife Reserve,Wildlife Reserve,Marine,2335.3,2.34,Outside,051,Padang Kemunting Turtle Sanctuary,21904.5,21.9,Outside,056,Nine Islands Wildlife Reserve,2335.3,2.34,Outside
OSM_way_1531067807,Apa Kaba Guesthouse,Supporting Tourism Asset,Accommodation,Melaka,Melaka Tengah,2.192947,102.254592,055,Melaka City Bird Sanctury Area,Wildlife Reserve,Marine,1390.2,1.39,Outside,051,Padang Kemunting Turtle Sanctuary,23607.2,23.61,Outside,055,Melaka City Bird Sanctury Area,1390.2,1.39,Outside
OSM_node_2908481991,Bala's Place,Supporting Tourism Asset,Accommodation,Melaka,Melaka Tengah,2.196771,102.24843,056,Nine Islands Wildlife Reserve,Wildlife Reserve,Marine,1875.3,1.88,Outside,051,Padang Kemunting Turtle Sanctuary,22800.7,22.8,Outside,056,Nine Islands Wildlife Reserve,1875.3,1.88,Outside
OSM_node_5693500621,Bali Dream Cottage,Supporting Tourism Asset,Accommodation,Melaka,Melaka Tengah,2.194313,102.251702,056,Nine Islands Wildlife Reserve,Wildlife Reserve,Marine,1603.1,1.6,Outside,051,Padang Kemunting Turtle Sanctuary,23254.6,23.25,Outside,056,Nine Islands Wildlife Reserve,1603.1,1.6,Outside
OSM_node_14067474660,CHCH by LEJU,Supporting Tourism Asset,Accommodation,Melaka,Melaka Tengah,2.196729,102.253447,055,Melaka City Bird Sanctury Area,Wildlife Reserve,Marine,1780.4,1.78,Outside,051,Padang Kemunting Turtle Sanctuary,23275.2,23.28,Outside,055,Melaka City Bird Sanctury Area,1780.4,1.78,Outside
OSM_node_1665462835,Casablanca Guesthouse,Supporting Tourism Asset,Accommodation,Melaka,Melaka Tengah,2.194459,102.245807,056,Nine Islands Wildlife Reserve,Wildlife Reserve,Marine,1675.9,1.68,Outside,051,Padang Kemunting Turtle Sanctuary,22696.6,22.7,Outside,056,Nine Islands Wildlife Reserve,1675.9,1.68,Outside
