asset_id,asset_name,category,state,district,lat,lon,nearest_road_name,nearest_road_ref,nearest_road_type,distance_to_road_m,distance_to_road_km,nearest_motorway_name,distance_to_motorway_km,nearest_trunk_name,distance_to_trunk_km,road_access_tier
OSM_node_7078919042,Dakota Falls,Waterfall,Kelantan,Gua Musang,5.21428,101.620652,Unnamed Primary (D29),D29,Primary,34037.3,34.037,Lebuhraya Utara–Selatan,85.667,Jalan Grik – Jeli (Lebuhraya Timur-Barat),42.678,Low Access
OSM_way_1275683082,Muzium Orang Asli,Museum,Kelantan,Jeli,5.695525,101.843371,Unnamed Primary (66),66,Primary,30.7,0.031,Lebuhraya Pantai Timur,135.822,Jalan Pasir Putih – Machang – Jeli,1.131,Direct Access
OSM_node_10187707417,Kebun Sayur,Attraction,Kelantan,Kecil Lojing,4.622793,101.399919,Lebuhraya Timur-Barat Kedua,185,Primary,4038.6,4.039,Lebuhraya Utara–Selatan,28.604,Unnamed Trunk (1),30.802,Low Access
OSM_node_6464194385,Rafflesia - you need to ask locals where to find it because by yourself it's almost impossible,Attraction,Kelantan,Kecil Lojing,4.651149,101.494085,Lebuhraya Timur-Barat Kedua,185,Primary,1366.6,1.367,Lebuhraya Utara–Selatan,39.409,Unnamed Trunk (1),41.437,Limited Access
OSM_node_10187707459,Yong Belar Trailhead (Lojing),Attraction,Kelantan,Kecil Lojing,4.59727,101.433669,Lebuhraya Timur-Barat Kedua,185,Primary,21.4,0.021,Lebuhraya Utara–Selatan,31.871,Unnamed Trunk (1),32.777,Direct Access
OSM_node_10187673513,False Summit,Viewpoint,Kelantan,Kecil Lojing,4.631265,101.38763,Jalan Simpang Pulai Blue Valley,185,Primary,5289.5,5.29,Lebuhraya Utara–Selatan,27.393,Jalan Kuala Kangsar,30.016,Low Access
OSM_node_10187673514,False Summit,Viewpoint,Kelantan,Kecil Lojing,4.629615,101.39087,Jalan Simpang Pulai Blue Valley,185,Primary,5091.6,5.092,Lebuhraya Utara–Selatan,27.718,Unnamed Trunk (1),30.372,Low Access
OSM_node_10186489135,Pelaur Waterfall,Waterfall,Kelantan,Kecil Lojing,4.634805,101.383231,Jalan Simpang Pulai Blue Valley,185,Primary,5587.1,5.587,Lebuhraya Utara–Selatan,26.981,Jalan Kuala Kangsar,29.47,Low Access
OSM_node_1725644850,Unnamed Waterfall,Waterfall,Kelantan,Kecil Lojing,4.59794,101.448112,Lebuhraya Timur-Barat Kedua,185,Primary,46.6,0.047,Lebuhraya Utara–Selatan,33.362,Unnamed Trunk (1),34.273,Direct Access
OSM_node_3274973516,Unnamed Waterfall,Waterfall,Kelantan,Kecil Lojing,4.603119,101.601687,Lebuhraya Timur-Barat Kedua,185,Primary,10219.8,10.22,Lebuhraya Utara–Selatan,48.532,Jalan Central Spine,43.092,Low Access
OSM_node_11338901042,Unnamed Waterfall,Waterfall,Kelantan,Kecil Lojing,4.594474,101.442154,Lebuhraya Timur-Barat Kedua,185,Primary,98.8,0.099,Lebuhraya Utara–Selatan,32.602,Unnamed Trunk (1),33.514,Direct Access
OSM_node_13158558684,Unnamed Waterfall,Waterfall,Kelantan,Kecil Lojing,4.811217,101.571783,Lebuhraya Timur-Barat Kedua,185,Primary,10029.2,10.029,Lebuhraya Utara–Selatan,53.222,Unnamed Trunk (8),43.281,Low Access
OSM_node_13159814255,Unnamed Waterfall,Waterfall,Kelantan,Kecil Lojing,4.60264,101.597043,Lebuhraya Timur-Barat Kedua,185,Primary,9962.0,9.962,Lebuhraya Utara–Selatan,48.067,Jalan Central Spine,43.599,Low Access
OSM_node_11703282769,Ar Rahman Mosque,Attraction,Kelantan,Kota Bharu,6.159121,102.332232,Jalan Raja Perempuan Zainab II,131,Primary,3961.4,3.961,Lebuhraya Pantai Timur,118.89,Jalan Sultan Yahya Petra,9.743,Low Access
OSM_node_13518302640,Big mural,Attraction,Kelantan,Kota Bharu,6.128449,102.241229,Unnamed Primary,,Primary,138.4,0.138,Lebuhraya Pantai Timur,123.059,Jambatan Sultan Yahya Petra,1.244,Very Close
OSM_node_13518302639,Big sanddune,Attraction,Kelantan,Kota Bharu,6.217377,102.239589,Jalan Kota Bharu - Pengkalan Chepa,57,Primary,7049.7,7.05,Lebuhraya Pantai Timur,130.439,Jambatan Sultan Yahya Petra,11.101,Low Access
OSM_node_5148647821,Chinatown,Attraction,Kelantan,Kota Bharu,6.131131,102.243362,Jalan Tok Guru,57,Primary,395.0,0.395,Lebuhraya Pantai Timur,123.109,Jambatan Sultan Yahya Petra,1.534,Very Close
OSM_node_4299347590,Dewab Sri Rambai,Attraction,Kelantan,Kota Bharu,6.118373,102.261257,Jalan Long Yunus,,Primary,534.8,0.535,Lebuhraya Pantai Timur,120.719,Jalan Sultan Yahya Petra,1.21,Good Access
OSM_way_176418179,Gelanggang Seni,Attraction,Kelantan,Kota Bharu,6.122414,102.240924,Jalan Tok Guru,57,Primary,584.5,0.585,Lebuhraya Pantai Timur,122.603,Jambatan Sultan Yahya Petra,0.592,Good Access
OSM_way_965299762,Pintu Gerbang Kota Sultan Ismail Petra,Attraction,Kelantan,Kota Bharu,6.131152,102.236742,Unnamed Primary,,Primary,715.3,0.715,Lebuhraya Pantai Timur,123.62,Jambatan Sultan Yahya Petra,1.599,Good Access
OSM_node_254074446,Pantai Cahaya Bulan,Beach,Kelantan,Kota Bharu,6.193524,102.279373,Jalan Kota Bharu - Pengkalan Chepa,57,Primary,2619.3,2.619,Lebuhraya Pantai Timur,125.565,Jalan Sultan Yahya Petra,9.289,Low Access
OSM_node_11563453481,Pantai Kuda,Beach,Kelantan,Kota Bharu,6.216953,102.231615,Jalan Kota Bharu - Pengkalan Chepa,57,Primary,7626.9,7.627,Lebuhraya Pantai Timur,130.986,Bulatan Pasir Pekan,10.928,Low Access
OSM_relation_13088919,Pantai Kundur,Beach,Kelantan,Kota Bharu,6.198911,102.267281,Jalan Kota Bharu - Pengkalan Chepa,57,Primary,3606.6,3.607,Lebuhraya Pantai Timur,126.888,Unnamed Trunk,9.43,Low Access
OSM_relation_13089270,Pantai Mek Mas,Beach,Kelantan,Kota Bharu,6.210684,102.249638,Jalan Kota Bharu - Pengkalan Chepa,57,Primary,5769.6,5.77,Lebuhraya Pantai Timur,129.15,Jambatan Sultan Yahya Petra,10.383,Low Access
OSM_way_672524292,Unnamed Beach,Beach,Kelantan,Kota Bharu,6.19161,102.286434,Jalan Kota Bharu - Pengkalan Chepa,57,Primary,2319.8,2.32,Lebuhraya Pantai Timur,124.898,Jalan Sultan Yahya Petra,9.43,Low Access
OSM_node_8917647220,Balai Seni Lukis Kelantan,Gallery,Kelantan,Kota Bharu,6.124348,102.238195,Unnamed Primary,,Primary,564.3,0.564,Lebuhraya Pantai Timur,122.967,Jambatan Sultan Yahya Petra,0.841,Good Access
OSM_node_12652714923,Padang Bas Kota Bharu,Historic Site,Kelantan,Kota Bharu,6.128827,102.239715,Unnamed Primary,,Primary,300.6,0.301,Lebuhraya Pantai Timur,123.206,Jambatan Sultan Yahya Petra,1.314,Very Close
OSM_way_157569300,Istana Balai Besar,Historic Site (Castle),Kelantan,Kota Bharu,6.131086,102.237983,Unnamed Primary,,Primary,601.0,0.601,Lebuhraya Pantai Timur,123.519,Jambatan Sultan Yahya Petra,1.588,Good Access
OSM_way_489264811,Istana Batu,Historic Site (Castle),Kelantan,Kota Bharu,6.132116,102.237319,Unnamed Primary,,Primary,731.9,0.732,Lebuhraya Pantai Timur,123.652,Jambatan Sultan Yahya Petra,1.703,Good Access
OSM_way_157569287,Istana Jahar,Historic Site (Castle),Kelantan,Kota Bharu,6.131523,102.237128,Unnamed Primary,,Primary,704.9,0.705,Lebuhraya Pantai Timur,123.619,Jambatan Sultan Yahya Petra,1.638,Good Access
OSM_way_1371213388,Istana Kota Lama,Historic Site (Castle),Kelantan,Kota Bharu,6.120564,102.234395,Jambatan Sultan Yahya Petra,,Trunk,521.0,0.521,Lebuhraya Pantai Timur,122.962,Jambatan Sultan Yahya Petra,0.521,Good Access
OSM_node_4300677694,Istana Mahkota,Historic Site (Castle),Kelantan,Kota Bharu,6.090672,102.271011,Jalan Sultan Yahya Petra,3,Trunk,426.9,0.427,Lebuhraya Pantai Timur,117.761,Jalan Sultan Yahya Petra,0.427,Very Close
OSM_node_4303818793,Istana Negeri,Historic Site (Castle),Kelantan,Kota Bharu,6.08306,102.278957,Jalan Kota Bharu – Kuala Terengganu,3,Trunk,183.6,0.184,Lebuhraya Pantai Timur,116.544,Jalan Kota Bharu – Kuala Terengganu,0.184,Very Close
OSM_way_1372150853,Istana Telipot,Historic Site (Castle),Kelantan,Kota Bharu,6.109194,102.246205,Jalan Tuan Guru Nik Abdul Aziz,8,Primary,506.3,0.506,Lebuhraya Pantai Timur,121.148,Jalan Sultan Yahya Petra,0.635,Good Access
OSM_node_8929779503,Tugu Peringatan Perang Dunia Pertama,Historic Site (Memorial),Kelantan,Kota Bharu,6.131218,102.236362,Unnamed Primary,,Primary,754.6,0.755,Lebuhraya Pantai Timur,123.654,Jambatan Sultan Yahya Petra,1.61,Good Access
OSM_node_8931502103,Unnamed Historic Site (Memorial),Historic Site (Memorial),Kelantan,Kota Bharu,6.164383,102.280605,Jalan Kota Bharu - Pengkalan Chepa,57,Primary,38.7,0.039,Lebuhraya Pantai Timur,123.033,Jalan Sultan Yahya Petra,6.506,Direct Access
OSM_node_4561190691,Kubur Lama Taman Sabariah,Historic Site (Monument),Kelantan,Kota Bharu,6.149945,102.264131,Jalan Tok Guru,57,Primary,468.1,0.468,Lebuhraya Pantai Timur,123.058,Jalan Sultan Yahya Petra,4.189,Very Close
OSM_node_4561671002,Kubur Lama Taman Sabariah,Historic Site (Monument),Kelantan,Kota Bharu,6.149922,102.264158,Jalan Tok Guru,57,Primary,464.6,0.465,Lebuhraya Pantai Timur,123.054,Jalan Sultan Yahya Petra,4.188,Very Close
OSM_node_12696226535,Laman Pendaratan Jepun 1941 Kuala Pak Amat,Historic Site (Monument),Kelantan,Kota Bharu,6.181922,102.304899,Jalan Kota Bharu - Pengkalan Chepa,57,Primary,1722.9,1.723,Lebuhraya Pantai Timur,122.764,Jalan Sultan Yahya Petra,9.702,Limited Access
OSM_node_12685014455,Unnamed Historic Site (Monument),Historic Site (Monument),Kelantan,Kota Bharu,6.125485,102.239756,Unnamed Primary,,Primary,350.8,0.351,Lebuhraya Pantai Timur,122.937,Jambatan Sultan Yahya Petra,0.955,Very Close
OSM_node_12697268426,Unnamed Historic Site (Monument),Historic Site (Monument),Kelantan,Kota Bharu,6.111765,102.240617,Jalan Tuan Guru Nik Abdul Aziz,8,Primary,133.7,0.134,Lebuhraya Pantai Timur,121.785,Jambatan Sultan Yahya Petra,0.533,Very Close
OSM_way_1365020338,Memorial Peperangan Dunia Kedua di Kelantan,Museum,Kelantan,Kota Bharu,6.132038,102.235636,Unnamed Primary,,Primary,871.7,0.872,Lebuhraya Pantai Timur,123.775,Jambatan Sultan Yahya Petra,1.708,Good Access
OSM_way_1365332357,Muzium Adat Istiadat Diraja Kelantan,Museum,Kelantan,Kota Bharu,6.131497,102.237146,Unnamed Primary,,Primary,701.5,0.702,Lebuhraya Pantai Timur,123.616,Jambatan Sultan Yahya Petra,1.635,Good Access
OSM_way_1365060973,Muzium Diraja,Museum,Kelantan,Kota Bharu,6.132156,102.237356,Unnamed Primary,,Primary,732.0,0.732,Lebuhraya Pantai Timur,123.652,Jambatan Sultan Yahya Petra,1.707,Good Access
OSM_way_489264815,Muzium Islam,Museum,Kelantan,Kota Bharu,6.131946,102.236117,Unnamed Primary,,Primary,822.3,0.822,Lebuhraya Pantai Timur,123.731,Jambatan Sultan Yahya Petra,1.692,Good Access
OSM_way_175010445,Muzium Kelantan,Museum,Kelantan,Kota Bharu,6.12492,102.238285,Unnamed Primary,,Primary,518.0,0.518,Lebuhraya Pantai Timur,123.006,Jambatan Sultan Yahya Petra,0.905,Good Access
OSM_relation_18889861,Taman Indera Putra,Theme Park,Kelantan,Kota Bharu,6.112272,102.241319,Jalan Tuan Guru Nik Abdul Aziz,8,Primary,65.1,0.065,Lebuhraya Pantai Timur,121.77,Jambatan Sultan Yahya Petra,0.489,Direct Access
OSM_node_1697910873,River View Point,Viewpoint,Kelantan,Kota Bharu,6.132056,102.234258,Unnamed Primary,,Primary,1002.1,1.002,Lebuhraya Pantai Timur,123.883,Jambatan Sultan Yahya Petra,1.735,Limited Access
OSM_way_1097301872,Taman Air Splash,Water Park,Kelantan,Kota Bharu,6.112073,102.241416,Jalan Tuan Guru Nik Abdul Aziz,8,Primary,51.1,0.051,Lebuhraya Pantai Timur,121.747,Jambatan Sultan Yahya Petra,0.512,Direct Access
OSM_node_14097006622,Dataran Taman Tasik Krai,Attraction,Kelantan,Kuala Krai,5.537335,102.19844,Jalan Kota Bharu – Gua Musang,8,Trunk,747.8,0.748,Lebuhraya Pantai Timur,93.194,Jalan Kota Bharu – Gua Musang,0.748,Good Access
OSM_way_1549923751,Tangga Bradley,Attraction,Kelantan,Kuala Krai,5.530906,102.196366,Jalan Kota Bharu – Gua Musang,,Trunk,1427.3,1.427,Lebuhraya Pantai Timur,93.244,Jalan Kota Bharu – Gua Musang,1.427,Limited Access
OSM_node_6581626285,Wat Arokhayawarawasa Malaysia,Attraction,Kelantan,Kuala Krai,5.61166,102.164325,Jalan Kota Bharu – Gua Musang,8,Trunk,2987.3,2.987,Lebuhraya Pantai Timur,99.132,Jalan Kota Bharu – Gua Musang,2.987,Low Access
OSM_node_4659853489,ferry base,Attraction,Kelantan,Kuala Krai,5.612729,102.144778,Jalan Kota Bharu – Gua Musang,8,Trunk,5148.0,5.148,Lebuhraya Pantai Timur,101.226,Jalan Kota Bharu – Gua Musang,5.148,Low Access
OSM_node_13306175002,Gunung Stong,Viewpoint,Kelantan,Kuala Krai,5.341274,101.980576,Unnamed Primary (D29),D29,Primary,218.5,0.218,Lebuhraya Pantai Timur,114.409,Jalan Kota Bharu – Gua Musang,29.357,Very Close
OSM_node_2441509465,Air Terjun Batu Banir,Waterfall,Kelantan,Kuala Krai,5.321725,101.933712,Unnamed Primary (D29),D29,Primary,5846.9,5.847,Lebuhraya Utara–Selatan,118.862,Jalan Kota Bharu – Gua Musang,34.763,Low Access
OSM_node_2441507571,Air Terjun Jelawang,Waterfall,Kelantan,Kuala Krai,5.340891,101.968408,Unnamed Primary (D29),D29,Primary,1534.9,1.535,Lebuhraya Pantai Timur,115.748,Jalan Kota Bharu – Gua Musang,30.689,Limited Access
OSM_node_12207361587,Air Terjun Padang Ragut,Waterfall,Kelantan,Kuala Krai,5.314764,101.932711,Unnamed Primary (D29),D29,Primary,6221.9,6.222,Lebuhraya Utara–Selatan,118.262,Jalan Kota Bharu – Gua Musang,34.671,Low Access
OSM_node_13426915086,Lata Rek,Waterfall,Kelantan,Kuala Krai,5.311008,102.299414,Jalan Kota Bharu – Gua Musang,8,Trunk,2107.2,2.107,Lebuhraya Pantai Timur,78.909,Jalan Kota Bharu – Gua Musang,2.107,Low Access
OSM_node_2441510212,Unnamed Waterfall,Waterfall,Kelantan,Kuala Krai,5.341327,101.965927,Unnamed Primary (D29),D29,Primary,1802.8,1.803,Lebuhraya Pantai Timur,116.026,Jalan Kota Bharu – Gua Musang,30.949,Limited Access
OSM_node_12207361582,Unnamed Waterfall,Waterfall,Kelantan,Kuala Krai,5.320007,101.931878,Unnamed Primary (D29),D29,Primary,6109.5,6.109,Lebuhraya Utara–Selatan,118.583,Jalan Kota Bharu – Gua Musang,34.909,Low Access
OSM_node_12207361588,Unnamed Waterfall,Waterfall,Kelantan,Kuala Krai,5.314979,101.932995,Unnamed Primary (D29),D29,Primary,6198.3,6.198,Lebuhraya Utara–Selatan,118.302,Jalan Kota Bharu – Gua Musang,34.647,Low Access
OSM_node_14127819729,Unnamed Viewpoint,Viewpoint,Kelantan,Machang,5.710646,102.223734,Jalan Kota Bharu – Gua Musang,8,Trunk,1369.2,1.369,Lebuhraya Pantai Timur,97.135,Jalan Kota Bharu – Gua Musang,1.369,Limited Access
OSM_node_11703282770,Masjid Al Hanan,Attraction,Kelantan,Pasir Mas,6.067672,102.203837,Jalan Kota Bharu - Pasir Mas,3,Trunk,237.5,0.237,Lebuhraya Pantai Timur,121.339,Jalan Kota Bharu - Pasir Mas,0.237,Very Close
OSM_node_5170645121,"Pengkalan Haram Ikan Kering, Pasir Mas",Attraction,Kelantan,Pasir Mas,6.115233,102.075025,Lorong Hat Soud,134,Primary,8555.0,8.555,Lebuhraya Pantai Timur,135.546,Jalan Tengku Ahmad,10.972,Low Access
OSM_node_5170645221,"Pengkalan Haram Ke Mundok, Pasir Mas",Attraction,Kelantan,Pasir Mas,6.071113,102.037869,Unnamed Trunk (3),3,Trunk,8048.1,8.048,Lebuhraya Pantai Timur,135.716,Unnamed Trunk (3),8.048,Low Access
OSM_node_11817669497,Unnamed Viewpoint,Viewpoint,Kelantan,Pasir Mas,5.891706,102.174284,Jalan Pasir Mas - Tanah Merah,129,Primary,694.0,0.694,Lebuhraya Pantai Timur,111.875,Jalan Pasir Putih – Machang – Jeli,12.773,Good Access
OSM_node_11817669498,Unnamed Viewpoint,Viewpoint,Kelantan,Pasir Mas,5.893487,102.175758,Jalan Pasir Mas - Tanah Merah,129,Primary,674.2,0.674,Lebuhraya Pantai Timur,111.849,Jalan Pasir Putih – Machang – Jeli,12.941,Good Access
OSM_node_11817553316,Unnamed Waterfall,Waterfall,Kelantan,Pasir Mas,5.891565,102.171766,Jalan Pasir Mas - Tanah Merah,129,Primary,928.1,0.928,Lebuhraya Pantai Timur,112.098,Jalan Pasir Putih – Machang – Jeli,12.808,Good Access
OSM_way_1120514016,Air Terjun Jeram Linang,Attraction,Kelantan,Pasir Puteh,5.743009,102.373666,Jalan Pasir Putih – Machang – Jeli,4,Trunk,2405.6,2.406,Lebuhraya Pantai Timur,84.38,Jalan Pasir Putih – Machang – Jeli,2.406,Low Access
OSM_node_8963642273,Zon Hasil Tani,Attraction,Kelantan,Pasir Puteh,5.898292,102.475952,Jalan Persisiran Pantai Kelantan,189,Primary,12.2,0.012,Lebuhraya Pantai Timur,86.678,Jalan Kota Bharu – Kuala Terengganu,10.214,Direct Access
OSM_node_8963578342,Zon Ikan Bakar,Attraction,Kelantan,Pasir Puteh,5.884487,102.486547,Jalan Persisiran Pantai Kelantan,189,Primary,12.8,0.013,Lebuhraya Pantai Timur,84.761,Jalan Kota Bharu – Kuala Terengganu,10.13,Direct Access
OSM_node_8974246439,Zon Makanan Hasil Laut,Attraction,Kelantan,Pasir Puteh,5.850922,102.523982,Jalan Persisiran Pantai Kelantan,189,Primary,15.5,0.015,Lebuhraya Pantai Timur,79.212,Jalan Kota Bharu – Kuala Terengganu,12.646,Direct Access
OSM_node_8963578346,Zon Nasi Dagang,Attraction,Kelantan,Pasir Puteh,5.874682,102.493992,Jalan Persisiran Pantai Kelantan,189,Primary,13.6,0.014,Lebuhraya Pantai Timur,83.406,Jalan Kota Bharu – Kuala Terengganu,10.283,Direct Access
OSM_node_10262705618,Zon Nasi Ulam,Attraction,Kelantan,Pasir Puteh,5.755663,102.432444,Jalan Kota Bharu – Kuala Terengganu,3,Trunk,11.1,0.011,Lebuhraya Pantai Timur,79.81,Jalan Kota Bharu – Kuala Terengganu,0.011,Direct Access
OSM_node_8246608374,Pantai Bisikan Bayu,Beach,Kelantan,Pasir Puteh,5.864754,102.514398,Jalan Persisiran Pantai Kelantan,189,Primary,229.8,0.23,Lebuhraya Pantai Timur,81.056,Jalan Kota Bharu – Kuala Terengganu,11.969,Very Close
OSM_relation_13039171,Pantai Tok Bali,Beach,Kelantan,Pasir Puteh,5.907117,102.476698,Jalan Persisiran Pantai Kelantan,189,Primary,586.6,0.587,Lebuhraya Pantai Timur,87.335,Jalan Kota Bharu – Kuala Terengganu,10.987,Good Access
OSM_relation_13049275,Unnamed Beach,Beach,Kelantan,Pasir Puteh,5.868018,102.51333,Jalan Persisiran Pantai Kelantan,189,Primary,538.5,0.538,Lebuhraya Pantai Timur,81.401,Jalan Kota Bharu – Kuala Terengganu,11.97,Good Access
OSM_node_10248441280,Jeram Linang,Waterfall,Kelantan,Pasir Puteh,5.742781,102.374047,Jalan Pasir Putih – Machang – Jeli,4,Trunk,2440.8,2.441,Lebuhraya Pantai Timur,84.33,Jalan Pasir Putih – Machang – Jeli,2.441,Low Access
OSM_node_5470418124,Jeram Pasu,Waterfall,Kelantan,Pasir Puteh,5.793955,102.33718,Jalan Pasir Putih – Machang – Jeli,4,Trunk,3516.7,3.517,Lebuhraya Pantai Timur,90.87,Jalan Pasir Putih – Machang – Jeli,3.517,Low Access
OSM_node_7814120085,Home 1,Historic Site (Castle),Kelantan,Tanah Merah,5.816497,102.112574,Jalan Pasir Putih – Machang – Jeli,4,Trunk,2813.9,2.814,Lebuhraya Pantai Timur,113.432,Jalan Pasir Putih – Machang – Jeli,2.814,Low Access
OSM_node_5150924725,Jeti Feri JKR Keluar Masuk Sempadan,Attraction,Kelantan,Tumpat,6.232533,102.090138,Unnamed Primary,,Primary,8.9,0.009,Lebuhraya Pantai Timur,143.025,Bulatan Pasir Pekan,18.692,Direct Access
OSM_node_5147917923,Jeti Lembaga Kemajuan Ikan Malaysia (LKIM) Pangkalan Kubor,Attraction,Kelantan,Tumpat,6.233559,102.091477,Unnamed Primary,,Primary,193.6,0.194,Lebuhraya Pantai Timur,142.999,Bulatan Pasir Pekan,18.659,Very Close
OSM_node_5215223421,Pantai Geting,Attraction,Kelantan,Tumpat,6.224788,102.11678,Jalan Pengkalan Kubor,134,Primary,1148.4,1.148,Lebuhraya Pantai Timur,140.325,Bulatan Pasir Pekan,15.984,Limited Access
OSM_node_4461262389,Pantai Sri Tujuh,Attraction,Kelantan,Tumpat,6.192673,102.174473,Jalan Kota Bharu - Pengkalan Kubor,134,Primary,4253.2,4.253,Lebuhraya Pantai Timur,133.309,Bulatan Pasir Pekan,9.29,Low Access
OSM_node_5174047922,"Pengkalan Haram MARA, Pangkalan Kubor",Attraction,Kelantan,Tumpat,6.233515,102.094377,Jalan Pengkalan Kubor,134,Primary,377.4,0.377,Lebuhraya Pantai Timur,142.767,Bulatan Pasir Pekan,18.421,Very Close
OSM_node_5174103221,"Pengkalan Haram Maksu Mek, Pangkalan Kubor",Attraction,Kelantan,Tumpat,6.233167,102.094705,Jalan Pengkalan Kubor,134,Primary,373.2,0.373,Lebuhraya Pantai Timur,142.714,Bulatan Pasir Pekan,18.368,Very Close
OSM_node_5147918025,Perumahan Jubakar Pantai,Attraction,Kelantan,Tumpat,6.205972,102.149298,Unnamed Primary (134),134,Primary,4142.5,4.143,Lebuhraya Pantai Timur,136.31,Bulatan Pasir Pekan,12.062,Low Access
OSM_node_5147917924,Perumahan Kastam Pangkalan Kubor,Attraction,Kelantan,Tumpat,6.227504,102.095733,Jalan Pengkalan Kubor,134,Primary,17.3,0.017,Lebuhraya Pantai Timur,142.193,Bulatan Pasir Pekan,17.86,Direct Access
OSM_node_5132237622,"Pusat Sumber Maklumat JPS Tengku Anis, Pulau Tengkorak",Attraction,Kelantan,Tumpat,6.24124,102.091885,Unnamed Primary,,Primary,987.4,0.987,Lebuhraya Pantai Timur,143.564,Bulatan Pasir Pekan,19.213,Good Access
OSM_way_1497176725,Wat Sukhontharam,Attraction,Kelantan,Tumpat,6.17013,102.135665,Unnamed Primary (134),134,Primary,84.9,0.085,Lebuhraya Pantai Timur,134.599,Bulatan Pasir Pekan,10.473,Direct Access
OSM_way_533661749,Unnamed Beach,Beach,Kelantan,Tumpat,6.233225,102.109415,Jalan Pengkalan Kubor,134,Primary,1464.0,1.464,Lebuhraya Pantai Timur,141.562,Bulatan Pasir Pekan,17.224,Limited Access
OSM_node_5147918026,Jeti Pendaratan Askar Jepun Perang Dunia Ke-2,Historic Site,Kelantan,Tumpat,6.207225,102.148802,Unnamed Primary (134),134,Primary,4207.2,4.207,Lebuhraya Pantai Timur,136.448,Bulatan Pasir Pekan,12.206,Low Access
OSM_node_5147854722,Kubu Pertahanan Askar British Perang Dunia Ke-2,Historic Site,Kelantan,Tumpat,6.203591,102.149516,Unnamed Primary (134),134,Primary,3926.2,3.926,Lebuhraya Pantai Timur,136.106,Bulatan Pasir Pekan,11.839,Low Access
OSM_way_1488971757,Rumah Api Tumpat,Historic Site,Kelantan,Tumpat,6.200547,102.167099,Jalan Kota Bharu - Pengkalan Kubor,134,Primary,4468.3,4.468,Lebuhraya Pantai Timur,134.503,Bulatan Pasir Pekan,10.455,Low Access
OSM_node_9903084707,Unnamed Historic Site (Monument),Historic Site (Monument),Kelantan,Tumpat,6.2183,102.126719,Lorong Hat Soud,134,Primary,1731.1,1.731,Lebuhraya Pantai Timur,139.039,Bulatan Pasir Pekan,14.711,Limited Access
OSM_way_1450687254,Unnamed Historic Site (Tomb),Historic Site (Tomb),Kelantan,Tumpat,6.175351,102.201147,Jalan Kota Bharu - Pengkalan Kubor,134,Primary,5246.2,5.246,Lebuhraya Pantai Timur,129.878,Bulatan Pasir Pekan,6.38,Low Access
OSM_way_1450687255,Unnamed Historic Site (Tomb),Historic Site (Tomb),Kelantan,Tumpat,6.175391,102.201147,Jalan Kota Bharu - Pengkalan Kubor,134,Primary,5248.9,5.249,Lebuhraya Pantai Timur,129.881,Bulatan Pasir Pekan,6.385,Low Access
OSM_way_1450687256,Unnamed Historic Site (Tomb),Historic Site (Tomb),Kelantan,Tumpat,6.175428,102.201139,Jalan Kota Bharu - Pengkalan Kubor,134,Primary,5250.8,5.251,Lebuhraya Pantai Timur,129.884,Bulatan Pasir Pekan,6.389,Low Access
OSM_way_1450687257,Unnamed Historic Site (Tomb),Historic Site (Tomb),Kelantan,Tumpat,6.175287,102.200908,Jalan Kota Bharu - Pengkalan Kubor,134,Primary,5221.0,5.221,Lebuhraya Pantai Timur,129.891,Bulatan Pasir Pekan,6.38,Low Access
OSM_way_1450687258,Unnamed Historic Site (Tomb),Historic Site (Tomb),Kelantan,Tumpat,6.175305,102.200943,Jalan Kota Bharu - Pengkalan Kubor,134,Primary,5225.3,5.225,Lebuhraya Pantai Timur,129.89,Bulatan Pasir Pekan,6.381,Low Access
OSM_way_1450687259,Unnamed Historic Site (Tomb),Historic Site (Tomb),Kelantan,Tumpat,6.175311,102.20098,Jalan Kota Bharu - Pengkalan Kubor,134,Primary,5228.9,5.229,Lebuhraya Pantai Timur,129.887,Bulatan Pasir Pekan,6.381,Low Access
OSM_way_1450687260,Unnamed Historic Site (Tomb),Historic Site (Tomb),Kelantan,Tumpat,6.175316,102.201013,Jalan Kota Bharu - Pengkalan Kubor,134,Primary,5232.1,5.232,Lebuhraya Pantai Timur,129.885,Bulatan Pasir Pekan,6.38,Low Access
OSM_way_1450687261,Unnamed Historic Site (Tomb),Historic Site (Tomb),Kelantan,Tumpat,6.17528,102.200868,Jalan Kota Bharu - Pengkalan Kubor,134,Primary,5217.1,5.217,Lebuhraya Pantai Timur,129.893,Bulatan Pasir Pekan,6.381,Low Access
OSM_way_1450687262,Unnamed Historic Site (Tomb),Historic Site (Tomb),Kelantan,Tumpat,6.175283,102.200834,Jalan Kota Bharu - Pengkalan Kubor,134,Primary,5214.4,5.214,Lebuhraya Pantai Timur,129.896,Bulatan Pasir Pekan,6.382,Low Access
OSM_way_1450687263,Unnamed Historic Site (Tomb),Historic Site (Tomb),Kelantan,Tumpat,6.175291,102.200802,Jalan Kota Bharu - Pengkalan Kubor,134,Primary,5212.1,5.212,Lebuhraya Pantai Timur,129.899,Bulatan Pasir Pekan,6.384,Low Access
