beds,date,type,state,district
0,2020-01-01,special_medical_institution,Negeri Sembilan,Seremban
0,2021-01-01,special_medical_institution,Negeri Sembilan,Seremban
0,2022-01-01,special_medical_institution,Negeri Sembilan,Seremban
144,2015-01-01,all,Negeri Sembilan,Tampin
144,2016-01-01,all,Negeri Sembilan,Tampin
146,2017-01-01,all,Negeri Sembilan,Tampin
144,2018-01-01,all,Negeri Sembilan,Tampin
141,2019-01-01,all,Negeri Sembilan,Tampin
144,2020-01-01,all,Negeri Sembilan,Tampin
144,2021-01-01,all,Negeri Sembilan,Tampin
144,2022-01-01,all,Negeri Sembilan,Tampin
108,2015-01-01,hospital_moh,Negeri Sembilan,Tampin
108,2016-01-01,hospital_moh,Negeri Sembilan,Tampin
110,2017-01-01,hospital_moh,Negeri Sembilan,Tampin
108,2018-01-01,hospital_moh,Negeri Sembilan,Tampin
105,2019-01-01,hospital_moh,Negeri Sembilan,Tampin
108,2020-01-01,hospital_moh,Negeri Sembilan,Tampin
108,2021-01-01,hospital_moh,Negeri Sembilan,Tampin
108,2022-01-01,hospital_moh,Negeri Sembilan,Tampin
36,2015-01-01,hospital_non_moh,Negeri Sembilan,Tampin
36,2016-01-01,hospital_non_moh,Negeri Sembilan,Tampin
36,2017-01-01,hospital_non_moh,Negeri Sembilan,Tampin
36,2018-01-01,hospital_non_moh,Negeri Sembilan,Tampin
36,2019-01-01,hospital_non_moh,Negeri Sembilan,Tampin
36,2020-01-01,hospital_non_moh,Negeri Sembilan,Tampin
36,2021-01-01,hospital_non_moh,Negeri Sembilan,Tampin
36,2022-01-01,hospital_non_moh,Negeri Sembilan,Tampin
0,2015-01-01,special_medical_institution,Negeri Sembilan,Tampin
0,2016-01-01,special_medical_institution,Negeri Sembilan,Tampin
0,2017-01-01,special_medical_institution,Negeri Sembilan,Tampin
0,2018-01-01,special_medical_institution,Negeri Sembilan,Tampin
0,2019-01-01,special_medical_institution,Negeri Sembilan,Tampin
0,2020-01-01,special_medical_institution,Negeri Sembilan,Tampin
0,2021-01-01,special_medical_institution,Negeri Sembilan,Tampin
0,2022-01-01,special_medical_institution,Negeri Sembilan,Tampin
2158,2015-01-01,all,Pahang,All Districts
2316,2016-01-01,all,Pahang,All Districts
2391,2017-01-01,all,Pahang,All Districts
2646,2018-01-01,all,Pahang,All Districts
2581,2019-01-01,all,Pahang,All Districts
2646,2020-01-01,all,Pahang,All Districts
2611,2021-01-01,all,Pahang,All Districts
2681,2022-01-01,all,Pahang,All Districts
2158,2015-01-01,hospital_moh,Pahang,All Districts
2316,2016-01-01,hospital_moh,Pahang,All Districts
2312,2017-01-01,hospital_moh,Pahang,All Districts
2316,2018-01-01,hospital_moh,Pahang,All Districts
2316,2019-01-01,hospital_moh,Pahang,All Districts
2316,2020-01-01,hospital_moh,Pahang,All Districts
2316,2021-01-01,hospital_moh,Pahang,All Districts
2356,2022-01-01,hospital_moh,Pahang,All Districts
0,2015-01-01,hospital_non_moh,Pahang,All Districts
0,2016-01-01,hospital_non_moh,Pahang,All Districts
79,2017-01-01,hospital_non_moh,Pahang,All Districts
330,2018-01-01,hospital_non_moh,Pahang,All Districts
265,2019-01-01,hospital_non_moh,Pahang,All Districts
330,2020-01-01,hospital_non_moh,Pahang,All Districts
295,2021-01-01,hospital_non_moh,Pahang,All Districts
325,2022-01-01,hospital_non_moh,Pahang,All Districts
0,2015-01-01,special_medical_institution,Pahang,All Districts
0,2016-01-01,special_medical_institution,Pahang,All Districts
0,2017-01-01,special_medical_institution,Pahang,All Districts
0,2018-01-01,special_medical_institution,Pahang,All Districts
0,2019-01-01,special_medical_institution,Pahang,All Districts
0,2020-01-01,special_medical_institution,Pahang,All Districts
0,2021-01-01,special_medical_institution,Pahang,All Districts
0,2022-01-01,special_medical_institution,Pahang,All Districts
152,2015-01-01,all,Pahang,Bentong
152,2016-01-01,all,Pahang,Bentong
152,2017-01-01,all,Pahang,Bentong
152,2018-01-01,all,Pahang,Bentong
152,2019-01-01,all,Pahang,Bentong
152,2020-01-01,all,Pahang,Bentong
152,2021-01-01,all,Pahang,Bentong
152,2022-01-01,all,Pahang,Bentong
152,2015-01-01,hospital_moh,Pahang,Bentong
152,2016-01-01,hospital_moh,Pahang,Bentong
152,2017-01-01,hospital_moh,Pahang,Bentong
152,2018-01-01,hospital_moh,Pahang,Bentong
152,2019-01-01,hospital_moh,Pahang,Bentong
152,2020-01-01,hospital_moh,Pahang,Bentong
152,2021-01-01,hospital_moh,Pahang,Bentong
152,2022-01-01,hospital_moh,Pahang,Bentong
0,2015-01-01,hospital_non_moh,Pahang,Bentong
0,2016-01-01,hospital_non_moh,Pahang,Bentong
0,2017-01-01,hospital_non_moh,Pahang,Bentong
0,2018-01-01,hospital_non_moh,Pahang,Bentong
0,2019-01-01,hospital_non_moh,Pahang,Bentong
0,2020-01-01,hospital_non_moh,Pahang,Bentong
0,2021-01-01,hospital_non_moh,Pahang,Bentong
0,2022-01-01,hospital_non_moh,Pahang,Bentong
0,2015-01-01,special_medical_institution,Pahang,Bentong
0,2016-01-01,special_medical_institution,Pahang,Bentong
0,2017-01-01,special_medical_institution,Pahang,Bentong
0,2018-01-01,special_medical_institution,Pahang,Bentong
0,2019-01-01,special_medical_institution,Pahang,Bentong
0,2020-01-01,special_medical_institution,Pahang,Bentong
0,2021-01-01,special_medical_institution,Pahang,Bentong
0,2022-01-01,special_medical_institution,Pahang,Bentong
0,2015-01-01,all,Pahang,Bera
0,2016-01-01,all,Pahang,Bera
0,2017-01-01,all,Pahang,Bera
0,2018-01-01,all,Pahang,Bera
0,2019-01-01,all,Pahang,Bera
0,2020-01-01,all,Pahang,Bera
0,2021-01-01,all,Pahang,Bera
40,2022-01-01,all,Pahang,Bera
0,2015-01-01,hospital_moh,Pahang,Bera
0,2016-01-01,hospital_moh,Pahang,Bera
0,2017-01-01,hospital_moh,Pahang,Bera
0,2018-01-01,hospital_moh,Pahang,Bera
0,2019-01-01,hospital_moh,Pahang,Bera
0,2020-01-01,hospital_moh,Pahang,Bera
0,2021-01-01,hospital_moh,Pahang,Bera
40,2022-01-01,hospital_moh,Pahang,Bera
0,2015-01-01,hospital_non_moh,Pahang,Bera
0,2016-01-01,hospital_non_moh,Pahang,Bera
0,2017-01-01,hospital_non_moh,Pahang,Bera
0,2018-01-01,hospital_non_moh,Pahang,Bera
0,2019-01-01,hospital_non_moh,Pahang,Bera
0,2020-01-01,hospital_non_moh,Pahang,Bera
0,2021-01-01,hospital_non_moh,Pahang,Bera
0,2022-01-01,hospital_non_moh,Pahang,Bera
0,2015-01-01,special_medical_institution,Pahang,Bera
0,2016-01-01,special_medical_institution,Pahang,Bera
0,2017-01-01,special_medical_institution,Pahang,Bera
0,2018-01-01,special_medical_institution,Pahang,Bera
0,2019-01-01,special_medical_institution,Pahang,Bera
0,2020-01-01,special_medical_institution,Pahang,Bera
0,2021-01-01,special_medical_institution,Pahang,Bera
0,2022-01-01,special_medical_institution,Pahang,Bera
40,2015-01-01,all,Pahang,Cameron Highlands
40,2016-01-01,all,Pahang,Cameron Highlands
40,2017-01-01,all,Pahang,Cameron Highlands
40,2018-01-01,all,Pahang,Cameron Highlands
40,2019-01-01,all,Pahang,Cameron Highlands
40,2020-01-01,all,Pahang,Cameron Highlands
40,2021-01-01,all,Pahang,Cameron Highlands
40,2022-01-01,all,Pahang,Cameron Highlands
40,2015-01-01,hospital_moh,Pahang,Cameron Highlands
40,2016-01-01,hospital_moh,Pahang,Cameron Highlands
40,2017-01-01,hospital_moh,Pahang,Cameron Highlands
40,2018-01-01,hospital_moh,Pahang,Cameron Highlands
40,2019-01-01,hospital_moh,Pahang,Cameron Highlands
40,2020-01-01,hospital_moh,Pahang,Cameron Highlands
40,2021-01-01,hospital_moh,Pahang,Cameron Highlands
40,2022-01-01,hospital_moh,Pahang,Cameron Highlands
0,2015-01-01,hospital_non_moh,Pahang,Cameron Highlands
0,2016-01-01,hospital_non_moh,Pahang,Cameron Highlands
0,2017-01-01,hospital_non_moh,Pahang,Cameron Highlands
0,2018-01-01,hospital_non_moh,Pahang,Cameron Highlands
0,2019-01-01,hospital_non_moh,Pahang,Cameron Highlands
0,2020-01-01,hospital_non_moh,Pahang,Cameron Highlands
0,2021-01-01,hospital_non_moh,Pahang,Cameron Highlands
0,2022-01-01,hospital_non_moh,Pahang,Cameron Highlands
0,2015-01-01,special_medical_institution,Pahang,Cameron Highlands
0,2016-01-01,special_medical_institution,Pahang,Cameron Highlands
0,2017-01-01,special_medical_institution,Pahang,Cameron Highlands
0,2018-01-01,special_medical_institution,Pahang,Cameron Highlands
0,2019-01-01,special_medical_institution,Pahang,Cameron Highlands
0,2020-01-01,special_medical_institution,Pahang,Cameron Highlands
0,2021-01-01,special_medical_institution,Pahang,Cameron Highlands
0,2022-01-01,special_medical_institution,Pahang,Cameron Highlands
77,2015-01-01,all,Pahang,Jerantut
77,2016-01-01,all,Pahang,Jerantut
77,2017-01-01,all,Pahang,Jerantut
77,2018-01-01,all,Pahang,Jerantut
77,2019-01-01,all,Pahang,Jerantut
77,2020-01-01,all,Pahang,Jerantut
77,2021-01-01,all,Pahang,Jerantut
77,2022-01-01,all,Pahang,Jerantut
77,2015-01-01,hospital_moh,Pahang,Jerantut
77,2016-01-01,hospital_moh,Pahang,Jerantut
77,2017-01-01,hospital_moh,Pahang,Jerantut
77,2018-01-01,hospital_moh,Pahang,Jerantut
77,2019-01-01,hospital_moh,Pahang,Jerantut
77,2020-01-01,hospital_moh,Pahang,Jerantut
77,2021-01-01,hospital_moh,Pahang,Jerantut
77,2022-01-01,hospital_moh,Pahang,Jerantut
0,2015-01-01,hospital_non_moh,Pahang,Jerantut
0,2016-01-01,hospital_non_moh,Pahang,Jerantut
0,2017-01-01,hospital_non_moh,Pahang,Jerantut
0,2018-01-01,hospital_non_moh,Pahang,Jerantut
0,2019-01-01,hospital_non_moh,Pahang,Jerantut
0,2020-01-01,hospital_non_moh,Pahang,Jerantut
0,2021-01-01,hospital_non_moh,Pahang,Jerantut
0,2022-01-01,hospital_non_moh,Pahang,Jerantut
0,2015-01-01,special_medical_institution,Pahang,Jerantut
0,2016-01-01,special_medical_institution,Pahang,Jerantut
0,2017-01-01,special_medical_institution,Pahang,Jerantut
0,2018-01-01,special_medical_institution,Pahang,Jerantut
0,2019-01-01,special_medical_institution,Pahang,Jerantut
0,2020-01-01,special_medical_institution,Pahang,Jerantut
0,2021-01-01,special_medical_institution,Pahang,Jerantut
0,2022-01-01,special_medical_institution,Pahang,Jerantut
793,2015-01-01,all,Pahang,Kuantan
851,2016-01-01,all,Pahang,Kuantan
930,2017-01-01,all,Pahang,Kuantan
1181,2018-01-01,all,Pahang,Kuantan
1116,2019-01-01,all,Pahang,Kuantan
1181,2020-01-01,all,Pahang,Kuantan
1146,2021-01-01,all,Pahang,Kuantan
1176,2022-01-01,all,Pahang,Kuantan
793,2015-01-01,hospital_moh,Pahang,Kuantan
851,2016-01-01,hospital_moh,Pahang,Kuantan
851,2017-01-01,hospital_moh,Pahang,Kuantan
851,2018-01-01,hospital_moh,Pahang,Kuantan
851,2019-01-01,hospital_moh,Pahang,Kuantan
851,2020-01-01,hospital_moh,Pahang,Kuantan
851,2021-01-01,hospital_moh,Pahang,Kuantan
851,2022-01-01,hospital_moh,Pahang,Kuantan
0,2015-01-01,hospital_non_moh,Pahang,Kuantan
0,2016-01-01,hospital_non_moh,Pahang,Kuantan
79,2017-01-01,hospital_non_moh,Pahang,Kuantan
330,2018-01-01,hospital_non_moh,Pahang,Kuantan
265,2019-01-01,hospital_non_moh,Pahang,Kuantan
330,2020-01-01,hospital_non_moh,Pahang,Kuantan
295,2021-01-01,hospital_non_moh,Pahang,Kuantan
325,2022-01-01,hospital_non_moh,Pahang,Kuantan
0,2015-01-01,special_medical_institution,Pahang,Kuantan
0,2016-01-01,special_medical_institution,Pahang,Kuantan
0,2017-01-01,special_medical_institution,Pahang,Kuantan
0,2018-01-01,special_medical_institution,Pahang,Kuantan
0,2019-01-01,special_medical_institution,Pahang,Kuantan
0,2020-01-01,special_medical_institution,Pahang,Kuantan
0,2021-01-01,special_medical_institution,Pahang,Kuantan
0,2022-01-01,special_medical_institution,Pahang,Kuantan
168,2015-01-01,all,Pahang,Lipis
168,2016-01-01,all,Pahang,Lipis
168,2017-01-01,all,Pahang,Lipis
168,2018-01-01,all,Pahang,Lipis
168,2019-01-01,all,Pahang,Lipis
168,2020-01-01,all,Pahang,Lipis
168,2021-01-01,all,Pahang,Lipis
168,2022-01-01,all,Pahang,Lipis
168,2015-01-01,hospital_moh,Pahang,Lipis
168,2016-01-01,hospital_moh,Pahang,Lipis
168,2017-01-01,hospital_moh,Pahang,Lipis
168,2018-01-01,hospital_moh,Pahang,Lipis
168,2019-01-01,hospital_moh,Pahang,Lipis
168,2020-01-01,hospital_moh,Pahang,Lipis
168,2021-01-01,hospital_moh,Pahang,Lipis
168,2022-01-01,hospital_moh,Pahang,Lipis
0,2015-01-01,hospital_non_moh,Pahang,Lipis
0,2016-01-01,hospital_non_moh,Pahang,Lipis
0,2017-01-01,hospital_non_moh,Pahang,Lipis
0,2018-01-01,hospital_non_moh,Pahang,Lipis
0,2019-01-01,hospital_non_moh,Pahang,Lipis
0,2020-01-01,hospital_non_moh,Pahang,Lipis
0,2021-01-01,hospital_non_moh,Pahang,Lipis
0,2022-01-01,hospital_non_moh,Pahang,Lipis
0,2015-01-01,special_medical_institution,Pahang,Lipis
0,2016-01-01,special_medical_institution,Pahang,Lipis
0,2017-01-01,special_medical_institution,Pahang,Lipis
0,2018-01-01,special_medical_institution,Pahang,Lipis
0,2019-01-01,special_medical_institution,Pahang,Lipis
0,2020-01-01,special_medical_institution,Pahang,Lipis
0,2021-01-01,special_medical_institution,Pahang,Lipis
0,2022-01-01,special_medical_institution,Pahang,Lipis
70,2015-01-01,all,Pahang,Maran
70,2016-01-01,all,Pahang,Maran
70,2017-01-01,all,Pahang,Maran
70,2018-01-01,all,Pahang,Maran
70,2019-01-01,all,Pahang,Maran
70,2020-01-01,all,Pahang,Maran
70,2021-01-01,all,Pahang,Maran
70,2022-01-01,all,Pahang,Maran
70,2015-01-01,hospital_moh,Pahang,Maran
70,2016-01-01,hospital_moh,Pahang,Maran
70,2017-01-01,hospital_moh,Pahang,Maran
70,2018-01-01,hospital_moh,Pahang,Maran
70,2019-01-01,hospital_moh,Pahang,Maran
70,2020-01-01,hospital_moh,Pahang,Maran
70,2021-01-01,hospital_moh,Pahang,Maran
70,2022-01-01,hospital_moh,Pahang,Maran
0,2015-01-01,hospital_non_moh,Pahang,Maran
0,2016-01-01,hospital_non_moh,Pahang,Maran
0,2017-01-01,hospital_non_moh,Pahang,Maran
0,2018-01-01,hospital_non_moh,Pahang,Maran
0,2019-01-01,hospital_non_moh,Pahang,Maran
0,2020-01-01,hospital_non_moh,Pahang,Maran
0,2021-01-01,hospital_non_moh,Pahang,Maran
0,2022-01-01,hospital_non_moh,Pahang,Maran
0,2015-01-01,special_medical_institution,Pahang,Maran
0,2016-01-01,special_medical_institution,Pahang,Maran
0,2017-01-01,special_medical_institution,Pahang,Maran
0,2018-01-01,special_medical_institution,Pahang,Maran
0,2019-01-01,special_medical_institution,Pahang,Maran
0,2020-01-01,special_medical_institution,Pahang,Maran
0,2021-01-01,special_medical_institution,Pahang,Maran
0,2022-01-01,special_medical_institution,Pahang,Maran
110,2015-01-01,all,Pahang,Pekan
110,2016-01-01,all,Pahang,Pekan
106,2017-01-01,all,Pahang,Pekan
110,2018-01-01,all,Pahang,Pekan
110,2019-01-01,all,Pahang,Pekan
110,2020-01-01,all,Pahang,Pekan
110,2021-01-01,all,Pahang,Pekan
110,2022-01-01,all,Pahang,Pekan
110,2015-01-01,hospital_moh,Pahang,Pekan
110,2016-01-01,hospital_moh,Pahang,Pekan
106,2017-01-01,hospital_moh,Pahang,Pekan
110,2018-01-01,hospital_moh,Pahang,Pekan
110,2019-01-01,hospital_moh,Pahang,Pekan
110,2020-01-01,hospital_moh,Pahang,Pekan
110,2021-01-01,hospital_moh,Pahang,Pekan
110,2022-01-01,hospital_moh,Pahang,Pekan
0,2015-01-01,hospital_non_moh,Pahang,Pekan
0,2016-01-01,hospital_non_moh,Pahang,Pekan
0,2017-01-01,hospital_non_moh,Pahang,Pekan
0,2018-01-01,hospital_non_moh,Pahang,Pekan
0,2019-01-01,hospital_non_moh,Pahang,Pekan
0,2020-01-01,hospital_non_moh,Pahang,Pekan
0,2021-01-01,hospital_non_moh,Pahang,Pekan
0,2022-01-01,hospital_non_moh,Pahang,Pekan
0,2015-01-01,special_medical_institution,Pahang,Pekan
0,2016-01-01,special_medical_institution,Pahang,Pekan
0,2017-01-01,special_medical_institution,Pahang,Pekan
0,2018-01-01,special_medical_institution,Pahang,Pekan
0,2019-01-01,special_medical_institution,Pahang,Pekan
0,2020-01-01,special_medical_institution,Pahang,Pekan
0,2021-01-01,special_medical_institution,Pahang,Pekan
0,2022-01-01,special_medical_institution,Pahang,Pekan
89,2015-01-01,all,Pahang,Raub
89,2016-01-01,all,Pahang,Raub
89,2017-01-01,all,Pahang,Raub
89,2018-01-01,all,Pahang,Raub
89,2019-01-01,all,Pahang,Raub
89,2020-01-01,all,Pahang,Raub
89,2021-01-01,all,Pahang,Raub
89,2022-01-01,all,Pahang,Raub
89,2015-01-01,hospital_moh,Pahang,Raub
89,2016-01-01,hospital_moh,Pahang,Raub
89,2017-01-01,hospital_moh,Pahang,Raub
89,2018-01-01,hospital_moh,Pahang,Raub
89,2019-01-01,hospital_moh,Pahang,Raub
89,2020-01-01,hospital_moh,Pahang,Raub
89,2021-01-01,hospital_moh,Pahang,Raub
89,2022-01-01,hospital_moh,Pahang,Raub
0,2015-01-01,hospital_non_moh,Pahang,Raub
0,2016-01-01,hospital_non_moh,Pahang,Raub
0,2017-01-01,hospital_non_moh,Pahang,Raub
0,2018-01-01,hospital_non_moh,Pahang,Raub
0,2019-01-01,hospital_non_moh,Pahang,Raub
0,2020-01-01,hospital_non_moh,Pahang,Raub
0,2021-01-01,hospital_non_moh,Pahang,Raub
0,2022-01-01,hospital_non_moh,Pahang,Raub
0,2015-01-01,special_medical_institution,Pahang,Raub
0,2016-01-01,special_medical_institution,Pahang,Raub
0,2017-01-01,special_medical_institution,Pahang,Raub
0,2018-01-01,special_medical_institution,Pahang,Raub
0,2019-01-01,special_medical_institution,Pahang,Raub
0,2020-01-01,special_medical_institution,Pahang,Raub
0,2021-01-01,special_medical_institution,Pahang,Raub
0,2022-01-01,special_medical_institution,Pahang,Raub
109,2015-01-01,all,Pahang,Rompin
109,2016-01-01,all,Pahang,Rompin
109,2017-01-01,all,Pahang,Rompin
109,2018-01-01,all,Pahang,Rompin
109,2019-01-01,all,Pahang,Rompin
109,2020-01-01,all,Pahang,Rompin
109,2021-01-01,all,Pahang,Rompin
109,2022-01-01,all,Pahang,Rompin
109,2015-01-01,hospital_moh,Pahang,Rompin
109,2016-01-01,hospital_moh,Pahang,Rompin
109,2017-01-01,hospital_moh,Pahang,Rompin
109,2018-01-01,hospital_moh,Pahang,Rompin
109,2019-01-01,hospital_moh,Pahang,Rompin
109,2020-01-01,hospital_moh,Pahang,Rompin
109,2021-01-01,hospital_moh,Pahang,Rompin
109,2022-01-01,hospital_moh,Pahang,Rompin
0,2015-01-01,hospital_non_moh,Pahang,Rompin
0,2016-01-01,hospital_non_moh,Pahang,Rompin
0,2017-01-01,hospital_non_moh,Pahang,Rompin
0,2018-01-01,hospital_non_moh,Pahang,Rompin
0,2019-01-01,hospital_non_moh,Pahang,Rompin
0,2020-01-01,hospital_non_moh,Pahang,Rompin
0,2021-01-01,hospital_non_moh,Pahang,Rompin
0,2022-01-01,hospital_non_moh,Pahang,Rompin
0,2015-01-01,special_medical_institution,Pahang,Rompin
0,2016-01-01,special_medical_institution,Pahang,Rompin
0,2017-01-01,special_medical_institution,Pahang,Rompin
0,2018-01-01,special_medical_institution,Pahang,Rompin
0,2019-01-01,special_medical_institution,Pahang,Rompin
0,2020-01-01,special_medical_institution,Pahang,Rompin
0,2021-01-01,special_medical_institution,Pahang,Rompin
0,2022-01-01,special_medical_institution,Pahang,Rompin
550,2015-01-01,all,Pahang,Temerloh
650,2016-01-01,all,Pahang,Temerloh
650,2017-01-01,all,Pahang,Temerloh
650,2018-01-01,all,Pahang,Temerloh
650,2019-01-01,all,Pahang,Temerloh
650,2020-01-01,all,Pahang,Temerloh
650,2021-01-01,all,Pahang,Temerloh
650,2022-01-01,all,Pahang,Temerloh
550,2015-01-01,hospital_moh,Pahang,Temerloh
650,2016-01-01,hospital_moh,Pahang,Temerloh
650,2017-01-01,hospital_moh,Pahang,Temerloh
650,2018-01-01,hospital_moh,Pahang,Temerloh
650,2019-01-01,hospital_moh,Pahang,Temerloh
650,2020-01-01,hospital_moh,Pahang,Temerloh
650,2021-01-01,hospital_moh,Pahang,Temerloh
650,2022-01-01,hospital_moh,Pahang,Temerloh
0,2015-01-01,hospital_non_moh,Pahang,Temerloh
0,2016-01-01,hospital_non_moh,Pahang,Temerloh
0,2017-01-01,hospital_non_moh,Pahang,Temerloh
0,2018-01-01,hospital_non_moh,Pahang,Temerloh
0,2019-01-01,hospital_non_moh,Pahang,Temerloh
0,2020-01-01,hospital_non_moh,Pahang,Temerloh
0,2021-01-01,hospital_non_moh,Pahang,Temerloh
0,2022-01-01,hospital_non_moh,Pahang,Temerloh
0,2015-01-01,special_medical_institution,Pahang,Temerloh
0,2016-01-01,special_medical_institution,Pahang,Temerloh
0,2017-01-01,special_medical_institution,Pahang,Temerloh
0,2018-01-01,special_medical_institution,Pahang,Temerloh
0,2019-01-01,special_medical_institution,Pahang,Temerloh
0,2020-01-01,special_medical_institution,Pahang,Temerloh
0,2021-01-01,special_medical_institution,Pahang,Temerloh
0,2022-01-01,special_medical_institution,Pahang,Temerloh
5762,2015-01-01,all,Perak,All Districts
5542,2016-01-01,all,Perak,All Districts
5542,2017-01-01,all,Perak,All Districts
5542,2018-01-01,all,Perak,All Districts
5542,2019-01-01,all,Perak,All Districts
5542,2020-01-01,all,Perak,All Districts
5924,2021-01-01,all,Perak,All Districts
5887,2022-01-01,all,Perak,All Districts
3615,2015-01-01,hospital_moh,Perak,All Districts
3595,2016-01-01,hospital_moh,Perak,All Districts
3595,2017-01-01,hospital_moh,Perak,All Districts
3595,2018-01-01,hospital_moh,Perak,All Districts
3595,2019-01-01,hospital_moh,Perak,All Districts
3595,2020-01-01,hospital_moh,Perak,All Districts
3977,2021-01-01,hospital_moh,Perak,All Districts
3977,2022-01-01,hospital_moh,Perak,All Districts
147,2015-01-01,hospital_non_moh,Perak,All Districts
147,2016-01-01,hospital_non_moh,Perak,All Districts
147,2017-01-01,hospital_non_moh,Perak,All Districts
147,2018-01-01,hospital_non_moh,Perak,All Districts
147,2019-01-01,hospital_non_moh,Perak,All Districts
147,2020-01-01,hospital_non_moh,Perak,All Districts
147,2021-01-01,hospital_non_moh,Perak,All Districts
110,2022-01-01,hospital_non_moh,Perak,All Districts
2000,2015-01-01,special_medical_institution,Perak,All Districts
1800,2016-01-01,special_medical_institution,Perak,All Districts
1800,2017-01-01,special_medical_institution,Perak,All Districts
1800,2018-01-01,special_medical_institution,Perak,All Districts
1800,2019-01-01,special_medical_institution,Perak,All Districts
1800,2020-01-01,special_medical_institution,Perak,All Districts
1800,2021-01-01,special_medical_institution,Perak,All Districts
1800,2022-01-01,special_medical_institution,Perak,All Districts
350,2015-01-01,all,Perak,Batang Padang (Tapah)
350,2016-01-01,all,Perak,Batang Padang (Tapah)
350,2017-01-01,all,Perak,Batang Padang (Tapah)
350,2018-01-01,all,Perak,Batang Padang (Tapah)
350,2019-01-01,all,Perak,Batang Padang (Tapah)
350,2020-01-01,all,Perak,Batang Padang (Tapah)
350,2021-01-01,all,Perak,Batang Padang (Tapah)
350,2022-01-01,all,Perak,Batang Padang (Tapah)
350,2015-01-01,hospital_moh,Perak,Batang Padang (Tapah)
350,2016-01-01,hospital_moh,Perak,Batang Padang (Tapah)
350,2017-01-01,hospital_moh,Perak,Batang Padang (Tapah)
350,2018-01-01,hospital_moh,Perak,Batang Padang (Tapah)
350,2019-01-01,hospital_moh,Perak,Batang Padang (Tapah)
350,2020-01-01,hospital_moh,Perak,Batang Padang (Tapah)
350,2021-01-01,hospital_moh,Perak,Batang Padang (Tapah)
350,2022-01-01,hospital_moh,Perak,Batang Padang (Tapah)
0,2015-01-01,hospital_non_moh,Perak,Batang Padang (Tapah)
0,2016-01-01,hospital_non_moh,Perak,Batang Padang (Tapah)
0,2017-01-01,hospital_non_moh,Perak,Batang Padang (Tapah)
0,2018-01-01,hospital_non_moh,Perak,Batang Padang (Tapah)
0,2019-01-01,hospital_non_moh,Perak,Batang Padang (Tapah)
0,2020-01-01,hospital_non_moh,Perak,Batang Padang (Tapah)
0,2021-01-01,hospital_non_moh,Perak,Batang Padang (Tapah)
0,2022-01-01,hospital_non_moh,Perak,Batang Padang (Tapah)
0,2015-01-01,special_medical_institution,Perak,Batang Padang (Tapah)
0,2016-01-01,special_medical_institution,Perak,Batang Padang (Tapah)
0,2017-01-01,special_medical_institution,Perak,Batang Padang (Tapah)
0,2018-01-01,special_medical_institution,Perak,Batang Padang (Tapah)
0,2019-01-01,special_medical_institution,Perak,Batang Padang (Tapah)
0,2020-01-01,special_medical_institution,Perak,Batang Padang (Tapah)
0,2021-01-01,special_medical_institution,Perak,Batang Padang (Tapah)
0,2022-01-01,special_medical_institution,Perak,Batang Padang (Tapah)
548,2015-01-01,all,Perak,Hilir Perak
548,2016-01-01,all,Perak,Hilir Perak
548,2017-01-01,all,Perak,Hilir Perak
548,2018-01-01,all,Perak,Hilir Perak
548,2019-01-01,all,Perak,Hilir Perak
548,2020-01-01,all,Perak,Hilir Perak
548,2021-01-01,all,Perak,Hilir Perak
548,2022-01-01,all,Perak,Hilir Perak
548,2015-01-01,hospital_moh,Perak,Hilir Perak
548,2016-01-01,hospital_moh,Perak,Hilir Perak
548,2017-01-01,hospital_moh,Perak,Hilir Perak
548,2018-01-01,hospital_moh,Perak,Hilir Perak
548,2019-01-01,hospital_moh,Perak,Hilir Perak
548,2020-01-01,hospital_moh,Perak,Hilir Perak
548,2021-01-01,hospital_moh,Perak,Hilir Perak
548,2022-01-01,hospital_moh,Perak,Hilir Perak
0,2015-01-01,hospital_non_moh,Perak,Hilir Perak
0,2016-01-01,hospital_non_moh,Perak,Hilir Perak
0,2017-01-01,hospital_non_moh,Perak,Hilir Perak
0,2018-01-01,hospital_non_moh,Perak,Hilir Perak
0,2019-01-01,hospital_non_moh,Perak,Hilir Perak
0,2020-01-01,hospital_non_moh,Perak,Hilir Perak
0,2021-01-01,hospital_non_moh,Perak,Hilir Perak
0,2022-01-01,hospital_non_moh,Perak,Hilir Perak
0,2015-01-01,special_medical_institution,Perak,Hilir Perak
0,2016-01-01,special_medical_institution,Perak,Hilir Perak
0,2017-01-01,special_medical_institution,Perak,Hilir Perak
0,2018-01-01,special_medical_institution,Perak,Hilir Perak
0,2019-01-01,special_medical_institution,Perak,Hilir Perak
0,2020-01-01,special_medical_institution,Perak,Hilir Perak
0,2021-01-01,special_medical_institution,Perak,Hilir Perak
0,2022-01-01,special_medical_institution,Perak,Hilir Perak
75,2015-01-01,all,Perak,Hulu Perak
75,2016-01-01,all,Perak,Hulu Perak
75,2017-01-01,all,Perak,Hulu Perak
75,2018-01-01,all,Perak,Hulu Perak
75,2019-01-01,all,Perak,Hulu Perak
75,2020-01-01,all,Perak,Hulu Perak
75,2021-01-01,all,Perak,Hulu Perak
75,2022-01-01,all,Perak,Hulu Perak
75,2015-01-01,hospital_moh,Perak,Hulu Perak
75,2016-01-01,hospital_moh,Perak,Hulu Perak
