beds,date,type,state,district
40,2020-01-01,hospital_non_moh,Sabah,All Districts
20,2021-01-01,hospital_non_moh,Sabah,All Districts
40,2022-01-01,hospital_non_moh,Sabah,All Districts
806,2015-01-01,special_medical_institution,Sabah,All Districts
806,2016-01-01,special_medical_institution,Sabah,All Districts
926,2017-01-01,special_medical_institution,Sabah,All Districts
914,2018-01-01,special_medical_institution,Sabah,All Districts
914,2019-01-01,special_medical_institution,Sabah,All Districts
960,2020-01-01,special_medical_institution,Sabah,All Districts
960,2021-01-01,special_medical_institution,Sabah,All Districts
960,2022-01-01,special_medical_institution,Sabah,All Districts
275,2015-01-01,all,Sabah,Beaufort
275,2016-01-01,all,Sabah,Beaufort
184,2017-01-01,all,Sabah,Beaufort
184,2018-01-01,all,Sabah,Beaufort
184,2019-01-01,all,Sabah,Beaufort
275,2020-01-01,all,Sabah,Beaufort
275,2021-01-01,all,Sabah,Beaufort
275,2022-01-01,all,Sabah,Beaufort
275,2015-01-01,hospital_moh,Sabah,Beaufort
275,2016-01-01,hospital_moh,Sabah,Beaufort
184,2017-01-01,hospital_moh,Sabah,Beaufort
184,2018-01-01,hospital_moh,Sabah,Beaufort
184,2019-01-01,hospital_moh,Sabah,Beaufort
275,2020-01-01,hospital_moh,Sabah,Beaufort
275,2021-01-01,hospital_moh,Sabah,Beaufort
275,2022-01-01,hospital_moh,Sabah,Beaufort
0,2015-01-01,hospital_non_moh,Sabah,Beaufort
0,2016-01-01,hospital_non_moh,Sabah,Beaufort
0,2017-01-01,hospital_non_moh,Sabah,Beaufort
0,2018-01-01,hospital_non_moh,Sabah,Beaufort
0,2019-01-01,hospital_non_moh,Sabah,Beaufort
0,2020-01-01,hospital_non_moh,Sabah,Beaufort
0,2021-01-01,hospital_non_moh,Sabah,Beaufort
0,2022-01-01,hospital_non_moh,Sabah,Beaufort
0,2015-01-01,special_medical_institution,Sabah,Beaufort
0,2016-01-01,special_medical_institution,Sabah,Beaufort
0,2017-01-01,special_medical_institution,Sabah,Beaufort
0,2018-01-01,special_medical_institution,Sabah,Beaufort
0,2019-01-01,special_medical_institution,Sabah,Beaufort
0,2020-01-01,special_medical_institution,Sabah,Beaufort
0,2021-01-01,special_medical_institution,Sabah,Beaufort
0,2022-01-01,special_medical_institution,Sabah,Beaufort
52,2015-01-01,all,Sabah,Beluran
52,2016-01-01,all,Sabah,Beluran
46,2017-01-01,all,Sabah,Beluran
52,2018-01-01,all,Sabah,Beluran
52,2019-01-01,all,Sabah,Beluran
52,2020-01-01,all,Sabah,Beluran
52,2021-01-01,all,Sabah,Beluran
52,2022-01-01,all,Sabah,Beluran
52,2015-01-01,hospital_moh,Sabah,Beluran
52,2016-01-01,hospital_moh,Sabah,Beluran
46,2017-01-01,hospital_moh,Sabah,Beluran
52,2018-01-01,hospital_moh,Sabah,Beluran
52,2019-01-01,hospital_moh,Sabah,Beluran
52,2020-01-01,hospital_moh,Sabah,Beluran
52,2021-01-01,hospital_moh,Sabah,Beluran
52,2022-01-01,hospital_moh,Sabah,Beluran
0,2015-01-01,hospital_non_moh,Sabah,Beluran
0,2016-01-01,hospital_non_moh,Sabah,Beluran
0,2017-01-01,hospital_non_moh,Sabah,Beluran
0,2018-01-01,hospital_non_moh,Sabah,Beluran
0,2019-01-01,hospital_non_moh,Sabah,Beluran
0,2020-01-01,hospital_non_moh,Sabah,Beluran
0,2021-01-01,hospital_non_moh,Sabah,Beluran
0,2022-01-01,hospital_non_moh,Sabah,Beluran
0,2015-01-01,special_medical_institution,Sabah,Beluran
0,2016-01-01,special_medical_institution,Sabah,Beluran
0,2017-01-01,special_medical_institution,Sabah,Beluran
0,2018-01-01,special_medical_institution,Sabah,Beluran
0,2019-01-01,special_medical_institution,Sabah,Beluran
0,2020-01-01,special_medical_institution,Sabah,Beluran
0,2021-01-01,special_medical_institution,Sabah,Beluran
0,2022-01-01,special_medical_institution,Sabah,Beluran
212,2015-01-01,all,Sabah,Keningau
212,2016-01-01,all,Sabah,Keningau
212,2017-01-01,all,Sabah,Keningau
212,2018-01-01,all,Sabah,Keningau
212,2019-01-01,all,Sabah,Keningau
212,2020-01-01,all,Sabah,Keningau
216,2021-01-01,all,Sabah,Keningau
216,2022-01-01,all,Sabah,Keningau
212,2015-01-01,hospital_moh,Sabah,Keningau
212,2016-01-01,hospital_moh,Sabah,Keningau
212,2017-01-01,hospital_moh,Sabah,Keningau
212,2018-01-01,hospital_moh,Sabah,Keningau
212,2019-01-01,hospital_moh,Sabah,Keningau
212,2020-01-01,hospital_moh,Sabah,Keningau
216,2021-01-01,hospital_moh,Sabah,Keningau
216,2022-01-01,hospital_moh,Sabah,Keningau
0,2015-01-01,hospital_non_moh,Sabah,Keningau
0,2016-01-01,hospital_non_moh,Sabah,Keningau
0,2017-01-01,hospital_non_moh,Sabah,Keningau
0,2018-01-01,hospital_non_moh,Sabah,Keningau
0,2019-01-01,hospital_non_moh,Sabah,Keningau
0,2020-01-01,hospital_non_moh,Sabah,Keningau
0,2021-01-01,hospital_non_moh,Sabah,Keningau
0,2022-01-01,hospital_non_moh,Sabah,Keningau
0,2015-01-01,special_medical_institution,Sabah,Keningau
0,2016-01-01,special_medical_institution,Sabah,Keningau
0,2017-01-01,special_medical_institution,Sabah,Keningau
0,2018-01-01,special_medical_institution,Sabah,Keningau
0,2019-01-01,special_medical_institution,Sabah,Keningau
0,2020-01-01,special_medical_institution,Sabah,Keningau
0,2021-01-01,special_medical_institution,Sabah,Keningau
0,2022-01-01,special_medical_institution,Sabah,Keningau
68,2015-01-01,all,Sabah,Kinabatangan
68,2016-01-01,all,Sabah,Kinabatangan
68,2017-01-01,all,Sabah,Kinabatangan
68,2018-01-01,all,Sabah,Kinabatangan
68,2019-01-01,all,Sabah,Kinabatangan
68,2020-01-01,all,Sabah,Kinabatangan
68,2021-01-01,all,Sabah,Kinabatangan
68,2022-01-01,all,Sabah,Kinabatangan
68,2015-01-01,hospital_moh,Sabah,Kinabatangan
68,2016-01-01,hospital_moh,Sabah,Kinabatangan
68,2017-01-01,hospital_moh,Sabah,Kinabatangan
68,2018-01-01,hospital_moh,Sabah,Kinabatangan
68,2019-01-01,hospital_moh,Sabah,Kinabatangan
68,2020-01-01,hospital_moh,Sabah,Kinabatangan
68,2021-01-01,hospital_moh,Sabah,Kinabatangan
68,2022-01-01,hospital_moh,Sabah,Kinabatangan
0,2015-01-01,hospital_non_moh,Sabah,Kinabatangan
0,2016-01-01,hospital_non_moh,Sabah,Kinabatangan
0,2017-01-01,hospital_non_moh,Sabah,Kinabatangan
0,2018-01-01,hospital_non_moh,Sabah,Kinabatangan
0,2019-01-01,hospital_non_moh,Sabah,Kinabatangan
0,2020-01-01,hospital_non_moh,Sabah,Kinabatangan
0,2021-01-01,hospital_non_moh,Sabah,Kinabatangan
0,2022-01-01,hospital_non_moh,Sabah,Kinabatangan
0,2015-01-01,special_medical_institution,Sabah,Kinabatangan
0,2016-01-01,special_medical_institution,Sabah,Kinabatangan
0,2017-01-01,special_medical_institution,Sabah,Kinabatangan
0,2018-01-01,special_medical_institution,Sabah,Kinabatangan
0,2019-01-01,special_medical_institution,Sabah,Kinabatangan
0,2020-01-01,special_medical_institution,Sabah,Kinabatangan
0,2021-01-01,special_medical_institution,Sabah,Kinabatangan
0,2022-01-01,special_medical_institution,Sabah,Kinabatangan
172,2015-01-01,all,Sabah,Kota Belud
172,2016-01-01,all,Sabah,Kota Belud
172,2017-01-01,all,Sabah,Kota Belud
172,2018-01-01,all,Sabah,Kota Belud
172,2019-01-01,all,Sabah,Kota Belud
172,2020-01-01,all,Sabah,Kota Belud
172,2021-01-01,all,Sabah,Kota Belud
172,2022-01-01,all,Sabah,Kota Belud
172,2015-01-01,hospital_moh,Sabah,Kota Belud
172,2016-01-01,hospital_moh,Sabah,Kota Belud
172,2017-01-01,hospital_moh,Sabah,Kota Belud
172,2018-01-01,hospital_moh,Sabah,Kota Belud
172,2019-01-01,hospital_moh,Sabah,Kota Belud
172,2020-01-01,hospital_moh,Sabah,Kota Belud
172,2021-01-01,hospital_moh,Sabah,Kota Belud
172,2022-01-01,hospital_moh,Sabah,Kota Belud
0,2015-01-01,hospital_non_moh,Sabah,Kota Belud
0,2016-01-01,hospital_non_moh,Sabah,Kota Belud
0,2017-01-01,hospital_non_moh,Sabah,Kota Belud
0,2018-01-01,hospital_non_moh,Sabah,Kota Belud
0,2019-01-01,hospital_non_moh,Sabah,Kota Belud
0,2020-01-01,hospital_non_moh,Sabah,Kota Belud
0,2021-01-01,hospital_non_moh,Sabah,Kota Belud
0,2022-01-01,hospital_non_moh,Sabah,Kota Belud
0,2015-01-01,special_medical_institution,Sabah,Kota Belud
0,2016-01-01,special_medical_institution,Sabah,Kota Belud
0,2017-01-01,special_medical_institution,Sabah,Kota Belud
0,2018-01-01,special_medical_institution,Sabah,Kota Belud
0,2019-01-01,special_medical_institution,Sabah,Kota Belud
0,2020-01-01,special_medical_institution,Sabah,Kota Belud
0,2021-01-01,special_medical_institution,Sabah,Kota Belud
0,2022-01-01,special_medical_institution,Sabah,Kota Belud
1835,2015-01-01,all,Sabah,Kota Kinabalu
2001,2016-01-01,all,Sabah,Kota Kinabalu
2106,2017-01-01,all,Sabah,Kota Kinabalu
2129,2018-01-01,all,Sabah,Kota Kinabalu
2129,2019-01-01,all,Sabah,Kota Kinabalu
2175,2020-01-01,all,Sabah,Kota Kinabalu
2155,2021-01-01,all,Sabah,Kota Kinabalu
2175,2022-01-01,all,Sabah,Kota Kinabalu
989,2015-01-01,hospital_moh,Sabah,Kota Kinabalu
1175,2016-01-01,hospital_moh,Sabah,Kota Kinabalu
1160,2017-01-01,hospital_moh,Sabah,Kota Kinabalu
1175,2018-01-01,hospital_moh,Sabah,Kota Kinabalu
1175,2019-01-01,hospital_moh,Sabah,Kota Kinabalu
1175,2020-01-01,hospital_moh,Sabah,Kota Kinabalu
1175,2021-01-01,hospital_moh,Sabah,Kota Kinabalu
1175,2022-01-01,hospital_moh,Sabah,Kota Kinabalu
40,2015-01-01,hospital_non_moh,Sabah,Kota Kinabalu
20,2016-01-01,hospital_non_moh,Sabah,Kota Kinabalu
20,2017-01-01,hospital_non_moh,Sabah,Kota Kinabalu
40,2018-01-01,hospital_non_moh,Sabah,Kota Kinabalu
40,2019-01-01,hospital_non_moh,Sabah,Kota Kinabalu
40,2020-01-01,hospital_non_moh,Sabah,Kota Kinabalu
20,2021-01-01,hospital_non_moh,Sabah,Kota Kinabalu
40,2022-01-01,hospital_non_moh,Sabah,Kota Kinabalu
806,2015-01-01,special_medical_institution,Sabah,Kota Kinabalu
806,2016-01-01,special_medical_institution,Sabah,Kota Kinabalu
926,2017-01-01,special_medical_institution,Sabah,Kota Kinabalu
914,2018-01-01,special_medical_institution,Sabah,Kota Kinabalu
914,2019-01-01,special_medical_institution,Sabah,Kota Kinabalu
960,2020-01-01,special_medical_institution,Sabah,Kota Kinabalu
960,2021-01-01,special_medical_institution,Sabah,Kota Kinabalu
960,2022-01-01,special_medical_institution,Sabah,Kota Kinabalu
97,2015-01-01,all,Sabah,Kota Marudu
97,2016-01-01,all,Sabah,Kota Marudu
97,2017-01-01,all,Sabah,Kota Marudu
97,2018-01-01,all,Sabah,Kota Marudu
97,2019-01-01,all,Sabah,Kota Marudu
97,2020-01-01,all,Sabah,Kota Marudu
97,2021-01-01,all,Sabah,Kota Marudu
97,2022-01-01,all,Sabah,Kota Marudu
97,2015-01-01,hospital_moh,Sabah,Kota Marudu
97,2016-01-01,hospital_moh,Sabah,Kota Marudu
97,2017-01-01,hospital_moh,Sabah,Kota Marudu
97,2018-01-01,hospital_moh,Sabah,Kota Marudu
97,2019-01-01,hospital_moh,Sabah,Kota Marudu
97,2020-01-01,hospital_moh,Sabah,Kota Marudu
97,2021-01-01,hospital_moh,Sabah,Kota Marudu
97,2022-01-01,hospital_moh,Sabah,Kota Marudu
0,2015-01-01,hospital_non_moh,Sabah,Kota Marudu
0,2016-01-01,hospital_non_moh,Sabah,Kota Marudu
0,2017-01-01,hospital_non_moh,Sabah,Kota Marudu
0,2018-01-01,hospital_non_moh,Sabah,Kota Marudu
0,2019-01-01,hospital_non_moh,Sabah,Kota Marudu
0,2020-01-01,hospital_non_moh,Sabah,Kota Marudu
0,2021-01-01,hospital_non_moh,Sabah,Kota Marudu
0,2022-01-01,hospital_non_moh,Sabah,Kota Marudu
0,2015-01-01,special_medical_institution,Sabah,Kota Marudu
0,2016-01-01,special_medical_institution,Sabah,Kota Marudu
0,2017-01-01,special_medical_institution,Sabah,Kota Marudu
0,2018-01-01,special_medical_institution,Sabah,Kota Marudu
0,2019-01-01,special_medical_institution,Sabah,Kota Marudu
0,2020-01-01,special_medical_institution,Sabah,Kota Marudu
0,2021-01-01,special_medical_institution,Sabah,Kota Marudu
0,2022-01-01,special_medical_institution,Sabah,Kota Marudu
48,2015-01-01,all,Sabah,Kota Penyu
48,2016-01-01,all,Sabah,Kota Penyu
48,2017-01-01,all,Sabah,Kota Penyu
48,2018-01-01,all,Sabah,Kota Penyu
48,2019-01-01,all,Sabah,Kota Penyu
48,2020-01-01,all,Sabah,Kota Penyu
48,2021-01-01,all,Sabah,Kota Penyu
48,2022-01-01,all,Sabah,Kota Penyu
48,2015-01-01,hospital_moh,Sabah,Kota Penyu
48,2016-01-01,hospital_moh,Sabah,Kota Penyu
48,2017-01-01,hospital_moh,Sabah,Kota Penyu
48,2018-01-01,hospital_moh,Sabah,Kota Penyu
48,2019-01-01,hospital_moh,Sabah,Kota Penyu
48,2020-01-01,hospital_moh,Sabah,Kota Penyu
48,2021-01-01,hospital_moh,Sabah,Kota Penyu
48,2022-01-01,hospital_moh,Sabah,Kota Penyu
0,2015-01-01,hospital_non_moh,Sabah,Kota Penyu
0,2016-01-01,hospital_non_moh,Sabah,Kota Penyu
0,2017-01-01,hospital_non_moh,Sabah,Kota Penyu
0,2018-01-01,hospital_non_moh,Sabah,Kota Penyu
0,2019-01-01,hospital_non_moh,Sabah,Kota Penyu
0,2020-01-01,hospital_non_moh,Sabah,Kota Penyu
0,2021-01-01,hospital_non_moh,Sabah,Kota Penyu
0,2022-01-01,hospital_non_moh,Sabah,Kota Penyu
0,2015-01-01,special_medical_institution,Sabah,Kota Penyu
0,2016-01-01,special_medical_institution,Sabah,Kota Penyu
0,2017-01-01,special_medical_institution,Sabah,Kota Penyu
0,2018-01-01,special_medical_institution,Sabah,Kota Penyu
0,2019-01-01,special_medical_institution,Sabah,Kota Penyu
0,2020-01-01,special_medical_institution,Sabah,Kota Penyu
0,2021-01-01,special_medical_institution,Sabah,Kota Penyu
0,2022-01-01,special_medical_institution,Sabah,Kota Penyu
180,2015-01-01,all,Sabah,Kudat
180,2016-01-01,all,Sabah,Kudat
180,2017-01-01,all,Sabah,Kudat
180,2018-01-01,all,Sabah,Kudat
180,2019-01-01,all,Sabah,Kudat
180,2020-01-01,all,Sabah,Kudat
180,2021-01-01,all,Sabah,Kudat
180,2022-01-01,all,Sabah,Kudat
180,2015-01-01,hospital_moh,Sabah,Kudat
180,2016-01-01,hospital_moh,Sabah,Kudat
180,2017-01-01,hospital_moh,Sabah,Kudat
180,2018-01-01,hospital_moh,Sabah,Kudat
180,2019-01-01,hospital_moh,Sabah,Kudat
180,2020-01-01,hospital_moh,Sabah,Kudat
180,2021-01-01,hospital_moh,Sabah,Kudat
180,2022-01-01,hospital_moh,Sabah,Kudat
0,2015-01-01,hospital_non_moh,Sabah,Kudat
0,2016-01-01,hospital_non_moh,Sabah,Kudat
0,2017-01-01,hospital_non_moh,Sabah,Kudat
0,2018-01-01,hospital_non_moh,Sabah,Kudat
0,2019-01-01,hospital_non_moh,Sabah,Kudat
0,2020-01-01,hospital_non_moh,Sabah,Kudat
0,2021-01-01,hospital_non_moh,Sabah,Kudat
0,2022-01-01,hospital_non_moh,Sabah,Kudat
0,2015-01-01,special_medical_institution,Sabah,Kudat
0,2016-01-01,special_medical_institution,Sabah,Kudat
0,2017-01-01,special_medical_institution,Sabah,Kudat
0,2018-01-01,special_medical_institution,Sabah,Kudat
0,2019-01-01,special_medical_institution,Sabah,Kudat
0,2020-01-01,special_medical_institution,Sabah,Kudat
0,2021-01-01,special_medical_institution,Sabah,Kudat
0,2022-01-01,special_medical_institution,Sabah,Kudat
48,2015-01-01,all,Sabah,Kunak
48,2016-01-01,all,Sabah,Kunak
48,2017-01-01,all,Sabah,Kunak
48,2018-01-01,all,Sabah,Kunak
48,2019-01-01,all,Sabah,Kunak
48,2020-01-01,all,Sabah,Kunak
48,2021-01-01,all,Sabah,Kunak
48,2022-01-01,all,Sabah,Kunak
48,2015-01-01,hospital_moh,Sabah,Kunak
48,2016-01-01,hospital_moh,Sabah,Kunak
48,2017-01-01,hospital_moh,Sabah,Kunak
48,2018-01-01,hospital_moh,Sabah,Kunak
48,2019-01-01,hospital_moh,Sabah,Kunak
48,2020-01-01,hospital_moh,Sabah,Kunak
48,2021-01-01,hospital_moh,Sabah,Kunak
48,2022-01-01,hospital_moh,Sabah,Kunak
0,2015-01-01,hospital_non_moh,Sabah,Kunak
0,2016-01-01,hospital_non_moh,Sabah,Kunak
0,2017-01-01,hospital_non_moh,Sabah,Kunak
0,2018-01-01,hospital_non_moh,Sabah,Kunak
0,2019-01-01,hospital_non_moh,Sabah,Kunak
0,2020-01-01,hospital_non_moh,Sabah,Kunak
0,2021-01-01,hospital_non_moh,Sabah,Kunak
0,2022-01-01,hospital_non_moh,Sabah,Kunak
0,2015-01-01,special_medical_institution,Sabah,Kunak
0,2016-01-01,special_medical_institution,Sabah,Kunak
0,2017-01-01,special_medical_institution,Sabah,Kunak
0,2018-01-01,special_medical_institution,Sabah,Kunak
0,2019-01-01,special_medical_institution,Sabah,Kunak
0,2020-01-01,special_medical_institution,Sabah,Kunak
0,2021-01-01,special_medical_institution,Sabah,Kunak
0,2022-01-01,special_medical_institution,Sabah,Kunak
268,2015-01-01,all,Sabah,Lahad Datu
268,2016-01-01,all,Sabah,Lahad Datu
268,2017-01-01,all,Sabah,Lahad Datu
240,2018-01-01,all,Sabah,Lahad Datu
268,2019-01-01,all,Sabah,Lahad Datu
268,2020-01-01,all,Sabah,Lahad Datu
268,2021-01-01,all,Sabah,Lahad Datu
268,2022-01-01,all,Sabah,Lahad Datu
268,2015-01-01,hospital_moh,Sabah,Lahad Datu
268,2016-01-01,hospital_moh,Sabah,Lahad Datu
268,2017-01-01,hospital_moh,Sabah,Lahad Datu
240,2018-01-01,hospital_moh,Sabah,Lahad Datu
268,2019-01-01,hospital_moh,Sabah,Lahad Datu
268,2020-01-01,hospital_moh,Sabah,Lahad Datu
268,2021-01-01,hospital_moh,Sabah,Lahad Datu
268,2022-01-01,hospital_moh,Sabah,Lahad Datu
0,2015-01-01,hospital_non_moh,Sabah,Lahad Datu
0,2016-01-01,hospital_non_moh,Sabah,Lahad Datu
0,2017-01-01,hospital_non_moh,Sabah,Lahad Datu
0,2018-01-01,hospital_non_moh,Sabah,Lahad Datu
0,2019-01-01,hospital_non_moh,Sabah,Lahad Datu
0,2020-01-01,hospital_non_moh,Sabah,Lahad Datu
0,2021-01-01,hospital_non_moh,Sabah,Lahad Datu
0,2022-01-01,hospital_non_moh,Sabah,Lahad Datu
0,2015-01-01,special_medical_institution,Sabah,Lahad Datu
0,2016-01-01,special_medical_institution,Sabah,Lahad Datu
0,2017-01-01,special_medical_institution,Sabah,Lahad Datu
0,2018-01-01,special_medical_institution,Sabah,Lahad Datu
0,2019-01-01,special_medical_institution,Sabah,Lahad Datu
0,2020-01-01,special_medical_institution,Sabah,Lahad Datu
0,2021-01-01,special_medical_institution,Sabah,Lahad Datu
0,2022-01-01,special_medical_institution,Sabah,Lahad Datu
0,2015-01-01,all,Sabah,Nabawan
0,2016-01-01,all,Sabah,Nabawan
0,2017-01-01,all,Sabah,Nabawan
0,2018-01-01,all,Sabah,Nabawan
0,2019-01-01,all,Sabah,Nabawan
0,2020-01-01,all,Sabah,Nabawan
0,2021-01-01,all,Sabah,Nabawan
0,2022-01-01,all,Sabah,Nabawan
0,2015-01-01,hospital_moh,Sabah,Nabawan
0,2016-01-01,hospital_moh,Sabah,Nabawan
0,2017-01-01,hospital_moh,Sabah,Nabawan
0,2018-01-01,hospital_moh,Sabah,Nabawan
0,2019-01-01,hospital_moh,Sabah,Nabawan
0,2020-01-01,hospital_moh,Sabah,Nabawan
0,2021-01-01,hospital_moh,Sabah,Nabawan
0,2022-01-01,hospital_moh,Sabah,Nabawan
0,2015-01-01,hospital_non_moh,Sabah,Nabawan
0,2016-01-01,hospital_non_moh,Sabah,Nabawan
0,2017-01-01,hospital_non_moh,Sabah,Nabawan
0,2018-01-01,hospital_non_moh,Sabah,Nabawan
0,2019-01-01,hospital_non_moh,Sabah,Nabawan
0,2020-01-01,hospital_non_moh,Sabah,Nabawan
0,2021-01-01,hospital_non_moh,Sabah,Nabawan
0,2022-01-01,hospital_non_moh,Sabah,Nabawan
0,2015-01-01,special_medical_institution,Sabah,Nabawan
0,2016-01-01,special_medical_institution,Sabah,Nabawan
0,2017-01-01,special_medical_institution,Sabah,Nabawan
0,2018-01-01,special_medical_institution,Sabah,Nabawan
0,2019-01-01,special_medical_institution,Sabah,Nabawan
0,2020-01-01,special_medical_institution,Sabah,Nabawan
0,2021-01-01,special_medical_institution,Sabah,Nabawan
0,2022-01-01,special_medical_institution,Sabah,Nabawan
77,2015-01-01,all,Sabah,Papar
77,2016-01-01,all,Sabah,Papar
77,2017-01-01,all,Sabah,Papar
77,2018-01-01,all,Sabah,Papar
77,2019-01-01,all,Sabah,Papar
77,2020-01-01,all,Sabah,Papar
77,2021-01-01,all,Sabah,Papar
77,2022-01-01,all,Sabah,Papar
77,2015-01-01,hospital_moh,Sabah,Papar
77,2016-01-01,hospital_moh,Sabah,Papar
77,2017-01-01,hospital_moh,Sabah,Papar
77,2018-01-01,hospital_moh,Sabah,Papar
77,2019-01-01,hospital_moh,Sabah,Papar
77,2020-01-01,hospital_moh,Sabah,Papar
77,2021-01-01,hospital_moh,Sabah,Papar
77,2022-01-01,hospital_moh,Sabah,Papar
0,2015-01-01,hospital_non_moh,Sabah,Papar
0,2016-01-01,hospital_non_moh,Sabah,Papar
0,2017-01-01,hospital_non_moh,Sabah,Papar
0,2018-01-01,hospital_non_moh,Sabah,Papar
0,2019-01-01,hospital_non_moh,Sabah,Papar
0,2020-01-01,hospital_non_moh,Sabah,Papar
0,2021-01-01,hospital_non_moh,Sabah,Papar
0,2022-01-01,hospital_non_moh,Sabah,Papar
0,2015-01-01,special_medical_institution,Sabah,Papar
0,2016-01-01,special_medical_institution,Sabah,Papar
0,2017-01-01,special_medical_institution,Sabah,Papar
0,2018-01-01,special_medical_institution,Sabah,Papar
0,2019-01-01,special_medical_institution,Sabah,Papar
0,2020-01-01,special_medical_institution,Sabah,Papar
0,2021-01-01,special_medical_institution,Sabah,Papar
0,2022-01-01,special_medical_institution,Sabah,Papar
0,2015-01-01,all,Sabah,Penampang
0,2016-01-01,all,Sabah,Penampang
0,2017-01-01,all,Sabah,Penampang
0,2018-01-01,all,Sabah,Penampang
0,2019-01-01,all,Sabah,Penampang
0,2020-01-01,all,Sabah,Penampang
0,2021-01-01,all,Sabah,Penampang
0,2022-01-01,all,Sabah,Penampang
0,2015-01-01,hospital_moh,Sabah,Penampang
0,2016-01-01,hospital_moh,Sabah,Penampang
0,2017-01-01,hospital_moh,Sabah,Penampang
0,2018-01-01,hospital_moh,Sabah,Penampang
0,2019-01-01,hospital_moh,Sabah,Penampang
0,2020-01-01,hospital_moh,Sabah,Penampang
0,2021-01-01,hospital_moh,Sabah,Penampang
0,2022-01-01,hospital_moh,Sabah,Penampang
0,2015-01-01,hospital_non_moh,Sabah,Penampang
0,2016-01-01,hospital_non_moh,Sabah,Penampang
0,2017-01-01,hospital_non_moh,Sabah,Penampang
0,2018-01-01,hospital_non_moh,Sabah,Penampang
0,2019-01-01,hospital_non_moh,Sabah,Penampang
0,2020-01-01,hospital_non_moh,Sabah,Penampang
0,2021-01-01,hospital_non_moh,Sabah,Penampang
0,2022-01-01,hospital_non_moh,Sabah,Penampang
0,2015-01-01,special_medical_institution,Sabah,Penampang
0,2016-01-01,special_medical_institution,Sabah,Penampang
0,2017-01-01,special_medical_institution,Sabah,Penampang
0,2018-01-01,special_medical_institution,Sabah,Penampang
0,2019-01-01,special_medical_institution,Sabah,Penampang
0,2020-01-01,special_medical_institution,Sabah,Penampang
0,2021-01-01,special_medical_institution,Sabah,Penampang
0,2022-01-01,special_medical_institution,Sabah,Penampang
48,2015-01-01,all,Sabah,Pitas
48,2016-01-01,all,Sabah,Pitas
72,2017-01-01,all,Sabah,Pitas
72,2018-01-01,all,Sabah,Pitas
72,2019-01-01,all,Sabah,Pitas
72,2020-01-01,all,Sabah,Pitas
72,2021-01-01,all,Sabah,Pitas
72,2022-01-01,all,Sabah,Pitas
48,2015-01-01,hospital_moh,Sabah,Pitas
48,2016-01-01,hospital_moh,Sabah,Pitas
72,2017-01-01,hospital_moh,Sabah,Pitas
72,2018-01-01,hospital_moh,Sabah,Pitas
72,2019-01-01,hospital_moh,Sabah,Pitas
72,2020-01-01,hospital_moh,Sabah,Pitas
72,2021-01-01,hospital_moh,Sabah,Pitas
72,2022-01-01,hospital_moh,Sabah,Pitas
0,2015-01-01,hospital_non_moh,Sabah,Pitas
0,2016-01-01,hospital_non_moh,Sabah,Pitas
0,2017-01-01,hospital_non_moh,Sabah,Pitas
0,2018-01-01,hospital_non_moh,Sabah,Pitas
0,2019-01-01,hospital_non_moh,Sabah,Pitas
0,2020-01-01,hospital_non_moh,Sabah,Pitas
0,2021-01-01,hospital_non_moh,Sabah,Pitas
0,2022-01-01,hospital_non_moh,Sabah,Pitas
0,2015-01-01,special_medical_institution,Sabah,Pitas
0,2016-01-01,special_medical_institution,Sabah,Pitas
0,2017-01-01,special_medical_institution,Sabah,Pitas
0,2018-01-01,special_medical_institution,Sabah,Pitas
0,2019-01-01,special_medical_institution,Sabah,Pitas
0,2020-01-01,special_medical_institution,Sabah,Pitas
0,2021-01-01,special_medical_institution,Sabah,Pitas
0,2022-01-01,special_medical_institution,Sabah,Pitas
0,2015-01-01,all,Sabah,Putatan
0,2016-01-01,all,Sabah,Putatan
0,2017-01-01,all,Sabah,Putatan
0,2018-01-01,all,Sabah,Putatan
0,2019-01-01,all,Sabah,Putatan
0,2020-01-01,all,Sabah,Putatan
0,2021-01-01,all,Sabah,Putatan
0,2022-01-01,all,Sabah,Putatan
0,2015-01-01,hospital_moh,Sabah,Putatan
0,2016-01-01,hospital_moh,Sabah,Putatan
0,2017-01-01,hospital_moh,Sabah,Putatan
0,2018-01-01,hospital_moh,Sabah,Putatan
0,2019-01-01,hospital_moh,Sabah,Putatan
0,2020-01-01,hospital_moh,Sabah,Putatan
0,2021-01-01,hospital_moh,Sabah,Putatan
0,2022-01-01,hospital_moh,Sabah,Putatan
0,2015-01-01,hospital_non_moh,Sabah,Putatan
0,2016-01-01,hospital_non_moh,Sabah,Putatan
0,2017-01-01,hospital_non_moh,Sabah,Putatan
0,2018-01-01,hospital_non_moh,Sabah,Putatan
0,2019-01-01,hospital_non_moh,Sabah,Putatan
0,2020-01-01,hospital_non_moh,Sabah,Putatan
0,2021-01-01,hospital_non_moh,Sabah,Putatan
0,2022-01-01,hospital_non_moh,Sabah,Putatan
0,2015-01-01,special_medical_institution,Sabah,Putatan
0,2016-01-01,special_medical_institution,Sabah,Putatan
0,2017-01-01,special_medical_institution,Sabah,Putatan
0,2018-01-01,special_medical_institution,Sabah,Putatan
0,2019-01-01,special_medical_institution,Sabah,Putatan
0,2020-01-01,special_medical_institution,Sabah,Putatan
0,2021-01-01,special_medical_institution,Sabah,Putatan
