asset_id,asset_name,category,state,district,lat,lon,nearest_pt_name,nearest_pt_type,distance_to_pt_m,distance_to_pt_km,nearest_bus_name,distance_to_bus_km,nearest_rail_name,distance_to_rail_km,nearest_ferry_name,distance_to_ferry_km,pt_access_tier
OSM_node_4344362719,Unnamed Viewpoint,Viewpoint,Pahang,Cameron Highland,4.522779,101.396046,Bee farm stop from Tanah rata,Bus Stop,2046.7,2.047,Bee farm stop from Tanah rata,2.047,Tasek,33.827,Unnamed Ferry Terminal,35.851,Limited Access
OSM_node_4699501590,Unnamed Viewpoint,Viewpoint,Pahang,Cameron Highland,4.522293,101.397917,Bee farm stop from Tanah rata,Bus Stop,1875.6,1.876,Bee farm stop from Tanah rata,1.876,Tasek,34.038,Unnamed Ferry Terminal,36.065,Limited Access
OSM_node_4837938843,Unnamed Viewpoint,Viewpoint,Pahang,Cameron Highland,4.464949,101.39119,Unnamed Bus Station / Terminal,Bus Terminal,953.2,0.953,Unnamed Bus Station / Terminal,0.953,Kampar,31.945,Unnamed Ferry Terminal,37.881,Moderate Access
OSM_node_5806423855,Unnamed Viewpoint,Viewpoint,Pahang,Cameron Highland,4.468684,101.387647,Unnamed Bus Station / Terminal,Bus Terminal,495.9,0.496,Unnamed Bus Station / Terminal,0.496,Kampar,31.858,Unnamed Ferry Terminal,37.34,Moderate Access
OSM_node_6041974510,Unnamed Viewpoint,Viewpoint,Pahang,Cameron Highland,4.482629,101.366124,Golden hills local bus,Bus Stop,1000.2,1.0,Golden hills local bus,1.0,Kampar,30.917,Unnamed Ferry Terminal,34.508,Limited Access
OSM_node_6387070662,Unnamed Viewpoint,Viewpoint,Pahang,Cameron Highland,4.477739,101.361275,Golden hills local bus,Bus Stop,1753.3,1.753,Golden hills local bus,1.753,Kampar,30.155,Unnamed Ferry Terminal,34.284,Limited Access
OSM_node_6387070664,Unnamed Viewpoint,Viewpoint,Pahang,Cameron Highland,4.475197,101.360986,Bus Stop (From KL),Bus Stop,1705.7,1.706,Bus Stop (From KL),1.706,Kampar,29.95,Unnamed Ferry Terminal,34.391,Limited Access
OSM_node_6501503707,Unnamed Viewpoint,Viewpoint,Pahang,Cameron Highland,4.454322,101.368431,Bus Stop (From KL),Bus Stop,1825.8,1.826,Bus Stop (From KL),1.826,Kampar,29.196,Unnamed Ferry Terminal,36.267,Limited Access
OSM_node_10266497173,Unnamed Viewpoint,Viewpoint,Pahang,Cameron Highland,4.505651,101.40934,Unnamed Bus Stop,Bus Stop,257.3,0.257,Unnamed Bus Stop,0.257,Tasek,35.988,Unnamed Ferry Terminal,37.873,High Access
OSM_node_11338901039,Unnamed Viewpoint,Viewpoint,Pahang,Cameron Highland,4.52246,101.395118,Bee farm stop from Tanah rata,Bus Stop,2088.6,2.089,Bee farm stop from Tanah rata,2.089,Tasek,33.749,Unnamed Ferry Terminal,35.765,Limited Access
OSM_node_11338901041,Unnamed Viewpoint,Viewpoint,Pahang,Cameron Highland,4.524199,101.381772,Bee farm stop from Tanah rata,Bus Stop,3376.5,3.377,Bee farm stop from Tanah rata,3.376,Tasek,32.332,Unnamed Ferry Terminal,34.3,Low Access
OSM_node_11338901043,Unnamed Viewpoint,Viewpoint,Pahang,Cameron Highland,4.521815,101.398819,Bee farm stop from Tanah rata,Bus Stop,1774.2,1.774,Bee farm stop from Tanah rata,1.774,Tasek,34.151,Unnamed Ferry Terminal,36.177,Limited Access
OSM_node_12612793206,Unnamed Viewpoint,Viewpoint,Pahang,Cameron Highland,4.438763,101.5801,Unnamed Bus Stop,Bus Stop,20571.0,20.571,Unnamed Bus Stop,20.571,Aur Gading,38.933,Unnamed Ferry Terminal,58.222,Low Access
OSM_node_12612795391,Unnamed Viewpoint,Viewpoint,Pahang,Cameron Highland,4.432471,101.546034,Unnamed Bus Stop,Bus Stop,16755.8,16.756,Unnamed Bus Stop,16.756,Aur Gading,42.483,Unnamed Ferry Terminal,54.969,Low Access
OSM_node_12670188323,Unnamed Viewpoint,Viewpoint,Pahang,Cameron Highland,4.450077,101.365228,Bus Stop (From KL),Bus Stop,2404.9,2.405,Bus Stop (From KL),2.405,Kampar,28.635,Unnamed Ferry Terminal,36.214,Limited Access
OSM_node_12670196773,Unnamed Viewpoint,Viewpoint,Pahang,Cameron Highland,4.450391,101.366398,Bus Stop (From KL),Bus Stop,2316.4,2.316,Bus Stop (From KL),2.316,Kampar,28.762,Unnamed Ferry Terminal,36.305,Limited Access
OSM_node_12670241450,Unnamed Viewpoint,Viewpoint,Pahang,Cameron Highland,4.453834,101.367561,Bus Stop (From KL),Bus Stop,1916.0,1.916,Bus Stop (From KL),1.916,Kampar,29.086,Unnamed Ferry Terminal,36.213,Limited Access
OSM_node_12670242203,Unnamed Viewpoint,Viewpoint,Pahang,Cameron Highland,4.451531,101.366087,Bus Stop (From KL),Bus Stop,2217.8,2.218,Bus Stop (From KL),2.218,Kampar,28.806,Unnamed Ferry Terminal,36.208,Limited Access
OSM_node_12988846959,Unnamed Viewpoint,Viewpoint,Pahang,Cameron Highland,4.485921,101.369042,Golden hills local bus,Bus Stop,548.5,0.548,Golden hills local bus,0.549,Kampar,31.4,Unnamed Ferry Terminal,34.632,Moderate Access
OSM_node_14071783577,Unnamed Viewpoint,Viewpoint,Pahang,Cameron Highland,4.542883,101.418157,Mossy Mountain,Bus Stop,3941.4,3.941,Mossy Mountain,3.941,Tasek,35.229,Unnamed Ferry Terminal,37.582,Low Access
OSM_node_4282570190,View Point,Viewpoint,Pahang,Cameron Highland,4.456942,101.366726,Bus Stop (From KL),Bus Stop,1664.4,1.664,Bus Stop (From KL),1.664,Kampar,29.211,Unnamed Ferry Terminal,35.955,Limited Access
OSM_node_6454487485,View of rolling tea hills,Viewpoint,Pahang,Cameron Highland,4.515911,101.405981,Mossy Mountain,Bus Stop,823.1,0.823,Mossy Mountain,0.823,Tasek,35.15,Unnamed Ferry Terminal,37.139,Moderate Access
OSM_node_6146971883,Watchtower,Viewpoint,Pahang,Cameron Highland,4.524947,101.380949,Bee farm stop from Tanah rata,Bus Stop,3497.4,3.497,Bee farm stop from Tanah rata,3.497,Tasek,32.213,Unnamed Ferry Terminal,34.187,Low Access
OSM_node_6615808785,nice view,Viewpoint,Pahang,Cameron Highland,4.472817,101.400541,Unnamed Bus Station / Terminal,Bus Terminal,1992.2,1.992,Unnamed Bus Station / Terminal,1.992,Kampar,33.294,Unnamed Ferry Terminal,38.41,Limited Access
OSM_node_10266545674,rooftop,Viewpoint,Pahang,Cameron Highland,4.48778,101.378695,Unnamed Bus Stop,Bus Stop,285.0,0.285,Unnamed Bus Stop,0.285,Kampar,32.355,Unnamed Ferry Terminal,35.507,High Access
OSM_node_5806409155,view,Viewpoint,Pahang,Cameron Highland,4.471348,101.387771,Unnamed Bus Station / Terminal,Bus Terminal,618.9,0.619,Unnamed Bus Station / Terminal,0.619,Kampar,32.041,Unnamed Ferry Terminal,37.216,Moderate Access
OSM_node_12926408872,Lata Celai,Waterfall,Pahang,Cameron Highland,4.456915,101.498933,Unnamed Bus Stop,Bus Stop,11519.8,11.52,Unnamed Bus Stop,11.52,Kampar,41.993,Unnamed Ferry Terminal,49.102,Low Access
OSM_node_11338930621,Maya Waterfall,Waterfall,Pahang,Cameron Highland,4.460478,101.388207,Unnamed Bus Station / Terminal,Bus Terminal,1014.3,1.014,Unnamed Bus Station / Terminal,1.014,Kampar,31.392,Unnamed Ferry Terminal,37.824,Limited Access
OSM_node_1447892295,Parit Falls,Waterfall,Pahang,Cameron Highland,4.475304,101.383522,Terminal Freesia,Bus Stop,731.5,0.732,Terminal Freesia,0.731,Kampar,31.921,Unnamed Ferry Terminal,36.597,Moderate Access
OSM_node_1446135122,Robinson Falls,Waterfall,Pahang,Cameron Highland,4.463599,101.387749,Unnamed Bus Station / Terminal,Bus Terminal,711.8,0.712,Unnamed Bus Station / Terminal,0.712,Kampar,31.545,Unnamed Ferry Terminal,37.614,Moderate Access
OSM_node_2492778319,Unnamed Waterfall,Waterfall,Pahang,Cameron Highland,4.452815,101.366859,Bus Stop (From KL),Bus Stop,2052.0,2.052,Bus Stop (From KL),2.052,Kampar,28.958,Unnamed Ferry Terminal,36.206,Limited Access
OSM_node_2647323697,Butterfly Garden,Zoo,Pahang,Cameron Highland,4.507465,101.407097,Bee farm stop from Tanah rata,Bus Stop,165.9,0.166,Bee farm stop from Tanah rata,0.166,Tasek,35.675,Unnamed Ferry Terminal,37.57,High Access
OSM_way_360451797,Taman Rama-rama,Zoo,Pahang,Cameron Highland,4.507327,101.406931,Bee farm stop from Tanah rata,Bus Stop,189.1,0.189,Bee farm stop from Tanah rata,0.189,Tasek,35.665,Unnamed Ferry Terminal,37.558,High Access
OSM_node_11338930623,Unnamed Zoo,Zoo,Pahang,Cameron Highland,4.465574,101.386005,Unnamed Bus Station / Terminal,Bus Terminal,420.4,0.42,Unnamed Bus Station / Terminal,0.42,Kampar,31.51,Unnamed Ferry Terminal,37.34,Moderate Access
OSM_way_1305974224,Kelah Square,Aquarium,Pahang,Jerantut,4.38568,102.400373,Jeti Mutiara Taman Negara,Ferry Terminal,129.8,0.13,Unnamed Bus Stop,0.431,Batu Sembilan,35.07,Jeti Mutiara Taman Negara,0.13,High Access
OSM_node_5820134367,Beach,Attraction,Pahang,Jerantut,4.384207,102.401648,Jeti Kuala Tahan,Ferry Terminal,77.6,0.078,Unnamed Bus Stop,0.243,Batu Sembilan,35.067,Jeti Kuala Tahan,0.078,High Access
OSM_node_7111234185,Canopy walkway start,Attraction,Pahang,Jerantut,4.390646,102.407981,Jeti Mutiara Taman Negara,Ferry Terminal,1054.8,1.055,Local bus to Jerantut 10am and 5 pm,1.163,Batu Sembilan,36.067,Jeti Mutiara Taman Negara,1.055,Limited Access
OSM_node_6297525986,Gua Kota Gelanggi,Attraction,Pahang,Jerantut,3.893355,102.474289,Jeransang,Railway / Transit Station,12930.2,12.93,Taman Negara Tour Counter,13.575,Jeransang,12.93,Unnamed Ferry Terminal,26.306,Low Access
OSM_node_8842348172,Kota Jin,Attraction,Pahang,Jerantut,3.886825,102.479174,Jeransang,Railway / Transit Station,13267.8,13.268,Taman Negara Tour Counter,14.334,Jeransang,13.268,Unnamed Ferry Terminal,27.207,Low Access
OSM_node_11182921838,Orang Asli Village,Attraction,Pahang,Jerantut,4.390448,102.417286,NKS Bus Station,Bus Terminal,1905.6,1.906,NKS Bus Station,1.906,Batu Sembilan,36.83,Jeti Kuala Tahan,1.935,Limited Access
OSM_node_12258884546,Taman Negara Pahang Kuala Tahan,Attraction,Pahang,Jerantut,4.385314,102.400246,Jeti Mutiara Taman Negara,Ferry Terminal,97.5,0.098,Unnamed Bus Stop,0.398,Batu Sembilan,35.032,Jeti Mutiara Taman Negara,0.098,High Access
OSM_node_5820149357,Terrain de volley-ball,Attraction,Pahang,Jerantut,4.384171,102.401866,Jeti Kuala Tahan,Ferry Terminal,91.5,0.091,Unnamed Bus Stop,0.24,Batu Sembilan,35.082,Jeti Kuala Tahan,0.092,High Access
OSM_node_3901387632,Titian Silara,Attraction,Pahang,Jerantut,4.393289,102.409554,Jeti Mutiara Taman Negara,Ferry Terminal,1381.2,1.381,Local bus to Jerantut 10am and 5 pm,1.504,Batu Sembilan,36.392,Jeti Mutiara Taman Negara,1.381,Limited Access
OSM_node_4459746993,Unnamed Attraction,Attraction,Pahang,Jerantut,3.784546,102.440635,Jenderak,Railway / Transit Station,9379.5,9.38,Unnamed Bus Stop,10.613,Jenderak,9.379,Unnamed Ferry Terminal,34.537,Low Access
OSM_node_6105074487,Unnamed Attraction,Attraction,Pahang,Jerantut,3.933916,102.358721,Taman Negara Tour Counter,Bus Terminal,31.0,0.031,Taman Negara Tour Counter,0.031,Jerantut,0.374,Unnamed Ferry Terminal,15.812,High Access
OSM_node_13518302645,art street,Attraction,Pahang,Jerantut,3.934505,102.358635,Taman Negara Tour Counter,Bus Terminal,94.3,0.094,Taman Negara Tour Counter,0.094,Jerantut,0.309,Unnamed Ferry Terminal,15.747,High Access
OSM_node_13518302646,murals,Attraction,Pahang,Jerantut,3.933851,102.358437,Taman Negara Tour Counter,Bus Terminal,53.2,0.053,Taman Negara Tour Counter,0.053,Jerantut,0.373,Unnamed Ferry Terminal,15.81,High Access
OSM_way_955298245,Pasir Tempan,Beach,Pahang,Jerantut,4.445144,102.464248,Jeti Kuala Terenggan,Ferry Terminal,2986.8,2.987,Local bus to Jerantut 10am and 5 pm,9.834,Batu Sembilan,44.751,Jeti Kuala Terenggan,2.987,Limited Access
OSM_node_12098088511,Lloyd Smith Crash Site 1972,Historic Site (Crash Site),Pahang,Jerantut,4.601562,102.254334,Lata Berkoh,Ferry Terminal,23486.0,23.486,Unnamed Bus Stop,29.319,Teluk Gunung,29.298,Lata Berkoh,23.486,Low Access
OSM_node_9807957556,Kompleks Galeri Mat Kilau,Museum,Pahang,Jerantut,3.903215,102.453309,Taman Negara Tour Counter,Bus Terminal,11017.5,11.018,Taman Negara Tour Counter,11.017,Jeransang,11.148,Unnamed Ferry Terminal,23.958,Low Access
OSM_node_1725089065,Bukit Botak,Viewpoint,Pahang,Jerantut,4.628853,102.226491,Merapoh,Railway / Transit Station,25784.4,25.784,Unnamed Bus Stop,33.564,Merapoh,25.784,Lata Berkoh,27.784,Low Access
OSM_node_4118561789,Bukit Indah,Viewpoint,Pahang,Jerantut,4.398123,102.42297,Unnamed Ferry Terminal,Ferry Terminal,1308.8,1.309,NKS Bus Station,2.919,Batu Sembilan,37.864,Unnamed Ferry Terminal,1.309,Limited Access
OSM_node_1225975686,Bukit Teresek,Viewpoint,Pahang,Jerantut,4.399931,102.407919,Jeti Mutiara Taman Negara,Ferry Terminal,1884.8,1.885,Local bus to Jerantut 10am and 5 pm,2.092,Batu Sembilan,36.754,Jeti Mutiara Taman Negara,1.885,Limited Access
OSM_node_2450345017,Bumbun Blau,Viewpoint,Pahang,Jerantut,4.369192,102.384514,Unnamed Bus Stop,Bus Stop,1926.4,1.926,Unnamed Bus Stop,1.926,Batu Sembilan,32.539,Unnamed Ferry Terminal,2.394,Limited Access
OSM_node_12095747928,Bumbun Cegar Anjing,Viewpoint,Pahang,Jerantut,4.406885,102.399949,Unnamed Ferry Terminal,Ferry Terminal,2458.0,2.458,Unnamed Bus Stop,2.764,Batu Sembilan,36.649,Unnamed Ferry Terminal,2.458,Limited Access
OSM_node_4533790782,Bumbun Kumbang,Viewpoint,Pahang,Jerantut,4.447027,102.436857,Jeti Kuala Terenggan,Ferry Terminal,1771.0,1.771,Local bus to Jerantut 10am and 5 pm,8.18,Batu Sembilan,42.693,Jeti Kuala Terenggan,1.771,Limited Access
OSM_node_4527898890,Bumbun Tabing,Viewpoint,Pahang,Jerantut,4.408772,102.403801,Jeti Mutiara Taman Negara,Ferry Terminal,2707.4,2.707,Local bus to Jerantut 10am and 5 pm,2.975,Batu Sembilan,37.1,Jeti Mutiara Taman Negara,2.707,Limited Access
OSM_node_4614024289,Bumbun Tahan,Viewpoint,Pahang,Jerantut,4.386869,102.403961,Jeti Mutiara Taman Negara,Ferry Terminal,445.3,0.445,Local bus to Jerantut 10am and 5 pm,0.58,Batu Sembilan,35.455,Jeti Mutiara Taman Negara,0.445,Moderate Access
OSM_node_12095747730,Bumbun Yong,Viewpoint,Pahang,Jerantut,4.358693,102.383233,Unnamed Bus Stop,Bus Stop,1758.4,1.758,Unnamed Bus Stop,1.758,Batu Sembilan,31.67,Unnamed Ferry Terminal,3.404,Limited Access
OSM_node_4607325890,Sunrise viewpoint,Viewpoint,Pahang,Jerantut,3.916005,102.318878,Batu satu,Bus Stop,4015.6,4.016,Batu satu,4.016,Jerantut,4.91,Unnamed Ferry Terminal,17.075,Low Access
OSM_node_1225974832,Unnamed Viewpoint,Viewpoint,Pahang,Jerantut,4.395766,102.408237,Jeti Mutiara Taman Negara,Ferry Terminal,1499.6,1.5,Local bus to Jerantut 10am and 5 pm,1.674,Batu Sembilan,36.468,Jeti Mutiara Taman Negara,1.5,Limited Access
OSM_node_3452491223,Unnamed Viewpoint,Viewpoint,Pahang,Jerantut,3.933328,102.350259,Sek. keb. jerantut,Bus Stop,878.5,0.878,Sek. keb. jerantut,0.879,Jerantut,0.931,Unnamed Ferry Terminal,15.62,Moderate Access
OSM_node_7111234285,Unnamed Viewpoint,Viewpoint,Pahang,Jerantut,4.393749,102.411403,Jeti Mutiara Taman Negara,Ferry Terminal,1567.0,1.567,Local bus to Jerantut 10am and 5 pm,1.666,Batu Sembilan,36.579,Jeti Mutiara Taman Negara,1.567,Limited Access
OSM_node_10207423063,Unnamed Viewpoint,Viewpoint,Pahang,Jerantut,4.626111,102.233244,Merapoh,Railway / Transit Station,26588.6,26.589,Unnamed Bus Stop,32.885,Merapoh,26.589,Lata Berkoh,27.073,Low Access
OSM_node_12097497420,Unnamed Viewpoint,Viewpoint,Pahang,Jerantut,4.574588,102.277546,Lata Berkoh,Ferry Terminal,19542.7,19.543,Unnamed Bus Stop,25.405,Sungai Yu,32.344,Lata Berkoh,19.543,Low Access
OSM_node_13718168869,Unnamed Viewpoint,Viewpoint,Pahang,Jerantut,4.493217,102.48236,Kuala Keniam Jetty,Ferry Terminal,2854.1,2.854,Local bus to Jerantut 10am and 5 pm,15.217,Batu Sembilan,49.886,Kuala Keniam Jetty,2.854,Limited Access
OSM_node_12095741465,Air Terjun Empat Tingkat,Waterfall,Pahang,Jerantut,4.649604,102.241151,Merapoh,Railway / Transit Station,26843.5,26.843,Chiku 2,32.041,Merapoh,26.843,Lata Berkoh,28.64,Low Access
OSM_node_10877066607,Bergut Fall,Waterfall,Pahang,Jerantut,3.883159,102.292778,Batu satu,Bus Stop,8164.5,8.165,Batu satu,8.165,Jeransang,8.205,Unnamed Ferry Terminal,20.873,Low Access
OSM_node_5315255682,Berumbun falls Jerantun,Waterfall,Pahang,Jerantut,3.89404,102.129633,"Kampung Peruas, Jalan Dong - Ulu Dong",Bus Stop,13440.5,13.441,"Kampung Peruas, Jalan Dong - Ulu Dong",13.44,Sungai Lik,23.364,Unnamed Ferry Terminal,28.434,Low Access
OSM_node_1725472221,Four Steps Waterfall,Waterfall,Pahang,Jerantut,4.643321,102.269598,Lata Berkoh,Ferry Terminal,26377.2,26.377,Unnamed Bus Stop,32.463,Merapoh,30.074,Lata Berkoh,26.377,Low Access
OSM_node_10877095290,Gehol Fall,Waterfall,Pahang,Jerantut,3.88584,102.298953,Batu satu,Bus Stop,7429.2,7.429,Batu satu,7.429,Jeransang,7.666,Unnamed Ferry Terminal,20.503,Low Access
OSM_node_1637936320,Lata Berkoh,Waterfall,Pahang,Jerantut,4.44328,102.384851,Lata Berkoh,Ferry Terminal,804.6,0.805,Unnamed Bus Stop,7.043,Batu Sembilan,38.509,Lata Berkoh,0.805,Moderate Access
OSM_node_2737862268,Lata Meraung,Waterfall,Pahang,Jerantut,3.863462,102.294396,Jeransang,Railway / Transit Station,7612.7,7.613,Batu satu,9.411,Jeransang,7.613,Unnamed Ferry Terminal,23.022,Low Access
OSM_node_2737815691,Sg. Salan Waterfall,Waterfall,Pahang,Jerantut,4.015933,102.470083,Unnamed Bus Stop,Bus Stop,7537.0,7.537,Unnamed Bus Stop,7.537,Jerantut,15.231,Unnamed Ferry Terminal,18.114,Low Access
OSM_node_11182921837,Teras Waterfall,Waterfall,Pahang,Jerantut,4.407763,102.429613,Unnamed Ferry Terminal,Ferry Terminal,459.7,0.46,NKS Bus Station,4.184,Batu Sembilan,39.123,Unnamed Ferry Terminal,0.46,Moderate Access
