asset_id,asset_name,category,state,district,lat,lon,nearest_pt_name,nearest_pt_type,distance_to_pt_m,distance_to_pt_km,nearest_bus_name,distance_to_bus_km,nearest_rail_name,distance_to_rail_km,nearest_ferry_name,distance_to_ferry_km,pt_access_tier
OSM_way_704782171,Istana Flintstone,Historic Site (Castle),Johor,Mersing,2.365621,103.897355,Kampung Seri Pantai,Bus Stop,5336.9,5.337,Kampung Seri Pantai,5.337,Terminal Bas dan Teksi Bandar Mersing,10.228,Jetty Mersing,10.042,Low Access
OSM_node_5864642785,Unnamed Viewpoint,Viewpoint,Johor,Mersing,2.432588,103.844147,Majlis Daerah Mersing,Bus Stop,337.0,0.337,Majlis Daerah Mersing,0.337,Terminal Bas dan Teksi Bandar Mersing,1.302,Jetty Mersing,0.634,High Access
OSM_node_6634683373,Unnamed Viewpoint,Viewpoint,Johor,Mersing,2.516631,103.977708,Jeti Pulau Besar,Ferry Terminal,9510.1,9.51,Dataran Air Papan,15.853,Terminal Bas dan Teksi Bandar Mersing,18.716,Jeti Pulau Besar,9.51,Low Access
OSM_node_6634683381,Unnamed Viewpoint,Viewpoint,Johor,Mersing,2.518691,103.977145,Jeti Pulau Besar,Ferry Terminal,9738.1,9.738,Dataran Air Papan,15.794,Terminal Bas dan Teksi Bandar Mersing,18.779,Jeti Pulau Besar,9.738,Low Access
OSM_node_7271737985,Unnamed Viewpoint,Viewpoint,Johor,Mersing,2.4276,103.849474,Pejabat Agama Daerah Mersing,Bus Stop,307.9,0.308,Pejabat Agama Daerah Mersing,0.308,Terminal Bas dan Teksi Bandar Mersing,1.923,Jetty Mersing,1.417,High Access
OSM_node_12855986251,Unnamed Viewpoint,Viewpoint,Johor,Mersing,2.51161,103.838283,Dataran Air Papan,Bus Stop,544.4,0.544,Dataran Air Papan,0.544,Terminal Bas dan Teksi Bandar Mersing,8.944,Jetty Mersing,8.531,Moderate Access
OSM_node_13578421911,Unnamed Viewpoint,Viewpoint,Johor,Mersing,2.518921,103.377015,Jeti Kg Semaloi,Ferry Terminal,30103.5,30.104,Unnamed Bus Stop,30.109,Bekok,36.939,Jeti Kg Semaloi,30.104,Low Access
OSM_node_13578454456,Air Terjun Lemakoh,Waterfall,Johor,Mersing,2.489263,103.442062,Jeti Kg Semaloi,Ferry Terminal,25534.2,25.534,Unnamed Bus Stop,26.519,Bekok,40.803,Jeti Kg Semaloi,25.534,Low Access
OSM_node_11149720117,Batu Hampar,Waterfall,Johor,Mersing,2.503906,103.343912,Pusat Rekreasi Kolam Air Panas Labis,Bus Stop,32638.1,32.638,Pusat Rekreasi Kolam Air Panas Labis,32.638,Bekok,33.108,Jeti Kg Semaloi,34.142,Low Access
OSM_node_11149720118,Takah Kunyit,Waterfall,Johor,Mersing,2.496497,103.336764,Pusat Rekreasi Kolam Air Panas Labis,Bus Stop,31759.3,31.759,Pusat Rekreasi Kolam Air Panas Labis,31.759,Bekok,31.966,Jeti Kg Semaloi,35.205,Low Access
OSM_node_13930555998,Terentam falls,Waterfall,Johor,Mersing,2.562671,103.36135,Unnamed Bus Stop,Bus Stop,28321.5,28.322,Unnamed Bus Stop,28.322,Bekok,39.157,Jeti Kg Semaloi,30.165,Low Access
OSM_node_5362721637,Upeh Guling,Waterfall,Johor,Mersing,2.511747,103.349919,Unnamed Bus Stop,Bus Stop,32844.3,32.844,Unnamed Bus Stop,32.844,Bekok,34.191,Jeti Kg Semaloi,33.183,Low Access
OSM_node_13518302746,Incredible murals,Attraction,Johor,Muar,2.047645,102.567156,Unnamed Bus Station / Terminal,Bus Terminal,277.4,0.277,Unnamed Bus Station / Terminal,0.277,Unnamed Transit Station,10.824,Unnamed Ferry Terminal,1.561,High Access
OSM_node_12785286933,Laman Bakau Parit Kassim,Attraction,Johor,Muar,1.962043,102.621825,Unnamed Bus Stop,Bus Stop,2133.4,2.133,Unnamed Bus Stop,2.133,Unnamed Transit Station,22.063,Unnamed Ferry Terminal,12.293,Limited Access
OSM_node_13518302747,Lane full of murals,Attraction,Johor,Muar,2.048453,102.568154,Terminal Bentayan Muar,Bus Terminal,318.6,0.319,Terminal Bentayan Muar,0.319,Unnamed Transit Station,10.827,Unnamed Ferry Terminal,1.667,High Access
OSM_node_7241795307,Royal Customs and Excise Building,Attraction,Johor,Muar,2.047585,102.566071,Unnamed Bus Station / Terminal,Bus Terminal,161.2,0.161,Unnamed Bus Station / Terminal,0.161,Unnamed Transit Station,10.753,Unnamed Ferry Terminal,1.441,High Access
OSM_way_857108706,Rumah Lama Alsaeed,Attraction,Johor,Muar,2.059999,102.574878,Klinik Kesihatan Bandar Maharani,Bus Stop,202.5,0.203,Klinik Kesihatan Bandar Maharani,0.203,Unnamed Transit Station,10.428,Muar Jetty,2.704,High Access
OSM_node_7097469885,Sunset View,Attraction,Johor,Muar,2.046485,102.550458,Unnamed Ferry Terminal,Ferry Terminal,399.8,0.4,Unnamed Bus Station / Terminal,1.591,Unnamed Transit Station,9.856,Unnamed Ferry Terminal,0.4,High Access
OSM_relation_12243606,Uptown Maharani,Attraction,Johor,Muar,2.046052,102.566166,RHB,Bus Stop,158.5,0.159,RHB,0.159,Unnamed Transit Station,10.892,Unnamed Ferry Terminal,1.478,High Access
OSM_node_6038536785,crown of johor,Attraction,Johor,Muar,2.043264,102.566726,RHB,Bus Stop,345.8,0.346,RHB,0.346,Unnamed Transit Station,11.173,Unnamed Ferry Terminal,1.63,High Access
OSM_way_963402675,Pasir Gemang,Beach,Johor,Muar,1.857462,102.702384,Unnamed Bus Stop,Bus Stop,7789.0,7.789,Unnamed Bus Stop,7.789,Unnamed Transit Station,36.723,Terminal Minyak Beku,22.307,Low Access
OSM_node_8226751375,Rumah Persinggahan Sultan,Historic Site (Castle),Johor,Muar,2.046116,102.560491,RHB,Bus Stop,480.1,0.48,RHB,0.48,Unnamed Transit Station,10.504,Unnamed Ferry Terminal,0.868,Moderate Access
OSM_node_7241667467,Chiang Chuan association Muar,Historic Site (Manor),Johor,Muar,2.046331,102.568265,RHB,Bus Stop,393.4,0.393,RHB,0.393,Unnamed Transit Station,11.015,Unnamed Ferry Terminal,1.702,High Access
OSM_node_8632037768,rumah aku,Historic Site (Manor),Johor,Muar,2.055326,102.655654,Unnamed Bus Stop,Bus Stop,2797.4,2.797,Unnamed Bus Stop,2.797,Unnamed Transit Station,18.343,Unnamed Ferry Terminal,8.321,Limited Access
OSM_node_11887882141,Kota Biawak Busuk,Historic Site (Memorial),Johor,Muar,2.051157,102.570277,Terminal Bentayan Muar,Bus Terminal,50.7,0.051,Terminal Bentayan Muar,0.051,Unnamed Transit Station,10.757,Unnamed Ferry Terminal,1.919,High Access
OSM_node_4428820478,Kubu Bentayan,Historic Site (Memorial),Johor,Muar,2.050881,102.570195,Terminal Bentayan Muar,Bus Terminal,25.5,0.025,Terminal Bentayan Muar,0.025,Unnamed Transit Station,10.774,Unnamed Ferry Terminal,1.906,High Access
OSM_node_11887898412,Tapak Sejarah Kota Buruk,Historic Site (Memorial),Johor,Muar,2.115718,102.605061,Unnamed Bus Stop,Bus Stop,3205.5,3.205,Unnamed Bus Stop,3.206,Unnamed Transit Station,11.134,Jeti Tg Selabu,3.733,Low Access
OSM_node_5923733886,Old Dutch House,Historic Site (Monument),Johor,Muar,2.042962,102.564171,RHB,Bus Stop,310.8,0.311,RHB,0.311,Unnamed Transit Station,11.028,Unnamed Ferry Terminal,1.387,High Access
OSM_node_318168155,Makam Panglima Mat Berani,Historic Site (Tomb),Johor,Muar,2.179536,102.73848,Unnamed Bus Stop,Bus Stop,4526.5,4.527,Unnamed Bus Stop,4.527,Unnamed Transit Station,26.689,Unnamed Ferry Terminal,7.179,Low Access
OSM_node_10284769783,Dataran Bendera,Viewpoint,Johor,Muar,1.984273,102.679352,Unnamed Bus Stop,Bus Stop,5518.5,5.519,Unnamed Bus Stop,5.518,Unnamed Transit Station,24.742,Unnamed Ferry Terminal,15.768,Low Access
OSM_node_10284823810,Dataran Bendera Bukit Mor,Viewpoint,Johor,Muar,1.978645,102.675921,Unnamed Bus Stop,Bus Stop,5823.6,5.824,Unnamed Bus Stop,5.824,Unnamed Transit Station,24.841,Unnamed Ferry Terminal,15.728,Low Access
OSM_node_10683432450,Dataran Geo,Viewpoint,Johor,Muar,1.984107,102.678862,Unnamed Bus Stop,Bus Stop,5520.5,5.521,Unnamed Bus Stop,5.521,Unnamed Transit Station,24.71,Unnamed Ferry Terminal,15.728,Low Access
OSM_node_10284823679,Unnamed Viewpoint,Viewpoint,Johor,Muar,1.981095,102.679532,Unnamed Bus Stop,Bus Stop,5862.1,5.862,Unnamed Bus Stop,5.862,Unnamed Transit Station,24.978,Unnamed Ferry Terminal,15.949,Low Access
OSM_node_10284823739,Unnamed Viewpoint,Viewpoint,Johor,Muar,1.983566,102.67942,Unnamed Bus Stop,Bus Stop,5595.7,5.596,Unnamed Bus Stop,5.596,Unnamed Transit Station,24.796,Unnamed Ferry Terminal,15.81,Low Access
OSM_node_10284823740,Unnamed Viewpoint,Viewpoint,Johor,Muar,1.983793,102.678752,Unnamed Bus Stop,Bus Stop,5550.6,5.551,Unnamed Bus Stop,5.551,Unnamed Transit Station,24.723,Unnamed Ferry Terminal,15.733,Low Access
OSM_node_10683432454,Unnamed Viewpoint,Viewpoint,Johor,Muar,1.984908,102.678737,Unnamed Bus Stop,Bus Stop,5431.4,5.431,Unnamed Bus Stop,5.431,Unnamed Transit Station,24.644,Unnamed Ferry Terminal,15.675,Low Access
OSM_node_10683432460,Unnamed Viewpoint,Viewpoint,Johor,Muar,1.981009,102.68073,Unnamed Bus Stop,Bus Stop,5909.5,5.91,Unnamed Bus Stop,5.909,Unnamed Transit Station,25.088,Unnamed Ferry Terminal,16.071,Low Access
OSM_way_1252295834,Rumah Bugis (Memorial Daeng Haddadek Seri Saleiwangeng),Attraction,Johor,Pontian,1.312231,103.475301,Unnamed Bus Stop,Bus Stop,481.8,0.482,Unnamed Bus Stop,0.482,Unnamed Transit Station,15.439,Terminal Feri Kukup,4.057,Moderate Access
OSM_node_10912613560,Southernmost continental point of Eurasia,Attraction,Johor,Pontian,1.265696,103.510443,Unnamed Bus Stop,Bus Stop,4744.7,4.745,Unnamed Bus Stop,4.745,Unnamed Transit Station,15.854,Terminal Feri Kukup,10.133,Low Access
OSM_way_1555013332,Unnamed Beach,Beach,Johor,Pontian,1.47025,103.265229,Unnamed Bus Stop,Bus Stop,13501.7,13.502,Unnamed Bus Stop,13.502,Unnamed Transit Station,38.264,Terminal Feri Kukup,25.376,Low Access
OSM_way_1555013345,Unnamed Beach,Beach,Johor,Pontian,1.468319,103.238464,Unnamed Bus Stop,Bus Stop,16229.9,16.23,Unnamed Bus Stop,16.23,Unnamed Transit Station,41.095,Terminal Feri Kukup,27.619,Low Access
OSM_way_1555013348,Unnamed Beach,Beach,Johor,Pontian,1.468339,103.237604,Unnamed Bus Stop,Bus Stop,16315.1,16.315,Unnamed Bus Stop,16.315,Unnamed Transit Station,41.188,Terminal Feri Kukup,27.698,Low Access
OSM_way_564093494,Unnamed Historic Site (Ruins),Historic Site (Ruins),Johor,Pontian,1.487518,103.389392,Bangunan Komuniti,Bus Stop,240.2,0.24,Bangunan Komuniti,0.24,Unnamed Transit Station,26.012,Terminal Feri Kukup,18.929,High Access
OSM_way_564093495,Unnamed Historic Site (Ruins),Historic Site (Ruins),Johor,Pontian,1.487035,103.389638,Bangunan Komuniti,Bus Stop,186.7,0.187,Bangunan Komuniti,0.187,Unnamed Transit Station,25.963,Terminal Feri Kukup,18.869,High Access
OSM_way_924024602,Muzium Bugis,Museum,Johor,Pontian,1.428157,103.411851,Unnamed Bus Stop,Bus Stop,1552.2,1.552,Unnamed Bus Stop,1.552,Unnamed Transit Station,21.284,Terminal Feri Kukup,11.906,Limited Access
OSM_node_5404610323,Muzium Nanas,Museum,Johor,Pontian,1.507306,103.446797,Mardi Pontian,Bus Stop,260.5,0.261,Mardi Pontian,0.261,Unnamed Transit Station,21.896,Terminal Feri Kukup,20.223,High Access
OSM_node_3695992242,The Southernmost Tip of Mainland Asia,Viewpoint,Johor,Pontian,1.265935,103.51203,Unnamed Bus Stop,Bus Stop,4831.2,4.831,Unnamed Bus Stop,4.831,Unnamed Transit Station,15.727,Terminal Feri Kukup,10.252,Low Access
OSM_node_456319064,Kolam Air Panas,Attraction,Johor,Segamat,2.469054,103.05027,Pusat Rekreasi Kolam Air Panas Labis,Bus Stop,261.5,0.262,Pusat Rekreasi Kolam Air Panas Labis,0.261,Labis,10.066,Jeti Liang Batu,40.286,High Access
OSM_node_5076445745,River Tubing,Attraction,Johor,Segamat,2.433132,103.247064,Bekok,Railway / Transit Station,19994.4,19.994,Pusat Rekreasi Kolam Air Panas Labis,21.991,Bekok,19.994,Jeti Kg Semaloi,47.251,Low Access
OSM_node_13906959601,clock tower,Attraction,Johor,Segamat,2.507612,102.813794,Segamat,Railway / Transit Station,58.6,0.059,Bus Terminal Segamat,0.138,Segamat,0.059,Jeti Liang Batu,30.589,High Access
OSM_node_14113964436,培正学校,Attraction,Johor,Segamat,2.508805,102.817378,Bus Terminal Segamat,Bus Terminal,462.2,0.462,Bus Terminal Segamat,0.462,Segamat,0.477,Jeti Liang Batu,30.78,Moderate Access
OSM_node_4407659564,Hakka Culture Museum,Museum,Johor,Segamat,2.295759,103.130459,Bekok,Railway / Transit Station,194.2,0.194,Terminal Bas dan Teksi Chaah,11.237,Bekok,0.194,Jeti Liang Batu,40.304,High Access
OSM_node_11148381119,Bukit Jementah,Viewpoint,Johor,Segamat,2.429341,102.690637,Unnamed Bus Stop,Bus Stop,15526.9,15.527,Unnamed Bus Stop,15.527,Segamat,16.139,Unnamed Ferry Terminal,23.427,Low Access
OSM_node_11148380630,Unnamed Viewpoint,Viewpoint,Johor,Segamat,2.427729,102.691398,Unnamed Bus Stop,Bus Stop,15657.9,15.658,Unnamed Bus Stop,15.658,Segamat,16.165,Unnamed Ferry Terminal,23.229,Low Access
OSM_node_11148380659,Unnamed Viewpoint,Viewpoint,Johor,Segamat,2.423466,102.693726,Unnamed Bus Stop,Bus Stop,15692.0,15.692,Unnamed Bus Stop,15.692,Segamat,16.215,Unnamed Ferry Terminal,22.693,Low Access
OSM_node_11148380661,Unnamed Viewpoint,Viewpoint,Johor,Segamat,2.428613,102.697234,Unnamed Bus Stop,Bus Stop,15055.1,15.055,Unnamed Bus Stop,15.055,Segamat,15.57,Unnamed Ferry Terminal,23.076,Low Access
OSM_node_11148380662,Unnamed Viewpoint,Viewpoint,Johor,Segamat,2.431398,102.695294,Unnamed Bus Stop,Bus Stop,15077.0,15.077,Unnamed Bus Stop,15.077,Segamat,15.58,Unnamed Ferry Terminal,23.442,Low Access
OSM_node_12048938203,Unnamed Viewpoint,Viewpoint,Johor,Segamat,2.374385,103.177356,Bekok,Railway / Transit Station,10124.9,10.125,SMK Kamarul Ariffin,16.644,Bekok,10.125,Jeti Liang Batu,47.532,Low Access
OSM_node_12048938206,Unnamed Viewpoint,Viewpoint,Johor,Segamat,2.369863,103.169987,Bekok,Railway / Transit Station,9276.2,9.276,SMK Kamarul Ariffin,15.932,Bekok,9.276,Jeti Liang Batu,46.594,Low Access
OSM_node_12797665521,Viewpoint,Viewpoint,Johor,Segamat,2.473316,103.107752,Pusat Rekreasi Kolam Air Panas Labis,Bus Stop,6160.5,6.16,Pusat Rekreasi Kolam Air Panas Labis,6.16,Labis,13.947,Jeti Liang Batu,45.631,Low Access
OSM_node_12094616965,Air Terjun Kemidak,Waterfall,Johor,Segamat,2.38959,103.226485,Bekok,Railway / Transit Station,14923.2,14.923,Pusat Rekreasi Kolam Air Panas Labis,21.24,Bekok,14.923,Jeti Kg Semaloi,51.602,Low Access
OSM_node_600918069,Air Terjun Taka Melor,Waterfall,Johor,Segamat,2.473262,103.107761,Pusat Rekreasi Kolam Air Panas Labis,Bus Stop,6161.0,6.161,Pusat Rekreasi Kolam Air Panas Labis,6.161,Labis,13.943,Jeti Liang Batu,45.629,Low Access
OSM_node_5362721708,Buaya Sangkut,Waterfall,Johor,Segamat,2.497382,103.319604,Pusat Rekreasi Kolam Air Panas Labis,Bus Stop,29870.5,29.87,Pusat Rekreasi Kolam Air Panas Labis,29.871,Bekok,30.688,Jeti Kg Semaloi,36.908,Low Access
OSM_node_5076443535,Pandan waterfall,Waterfall,Johor,Segamat,2.435912,103.240481,Bekok,Railway / Transit Station,19761.2,19.761,Pusat Rekreasi Kolam Air Panas Labis,21.216,Bekok,19.761,Jeti Kg Semaloi,47.763,Low Access
OSM_node_6555158576,Takah Berangin,Waterfall,Johor,Segamat,2.443636,103.233763,Bekok,Railway / Transit Station,19991.3,19.991,Pusat Rekreasi Kolam Air Panas Labis,20.346,Bekok,19.991,Jeti Kg Semaloi,48.059,Low Access
OSM_node_10858975824,Takah Pengkoi waterfall,Waterfall,Johor,Segamat,2.335197,103.190878,Bekok,Railway / Transit Station,8075.7,8.076,Unnamed Bus Stop,19.221,Bekok,8.076,Jeti Liang Batu,47.765,Low Access
OSM_node_6555179088,Takah Tempaang,Waterfall,Johor,Segamat,2.444556,103.240501,Bekok,Railway / Transit Station,20517.5,20.517,Pusat Rekreasi Kolam Air Panas Labis,21.075,Bekok,20.517,Jeti Kg Semaloi,47.339,Low Access
OSM_node_2526567275,Takah Tinggi,Waterfall,Johor,Segamat,2.453239,103.237315,Pusat Rekreasi Kolam Air Panas Labis,Bus Stop,20621.5,20.622,Pusat Rekreasi Kolam Air Panas Labis,20.621,Bekok,21.088,Jeti Kg Semaloi,47.254,Low Access
OSM_node_12048938236,Unnamed Waterfall,Waterfall,Johor,Segamat,2.360202,103.157634,Bekok,Railway / Transit Station,7700.3,7.7,SMK Kamarul Ariffin,14.869,Bekok,7.7,Jeti Liang Batu,44.954,Low Access
OSM_node_13251514154,Unnamed Waterfall,Waterfall,Johor,Segamat,2.510719,103.14249,Pusat Rekreasi Kolam Air Panas Labis,Bus Stop,11035.5,11.036,Pusat Rekreasi Kolam Air Panas Labis,11.035,Labis,19.609,Jeti Liang Batu,51.192,Low Access
OSM_way_1064484902,Galeri Darurat Bukit Kepong,Museum,Johor,Tangkak,2.346868,102.829782,Jeti Liang Batu,Ferry Terminal,13936.0,13.936,Opposite SMK Paduka Tuan,16.091,Genuang,16.818,Jeti Liang Batu,13.936,Low Access
OSM_node_10916248018,Unnamed Viewpoint,Viewpoint,Johor,Tangkak,2.373866,102.60818,Unnamed Bus Stop,Bus Stop,8032.9,8.033,Unnamed Bus Stop,8.033,Gemas,22.828,Jeti Sg Rambai,22.913,Low Access
OSM_way_646004912,Unnamed Water Park,Water Park,Johor,Tangkak,2.409498,102.593566,Unnamed Bus Stop,Bus Stop,12088.0,12.088,Unnamed Bus Stop,12.088,Gemas,19.001,Jeti Sg Rambai,27.165,Low Access
OSM_node_12844439715,Puteri Falls,Waterfall,Johor,Tangkak,2.355705,102.630463,Unnamed Bus Stop,Bus Stop,6525.1,6.525,Unnamed Bus Stop,6.525,Gemas,24.904,Jeti Sg Bilah,20.315,Low Access
OSM_node_6330125687,Tree Top Walk Sungai Sedim,Attraction,Kedah,Baling,5.412465,100.78108,Unnamed Bus Stop,Bus Stop,19579.8,19.58,Unnamed Bus Stop,19.58,Tasek Gelugor,32.314,Unnamed Ferry Terminal,43.265,Low Access
OSM_node_12444660911,Galeri Rundingan Baling,Museum,Kedah,Baling,5.672687,100.92214,Unnamed Bus Stop,Bus Stop,627.8,0.628,Unnamed Bus Stop,0.628,Perhentian Bas Pekan Batu 5,29.261,Unnamed Ferry Terminal,47.592,Moderate Access
OSM_node_12168050301,Unnamed Viewpoint,Viewpoint,Kedah,Baling,5.679965,100.909363,Perhentian Bas Baling,Bus Terminal,1003.5,1.004,Perhentian Bas Baling,1.004,Perhentian Bas Pekan Batu 5,27.633,Unnamed Ferry Terminal,49.166,Limited Access
OSM_node_12168222551,Unnamed Viewpoint,Viewpoint,Kedah,Baling,5.670356,100.89341,Unnamed Bus Stop,Bus Stop,1489.4,1.489,Unnamed Bus Stop,1.489,Perhentian Bas Pekan Batu 5,26.617,Unnamed Ferry Terminal,50.62,Limited Access
OSM_node_12168222552,Unnamed Viewpoint,Viewpoint,Kedah,Baling,5.670467,100.892653,Unnamed Bus Stop,Bus Stop,1533.7,1.534,Unnamed Bus Stop,1.534,Perhentian Bas Pekan Batu 5,26.539,Unnamed Ferry Terminal,50.705,Limited Access
OSM_node_12168222553,Unnamed Viewpoint,Viewpoint,Kedah,Baling,5.670406,100.892367,Unnamed Bus Stop,Bus Stop,1541.0,1.541,Unnamed Bus Stop,1.541,Perhentian Bas Pekan Batu 5,26.515,Unnamed Ferry Terminal,50.734,Limited Access
OSM_node_12168222565,Unnamed Viewpoint,Viewpoint,Kedah,Baling,5.670358,100.893023,Unnamed Bus Stop,Bus Stop,1506.0,1.506,Unnamed Bus Stop,1.506,Perhentian Bas Pekan Batu 5,26.58,Unnamed Ferry Terminal,50.662,Limited Access
OSM_node_12168222566,Unnamed Viewpoint,Viewpoint,Kedah,Baling,5.670336,100.893855,Unnamed Bus Stop,Bus Stop,1467.1,1.467,Unnamed Bus Stop,1.467,Perhentian Bas Pekan Batu 5,26.66,Unnamed Ferry Terminal,50.572,Limited Access
OSM_way_544949545,Pusat Rekreasi Air Panas Ulu Legong,Water Park,Kedah,Baling,5.817166,100.936003,Unnamed Bus Stop,Bus Stop,15926.7,15.927,Unnamed Bus Stop,15.927,Perhentian Bas Pekan Batu 5,27.583,Unnamed Ferry Terminal,52.568,Low Access
OSM_node_11332914456,Unnamed Waterfall,Waterfall,Kedah,Baling,5.550025,100.9256,Unnamed Bus Stop,Bus Stop,12300.8,12.301,Unnamed Bus Stop,12.301,Perhentian Bas Pekan Batu 5,37.825,Unnamed Ferry Terminal,45.739,Low Access
OSM_node_13328359511,Batu Sempadan British Siam;British and Siamese Boundary,Historic Site (Boundary Stone),Kedah,Bandar Baharu,5.142503,100.502834,Unnamed Bus Stop,Bus Stop,753.2,0.753,Unnamed Bus Stop,0.753,Parit Buntar,2.245,Firefly tour boat jetty,3.772,Moderate Access
OSM_way_1359063765,Unnamed Historic Site (Tomb),Historic Site (Tomb),Kedah,Bandar Baharu,5.22349,100.616798,Unnamed Bus Stop,Bus Stop,1060.8,1.061,Unnamed Bus Stop,1.061,Nibong Tebal,16.34,Firefly tour boat jetty,16.931,Limited Access
OSM_node_12993638806,吉打司南马日月庵拿督公,Historic Site (Wayside Shrine),Kedah,Bandar Baharu,5.232321,100.684753,Perhentian Bas Selama,Bus Stop,332.8,0.333,Perhentian Bas Selama,0.333,Simpang Ampat,23.368,Firefly tour boat jetty,24.335,High Access
OSM_way_770229743,Balai Nobat,Attraction,Kedah,Kota Setar,6.121002,100.366574,Bus to Ferry,Bus Stop,403.4,0.403,Bus to Ferry,0.403,Alor Setar,0.904,Sungai Kedah River Cruise,3.172,Moderate Access
OSM_way_499202636,"Bangunan Jam Besar, Alor Setar",Attraction,Kedah,Kota Setar,6.121011,100.365903,Bus to Ferry,Bus Stop,426.8,0.427,Bus to Ferry,0.427,Alor Setar,0.935,Sungai Kedah River Cruise,3.241,Moderate Access
OSM_relation_14215510,Jeti Pekan Cina,Attraction,Kedah,Kota Setar,6.118057,100.363124,Bus to Ferry,Bus Stop,475.5,0.475,Bus to Ferry,0.476,Alor Setar,0.881,Sungai Kedah River Cruise,3.427,Moderate Access
OSM_way_337002990,Kota Kuala Kedah,Attraction,Kedah,Kota Setar,6.108858,100.287318,Jeti Kuala Kedah,Ferry Terminal,331.8,0.332,Unnamed Bus Stop,0.426,Alor Setar,9.125,Jeti Kuala Kedah,0.332,High Access
OSM_relation_13372422,Medan Seni,Attraction,Kedah,Kota Setar,6.116308,100.364473,Hentian Seberang Perak,Bus Stop,307.9,0.308,Hentian Seberang Perak,0.308,Alor Setar,0.651,Sungai Kedah River Cruise,3.235,High Access
OSM_way_286804200,Rumah Warisan,Attraction,Kedah,Kota Setar,6.147867,100.371881,Unnamed Bus Stop,Bus Stop,252.7,0.253,Unnamed Bus Stop,0.253,Alor Setar,3.832,Sungai Kedah River Cruise,4.822,High Access
OSM_way_354734948,Taman Jubli Emas,Attraction,Kedah,Kota Setar,6.162364,100.360452,Unnamed Bus Stop,Bus Stop,1367.1,1.367,Unnamed Bus Stop,1.367,Anak Bukit,2.82,Sungai Kedah River Cruise,6.849,Limited Access
OSM_way_390866286,Taman Persisiran Jeragan,Attraction,Kedah,Kota Setar,6.117233,100.347015,Unnamed Bus Stop,Bus Stop,1828.8,1.829,Unnamed Bus Stop,1.829,Alor Setar,2.535,Sungai Kedah River Cruise,5.152,Limited Access
OSM_way_286170233,Balai Seni Negeri,Gallery,Kedah,Kota Setar,6.118785,100.365581,Bus to Ferry,Bus Stop,247.4,0.247,Bus to Ferry,0.247,Alor Setar,0.741,Sungai Kedah River Cruise,3.189,High Access
OSM_way_367188132,Istana Sepachendera,Historic Site,Kedah,Kota Setar,6.122994,100.369531,Bus to Ferry,Bus Stop,659.8,0.66,Bus to Ferry,0.66,Alor Setar,1.061,Sungai Kedah River Cruise,2.976,Moderate Access
OSM_node_2631075647,Kubu British,Historic Site,Kedah,Kota Setar,6.199406,100.412092,Unnamed Bus Stop,Bus Stop,1072.2,1.072,Unnamed Bus Stop,1.072,Stesen Bas Bandar Darulaman,4.18,Sungai Kedah River Cruise,10.173,Limited Access
OSM_node_2725100859,Kubu British,Historic Site,Kedah,Kota Setar,6.169718,100.404007,Unnamed Bus Stop,Bus Stop,412.4,0.412,Unnamed Bus Stop,0.412,Anak Bukit,3.565,Sungai Kedah River Cruise,6.763,Moderate Access
OSM_node_2725100863,Kubu British,Historic Site,Kedah,Kota Setar,6.176693,100.405828,Unnamed Bus Stop,Bus Stop,1213.1,1.213,Unnamed Bus Stop,1.213,Anak Bukit,3.511,Sungai Kedah River Cruise,7.562,Limited Access
OSM_node_5346038886,Kubu British,Historic Site,Kedah,Kota Setar,6.198584,100.41211,Unnamed Bus Stop,Bus Stop,984.9,0.985,Unnamed Bus Stop,0.985,Stesen Bas Bandar Darulaman,4.268,Sungai Kedah River Cruise,10.085,Moderate Access
OSM_node_5426334413,Kubu British,Historic Site,Kedah,Kota Setar,6.17542,100.402865,Unnamed Bus Stop,Bus Stop,1035.3,1.035,Unnamed Bus Stop,1.035,Anak Bukit,3.226,Sungai Kedah River Cruise,7.367,Limited Access
OSM_node_9776577424,Kubu British,Historic Site,Kedah,Kota Setar,6.202435,100.40408,Unnamed Bus Stop,Bus Stop,1500.0,1.5,Unnamed Bus Stop,1.5,Anak Bukit,3.878,Sungai Kedah River Cruise,10.359,Limited Access
OSM_node_11446187628,Kubu British,Historic Site,Kedah,Kota Setar,6.203,100.400712,Unnamed Bus Stop,Bus Stop,1737.0,1.737,Unnamed Bus Stop,1.737,Anak Bukit,3.61,Sungai Kedah River Cruise,10.383,Limited Access
OSM_way_354527429,Tapak Masjid Lama Hutan Kampung,Historic Site,Kedah,Kota Setar,6.162266,100.394144,Unnamed Bus Stop,Bus Stop,1086.6,1.087,Unnamed Bus Stop,1.087,Anak Bukit,3.167,Sungai Kedah River Cruise,5.824,Limited Access
OSM_way_839896414,Tapak Istana Lama Kota Kuala Kedah,Historic Site (Castle),Kedah,Kota Setar,6.109378,100.287177,Jeti Kuala Kedah,Ferry Terminal,376.3,0.376,Unnamed Bus Stop,0.485,Alor Setar,9.138,Jeti Kuala Kedah,0.376,High Access
OSM_node_7837573032,Pintu Gerbang British,Historic Site (Fort),Kedah,Kota Setar,6.108649,100.287887,Jeti Kuala Kedah,Ferry Terminal,265.8,0.266,Unnamed Bus Stop,0.382,Alor Setar,9.064,Jeti Kuala Kedah,0.266,High Access
