asset_id,asset_name,category,state,district,lat,lon,nearest_healthcare_name,nearest_healthcare_type,distance_to_healthcare_m,distance_to_healthcare_km,nearest_hospital_name,distance_to_hospital_km,nearest_clinic_name,distance_to_clinic_km,nearest_pharmacy_name,distance_to_pharmacy_km,healthcare_access_tier,hospital_access_tier
OSM_node_4225364103,Brumas Camp,Attraction,Sabah,Tawau,4.63728,117.743228,Pusat Kesihatan Ladang Tingkayu Sime Darby,Hospital,37968.9,37.969,Pusat Kesihatan Ladang Tingkayu Sime Darby,37.969,Klinik Sin Onn,44.151,Guardian,46.068,Low Access,Remote Emergency Access
OSM_node_8457335685,Rumah Api Lama Batu Tinagat,Attraction,Sabah,Tawau,4.225795,117.9808,Pusat Hemodialisis Mawar,Clinic,7127.0,7.127,Tawau Specialist Medical Centre,8.592,Pusat Hemodialisis Mawar,7.127,Guardian,9.806,Limited Access,Moderate Emergency Access
OSM_node_4103941690,Tawau Hills Park,Attraction,Sabah,Tawau,4.398006,117.888259,Klinik Sin Onn,Clinic,13910.4,13.91,Tawau Specialist Medical Centre,16.362,Klinik Sin Onn,13.91,Guardian,16.289,Low Access,Limited Emergency Access
OSM_node_11865259040,Tawau Hot Spring,Attraction,Sabah,Tawau,4.299163,117.906157,Klinik Sin Onn,Clinic,2823.5,2.824,Tawau Specialist Medical Centre,5.25,Klinik Sin Onn,2.823,Guardian,5.407,Moderate Access,Moderate Emergency Access
OSM_node_11865259015,Tawau Sankina Hot Sping Park,Attraction,Sabah,Tawau,4.302941,117.906746,Klinik Sin Onn,Clinic,3246.0,3.246,Tawau Specialist Medical Centre,5.667,Klinik Sin Onn,3.246,Guardian,5.831,Moderate Access,Moderate Emergency Access
OSM_node_11838221162,Konfrontasi Memorial,Historic Site (Memorial),Sabah,Tawau,4.246287,117.880344,Hospital Tawau,Hospital,372.7,0.373,Hospital Tawau,0.373,Klinik Dr. Lilian Hong,2.672,Guardian,0.914,High Access,High Emergency Access
OSM_node_11846341413,Public Service Memorial,Historic Site (Memorial),Sabah,Tawau,4.24507,117.881607,KMI Tawau Medical Centre,Hospital,322.4,0.322,KMI Tawau Medical Centre,0.322,Klinik Dr. Lilian Hong,2.645,Guardian,0.751,High Access,High Emergency Access
OSM_node_11959751927,Tawau Japanese War Memorial,Historic Site (Memorial),Sabah,Tawau,4.266927,117.878034,Hospital Tawau,Hospital,1938.4,1.938,Hospital Tawau,1.938,Klinik Dr. Lilian Hong,2.528,Guardian,2.656,High Access,High Emergency Access
OSM_node_9923931417,Noor’s tree,Historic Site (Monument),Sabah,Tawau,4.663579,117.775117,Pusat Kesihatan Ladang Tingkayu Sime Darby,Hospital,33909.7,33.91,Pusat Kesihatan Ladang Tingkayu Sime Darby,33.91,Klinik Sin Onn,45.595,Guardian,47.675,Low Access,Remote Emergency Access
OSM_node_11846341412,Tawau Bell Tower,Historic Site (Monument),Sabah,Tawau,4.245043,117.881646,KMI Tawau Medical Centre,Hospital,321.4,0.321,KMI Tawau Medical Centre,0.321,Klinik Dr. Lilian Hong,2.643,Guardian,0.747,High Access,High Emergency Access
OSM_node_11930689952,Tugu PKMT,Historic Site (Monument),Sabah,Tawau,4.244628,117.892602,Guardian,Pharmacy,475.8,0.476,KMI Tawau Medical Centre,1.026,Klinik Dr. Lilian Hong,1.926,Guardian,0.476,High Access,High Emergency Access
OSM_node_11846341414,Twin Town Memorial Tawau,Historic Site (Monument),Sabah,Tawau,4.244667,117.890881,Guardian,Pharmacy,286.3,0.286,KMI Tawau Medical Centre,0.842,Klinik Dr. Lilian Hong,2.01,Guardian,0.286,High Access,High Emergency Access
OSM_node_11848096856,Unnamed Historic Site (Monument),Historic Site (Monument),Sabah,Tawau,4.240975,117.885796,Guardian,Pharmacy,463.2,0.463,KMI Tawau Medical Centre,0.718,Klinik Dr. Lilian Hong,2.661,Guardian,0.463,High Access,High Emergency Access
OSM_node_11957789925,Old Tawau Airport,Historic Site (Ruins),Sabah,Tawau,4.262993,117.885018,Hospital Tawau,Hospital,1563.4,1.563,Hospital Tawau,1.563,Klinik Dr. Lilian Hong,1.672,Guardian,1.79,High Access,High Emergency Access
OSM_node_11840211401,Muzium Tawau,Museum,Sabah,Tawau,4.255584,117.884075,Hospital Tawau,Hospital,768.2,0.768,Hospital Tawau,0.768,Klinik Dr. Lilian Hong,1.831,Guardian,1.339,High Access,High Emergency Access
OSM_node_13677020946,Bukit Gelas,Waterfall,Sabah,Tawau,4.415488,117.890388,Klinik Sin Onn,Clinic,15810.1,15.81,Tawau Specialist Medical Centre,18.26,Klinik Sin Onn,15.81,Guardian,18.216,Low Access,Limited Emergency Access
OSM_node_369491614,Kg. Nangoh,Attraction,Sabah,Telupid,5.948351,117.31813,Beluran Hospital,Hospital,26906.0,26.906,Beluran Hospital,26.906,Klinik Kesihatan Ibu dan Anak Beluran,26.964,PMG Pharmacy,79.469,Low Access,Limited Emergency Access
OSM_node_5428391831,Riverbugs Camp,Attraction,Sabah,Tenom,5.209625,115.880469,Tenom Hospital,Hospital,11706.2,11.706,Tenom Hospital,11.706,Klinik Kesihatan Ibu dan Anak Tenom,11.722,Tenom Pharmacy,11.796,Low Access,Moderate Emergency Access
OSM_way_1188727059,Sabah Agriculture Park,Attraction,Sabah,Tenom,5.173924,115.985074,Klinik Desa Lagud Sebrang,Clinic,759.3,0.759,Tenom Hospital,7.418,Klinik Desa Lagud Sebrang,0.759,Tenom Pharmacy,7.18,High Access,Moderate Emergency Access
OSM_way_1086912001,Antanom Museum,Museum,Sabah,Tenom,5.122015,115.942701,Tenom Hospital,Hospital,214.0,0.214,Tenom Hospital,0.214,Klinik Kesihatan Ibu dan Anak Tenom,0.361,Tenom Pharmacy,0.252,High Access,High Emergency Access
OSM_node_13723624831,Unnamed Waterfall,Waterfall,Sabah,Tenom,4.708189,115.974909,Klinik Kesihatan Paal,Hospital,33355.3,33.355,Klinik Kesihatan Paal,33.355,Klinik Desa Dalit,38.352,Tenom Pharmacy,46.218,Low Access,Remote Emergency Access
OSM_node_5085287323,Imbak Canyon Conservation Area,Attraction,Sabah,Tongod,5.049503,117.116247,Poliklinik Telupid,Clinic,64160.2,64.16,Unnamed Hospital,74.501,Poliklinik Telupid,64.16,PMG Pharmacy,111.159,Low Access,Remote Emergency Access
OSM_node_5978897464,Unnamed Waterfall,Waterfall,Sabah,Tongod,5.106083,117.030309,Poliklinik Telupid,Clinic,58925.9,58.926,Unnamed Hospital,65.261,Poliklinik Telupid,58.926,PMG Pharmacy,100.276,Low Access,Remote Emergency Access
OSM_node_6743893614,Unnamed Waterfall,Waterfall,Sabah,Tongod,5.495533,117.09381,Poliklinik Telupid,Clinic,15244.4,15.244,Beluran Hospital,67.475,Poliklinik Telupid,15.244,Unnamed Pharmacy,79.105,Low Access,Remote Emergency Access
OSM_node_7780818185,Lorong Jalan Kupang Kg Berungis Tuaran,Attraction,Sabah,Tuaran,6.145132,116.212161,Tuaran Hospital,Hospital,767.7,0.768,Tuaran Hospital,0.768,Klinik Tuaran,1.05,Unnamed Pharmacy,5.028,High Access,High Emergency Access
OSM_way_1500328726,Sabah Bajau Sama Cultural Centre,Attraction,Sabah,Tuaran,6.165993,116.186409,Tuaran Hospital,Hospital,4378.4,4.378,Tuaran Hospital,4.378,Klinik Tuaran,4.421,Unnamed Pharmacy,5.189,Moderate Access,High Emergency Access
OSM_node_6522457285,Start of Bukit Pureha Hiking Trail,Attraction,Sabah,Tuaran,6.131452,116.274031,Klinik Tamparuli,Clinic,862.5,0.863,Klinik,6.03,Klinik Tamparuli,0.863,Unnamed Pharmacy,8.057,High Access,Moderate Emergency Access
OSM_node_5352433021,Tamparuli Suspension Bridge,Attraction,Sabah,Tuaran,6.134918,116.268059,Klinik Tamparuli,Clinic,116.3,0.116,Tuaran Hospital,5.526,Klinik Tamparuli,0.116,Unnamed Pharmacy,7.346,High Access,Moderate Emergency Access
OSM_way_1500796918,Tuaran Ling San Temple,Attraction,Sabah,Tuaran,6.174562,116.234039,Klinik Kesihatan Ibu dan Kanak-kanak Tuaran,Clinic,441.5,0.442,Tuaran Hospital,3.825,Klinik Kesihatan Ibu dan Kanak-kanak Tuaran,0.442,Unnamed Pharmacy,1.602,High Access,High Emergency Access
OSM_node_2105153639,Upside Down House,Attraction,Sabah,Tuaran,6.144436,116.254134,Klinik Tamparuli,Clinic,1770.9,1.771,Tuaran Hospital,3.902,Klinik Tamparuli,1.771,Unnamed Pharmacy,5.603,High Access,High Emergency Access
OSM_node_5864917286,kiulu river,Attraction,Sabah,Tuaran,6.093744,116.288765,Klinik,Hospital,4559.2,4.559,Klinik,4.559,Klinik Tamparuli,5.226,Guardian,11.409,Moderate Access,High Emergency Access
OSM_node_6157715728,Roundbout Kuda,Historic Site (Monument),Sabah,Tuaran,6.174147,116.198479,Klinik Kesihatan Ibu dan Kanak-kanak Tuaran,Clinic,3497.3,3.497,Tuaran Hospital,4.081,Klinik Kesihatan Ibu dan Kanak-kanak Tuaran,3.497,Unnamed Pharmacy,3.592,Moderate Access,High Emergency Access
OSM_node_5038194123,Bukit Kusai Trailhead,Viewpoint,Sabah,Tuaran,6.146884,116.263374,Klinik Tamparuli,Clinic,1308.8,1.309,Tuaran Hospital,4.937,Klinik Tamparuli,1.309,Unnamed Pharmacy,5.987,High Access,High Emergency Access
OSM_node_11184972637,Mount Kinabalu View,Viewpoint,Sabah,Tuaran,6.109196,116.408747,Klinik,Hospital,7186.7,7.187,Klinik,7.187,Klinik Kesihatan Simpangan,9.959,Unnamed Pharmacy,21.833,Limited Access,Moderate Emergency Access
OSM_node_11505499542,full coast view kota kinabalu to beaufort,Viewpoint,Sabah,Tuaran,5.955935,116.243516,Klinik Mutiara,Clinic,12796.3,12.796,Hospital Wanita dan Kanak-Kanak Sabah,15.188,Klinik Mutiara,12.796,Guardian,14.747,Low Access,Limited Emergency Access
OSM_node_11505966945,kungkurad,Viewpoint,Sabah,Tuaran,5.955927,116.243598,Klinik Mutiara,Clinic,12805.2,12.805,Hospital Wanita dan Kanak-Kanak Sabah,15.196,Klinik Mutiara,12.805,Guardian,14.751,Low Access,Limited Emergency Access
OSM_node_11505388077,view to kota kinabalu over kokol ridge,Viewpoint,Sabah,Tuaran,5.962975,116.24731,Klinik Mutiara,Clinic,12973.7,12.974,Hospital Wanita dan Kanak-Kanak Sabah,15.261,Klinik Mutiara,12.974,Guardian,14.236,Low Access,Limited Emergency Access
OSM_node_10292305509,Murug-Turug,Waterfall,Sabah,Tuaran,6.129583,116.3452,Klinik,Hospital,2879.3,2.879,Klinik,2.879,Klinik Tamparuli,8.618,Unnamed Pharmacy,14.495,Moderate Access,High Emergency Access
OSM_node_5646996121,Siniawan Night Market,Attraction,Sarawak,Bau,1.446423,110.218976,PMG Pharmacy 2 Bau,Pharmacy,7148.5,7.149,Pejabat Kesihatan Daerah Bau,8.016,Batu Kawa Healthcare Clinic,9.168,PMG Pharmacy 2 Bau,7.149,Limited Access,Moderate Emergency Access
OSM_way_1104443117,Paku Rock Maze Garden,Attraction,Sarawak,Bau,1.426403,110.192127,PMG Pharmacy 2 Bau,Pharmacy,3568.8,3.569,Pejabat Kesihatan Daerah Bau,4.521,Batu Kawa Healthcare Clinic,12.8,PMG Pharmacy 2 Bau,3.569,Moderate Access,High Emergency Access
OSM_way_268511372,Blue Lake,Attraction,Sarawak,Bau,1.412387,110.151647,Pejabat Kesihatan Daerah Bau,Hospital,800.5,0.8,Pejabat Kesihatan Daerah Bau,0.8,Batu Kawa Healthcare Clinic,17.153,PMG Pharmacy 2 Bau,1.249,High Access,High Emergency Access
OSM_node_13382546003,棺材洞,Attraction,Sarawak,Bau,1.424268,110.189945,PMG Pharmacy 2 Bau,Pharmacy,3280.3,3.28,Pejabat Kesihatan Daerah Bau,4.247,Batu Kawa Healthcare Clinic,13.139,PMG Pharmacy 2 Bau,3.28,Moderate Access,High Emergency Access
OSM_node_13394373012,刘公善邦神位,Historic Site (Memorial),Sarawak,Bau,1.449016,110.206852,PMG Pharmacy 2 Bau,Pharmacy,6111.9,6.112,Pejabat Kesihatan Daerah Bau,6.911,Batu Kawa Healthcare Clinic,9.866,PMG Pharmacy 2 Bau,6.112,Limited Access,Moderate Emergency Access
OSM_node_13926169203,BUNG TARGET,Viewpoint,Sarawak,Bau,1.358002,110.13489,Pejabat Kesihatan Daerah Bau,Hospital,7076.7,7.077,Pejabat Kesihatan Daerah Bau,7.077,Klinik Kesihatan Braang Bayur,21.161,PMG Pharmacy 2 Bau,7.304,Limited Access,Moderate Emergency Access
OSM_node_5169251503,Gunung Singai,Viewpoint,Sarawak,Bau,1.504581,110.164576,Hospital Bau,Hospital,8572.4,8.572,Hospital Bau,8.572,Klinik Aniza,10.999,PMG Pharmacy 2 Bau,9.518,Limited Access,Moderate Emergency Access
OSM_node_13301247840,Bronang Falls,Waterfall,Sarawak,Bau,1.555576,110.170898,Klinik Aniza,Clinic,8804.9,8.805,Shou Kang Medicine Center,11.992,Klinik Aniza,8.805,PMG Pharmacy (Malihah),9.011,Limited Access,Moderate Emergency Access
OSM_node_4512973990,Singai Mountain trailhead and waterfall,Waterfall,Sarawak,Bau,1.504505,110.17814,Hospital Bau,Hospital,9117.0,9.117,Hospital Bau,9.117,Klinik Aniza,9.728,PMG Pharmacy 2 Bau,9.69,Limited Access,Moderate Emergency Access
OSM_node_5152873333,Boat crossing,Attraction,Sarawak,Belaga,2.722496,113.790699,Belaga Health Clinic,Clinic,2481.6,2.482,Bintulu General Hospital,95.093,Belaga Health Clinic,2.482,Guardian,96.903,Moderate Access,Remote Emergency Access
OSM_node_5152873332,Long house - Rumah Panjang Aging Long Da'ah,Attraction,Sarawak,Belaga,2.722314,113.791235,Belaga Health Clinic,Clinic,2509.4,2.509,Bintulu General Hospital,95.153,Belaga Health Clinic,2.509,Guardian,96.964,Moderate Access,Remote Emergency Access
OSM_node_5152860030,Long house - Rumah Panjang Kejaman Neh Long Liten,Attraction,Sarawak,Belaga,2.741513,113.837073,Belaga Health Clinic,Clinic,7909.3,7.909,Bintulu General Hospital,98.126,Belaga Health Clinic,7.909,Guardian,100.197,Limited Access,Remote Emergency Access
OSM_node_5152860029,Long house - Rumah Panjang Uma Aging,Attraction,Sarawak,Belaga,2.721406,113.788938,Belaga Health Clinic,Clinic,2259.1,2.259,Bintulu General Hospital,95.006,Belaga Health Clinic,2.259,Guardian,96.804,Moderate Access,Remote Emergency Access
OSM_node_5152860126,Government Rest House,Attraction,Sarawak,Belaga,2.706324,113.778266,Belaga Health Clinic,Clinic,350.8,0.351,Bintulu General Hospital,95.061,Belaga Health Clinic,0.351,Unnamed Pharmacy,96.694,High Access,Remote Emergency Access
OSM_way_1291989490,Belaga Landmark,Historic Site (Monument),Sarawak,Belaga,2.706205,113.785092,Belaga Health Clinic,Clinic,1109.9,1.11,Bintulu General Hospital,95.671,Belaga Health Clinic,1.11,Unnamed Pharmacy,97.345,High Access,Remote Emergency Access
OSM_node_4223371232,Ngamba Mbu'u Waterfall,Waterfall,Sarawak,Belaga,2.725446,113.769183,Belaga Health Clinic,Clinic,2202.3,2.202,Bintulu General Hospital,92.977,Belaga Health Clinic,2.202,Guardian,94.721,Moderate Access,Remote Emergency Access
OSM_node_4967154724,Spakau Stone Quarry,Waterfall,Sarawak,Belaga,2.973092,113.897301,Belaga Health Clinic,Clinic,32495.3,32.495,Bintulu General Hospital,93.045,Belaga Health Clinic,32.495,Guardian,96.51,Low Access,Remote Emergency Access
OSM_node_4833961516,Bekenu Mud Volcano,Attraction,Sarawak,Beluru,4.082031,113.975423,Grateful Pharmacy,Pharmacy,2051.3,2.051,Miri General Hospital,32.504,Klinik Kesihatan Tun Abang Haji Openg,2.055,Grateful Pharmacy,2.051,Moderate Access,Remote Emergency Access
OSM_way_491255189,Bekenu Mud Volcano,Attraction,Sarawak,Beluru,4.081998,113.97542,Grateful Pharmacy,Pharmacy,2054.0,2.054,Miri General Hospital,32.508,Klinik Kesihatan Tun Abang Haji Openg,2.057,Grateful Pharmacy,2.054,Moderate Access,Remote Emergency Access
OSM_node_4393348389,Lambir Hills National Park,Attraction,Sarawak,Beluru,4.198499,114.042947,Klinik Ibu dan Anak Taman Tunku,Clinic,11768.4,11.768,Miri General Hospital,20.045,Klinik Ibu dan Anak Taman Tunku,11.768,Advance Medic Pharmacy (AM),13.331,Low Access,Limited Emergency Access
OSM_node_10803259505,Oil well,Historic Site (Memorial),Sarawak,Beluru,4.199059,114.030739,Klinik Ibu dan Anak Taman Tunku,Clinic,11567.3,11.567,Miri General Hospital,19.712,Klinik Ibu dan Anak Taman Tunku,11.567,Advance Medic Pharmacy (AM),12.766,Low Access,Limited Emergency Access
OSM_node_6704074085,Unnamed Historic Site (Memorial),Historic Site (Memorial),Sarawak,Beluru,3.273375,114.567612,Klinik Kesihatan Long Jeeh,Clinic,53953.4,53.953,Marudi Hospital,103.733,Klinik Kesihatan Long Jeeh,53.953,Grateful Pharmacy,113.139,Low Access,Remote Emergency Access
OSM_way_1240784363,Unnamed Historic Site (Monument),Historic Site (Monument),Sarawak,Beluru,4.189701,114.037931,Klinik Ibu dan Anak Taman Tunku,Clinic,12660.6,12.661,Miri General Hospital,20.876,Klinik Ibu dan Anak Taman Tunku,12.661,Clover Pharmacy,12.921,Low Access,Limited Emergency Access
